target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
biologi,556.495152625531,596.111365069404,-0.638152654780905,-0.447259602993644,25.2764724095855,26.941745216489,0.113673794161901,0.0691321290808192,51,67,1,0,38,63,38,63,0,0,1,1,51,67,1,0,37,62,38,63,0,0,0.973684210526316,0.984126984126984,38,63,39.6162124438731,0.19089305178726,da,chemistry,biology,kemi,biologi,kemibiologi,danserbiologi,kemi,danser
biologisk,646.989871790895,678.110851061059,-0.322553839109094,-0.243825860621773,24.0423225444139,45.3993176529062,0.0901700896019428,0.111656487018227,86,53,0,0,78,47,78,47,0,0,1,1,86,53,0,0,78,47,78,47,0,0,1,1,78,47,31.1209792701645,0.0787279784873216,da,chemical,biological,kemisk,biologisk,kemiskbiologisk,æblebiologisk,kemisk,æble
bjerg,637.821484844445,555.640019987234,-0.3981504614269,-0.519673249936756,35.8408525991145,22.4394953165664,0.109828256205165,0.0908430636866903,69,52,1,0,66,50,66,50,1,0,1,1,69,52,1,0,64,50,66,50,1,0,0.96969696969697,1,66,50,-82.1814648572105,-0.121522788509856,da,hill,mountain,bakke,bjerg,bakkebjerg,lyttebjerg,bakke,lytte
blanding,725.680309091142,666.438673046919,-0.0234442444909617,-0.21843901993954,34.974331602438,34.9881296130969,0.121412050720369,0.137622607163851,59,57,2,1,55,52,55,52,1,0,1,1,58,58,3,0,54,52,54,52,2,0,1,1,55,52,-59.2416360442224,-0.194994775448578,da,combination,mixture,kombination,blanding,kombinationblanding,novemberblanding,kombination,november
blid,630.866821904645,658.94515554069,-0.382610915602844,-0.260885577131048,32.2330976323025,41.2805365000675,0.0865028319190252,0.133568822670931,84,53,0,0,74,45,76,50,0,0,0.973684210526316,0.9,84,53,0,0,73,49,76,50,0,0,0.960526315789474,0.98,73,45,28.0783336360454,0.121725338471796,da,soft,gentle,blød,blid,blødblid,storblid,blød,stor
blomst,524.531406781258,636.002542060651,-0.725483802328613,-0.361669189228054,19.075538585524,25.8430342882204,0.061619596842966,0.079158808123097,64,125,0,1,59,107,60,108,0,1,0.983333333333333,0.990740740740741,63,125,1,1,58,108,59,108,1,1,0.983050847457627,1,59,107,111.471135279394,0.36381461310056,da,plant,flower,plante,blomst,planteblomst,motivblomst,plante,motiv
blå,526.61121686628,583.067607842707,-0.695376041780529,-0.554751094712392,16.0779343540126,29.1552161753973,0.0507474799131231,0.0886647460952864,95,58,2,1,83,52,83,52,2,1,1,1,96,59,1,0,80,52,84,53,1,0,0.952380952380952,0.981132075471698,83,51,56.4563909764272,0.140624947068137,da,brown,blue,brun,blå,brunblå,uheldigblå,brun,uheldig
bog,572.165020848286,522.383264152706,-0.530575054697272,-0.716219096371083,29.1282879520312,13.3127017096537,0.0879167136623349,0.0393543640850708,51,58,0,0,48,53,48,53,0,0,1,1,51,57,0,1,44,47,48,53,0,0,0.916666666666667,0.886792452830189,48,53,-49.7817566955804,-0.185644041673811,da,bible,book,bibel,bog,bibelbog,egernbog,bibel,egern
bomuld,551.290479153441,801.891472181184,-0.479560275297927,0.160047272755697,17.591227345156,79.3097707909142,0.0608097848501613,0.231382928377299,50,52,0,1,48,36,48,37,0,0,1,0.972972972972973,49,51,1,2,44,37,48,37,0,0,0.916666666666667,1,48,36,250.600993027742,0.639607548053623,da,silk,cotton,silke,bomuld,silkebomuld,hævnbomuld,silke,hævn
borgmester,637.592174993333,708.786954537879,-0.384170703619661,-0.159087237811885,35.9567474712573,28.7461060483012,0.0853735416663207,0.0761940839734489,51,125,1,4,40,110,40,112,1,1,1,0.982142857142857,51,126,1,3,38,112,40,113,1,0,0.95,0.991150442477876,40,110,71.1947795445454,0.225083465807777,da,sheriff,mayor,sherif,borgmester,sherifborgmester,bevareborgmester,sherif,bevare
bortføre,639.944831367402,729.749379316861,-0.362022027995646,-0.0668194271364003,30.650797892026,29.2822938143591,0.0710288893902199,0.0733989388650919,51,65,0,0,51,58,51,59,0,0,1,0.983050847457627,51,65,0,0,48,52,51,59,0,0,0.941176470588235,0.88135593220339,51,58,89.8045479494597,0.295202600859246,da,kidnap,abduct,kidnappe,bortføre,kidnappebortføre,trofæbortføre,kidnappe,trofæ
boston,785.289450001359,931.049961522439,0.134521436056405,0.610510879770206,41.7867141671644,59.0061172558119,0.12649276847988,0.173437500836514,98,106,0,3,80,52,82,92,0,2,0.975609756097561,0.565217391304348,96,108,2,1,69,91,80,94,2,0,0.8625,0.968085106382979,80,52,145.76051152108,0.475989443713801,da,washington,boston,washington,boston,washingtonboston,pludseligboston,washington,pludselig
bred,584.689446804268,605.105872727114,-0.440560603023378,-0.441704160187071,29.1810623883458,24.9268738248484,0.128920146100039,0.0906037626607822,51,66,0,1,47,55,47,59,0,1,1,0.932203389830508,51,67,0,0,32,54,47,60,0,0,0.680851063829787,0.9,47,55,20.4164259228461,-0.00114355716369335,da,narrow,wide,smal,bred,smalbred,ædrubred,smal,ædru
brev,550.369313424352,559.73515908226,-0.668508447656196,-0.573859890174361,30.5661170199006,26.5276489867472,0.0746330635106865,0.0817814038275653,77,52,0,0,67,44,67,45,0,0,1,0.977777777777778,77,51,0,1,66,39,67,44,0,1,0.985074626865672,0.886363636363636,67,44,9.36584565790781,0.0946485574818349,da,telegram,letter,telegram,brev,telegrambrev,riffelbrev,telegram,riffel
brint,677.897303566839,765.114482138061,-0.241292253564776,0.137231476886085,32.7524834557974,54.8898398882301,0.0857182268307033,0.160892911214137,63,83,0,0,56,57,58,72,0,0,0.96551724137931,0.791666666666667,63,82,0,1,53,70,58,72,0,0,0.913793103448276,0.972222222222222,56,56,87.2171785712219,0.378523730450861,da,carbon,hydrogen,kulstof,brint,kulstofbrint,billedebrint,kulstof,billede
bror,504.867693882169,553.34797916689,-0.774909341975914,-0.641004894869446,12.716443235271,25.0525883503094,0.0461791665633927,0.089081420280395,52,54,0,0,51,48,51,48,0,0,1,1,52,54,0,0,50,48,51,48,0,0,0.980392156862745,1,49,48,48.4802852847207,0.133904447106469,da,dude,bro,fyr,bror,fyrbror,kommentarbror,fyr,kommentar
bror.1,495.173453325328,564.393843124576,-0.784042874238099,-0.698008626441246,15.0796685547707,27.8643898624828,0.0523462821757661,0.0730020533944806,89,53,1,1,75,51,75,51,1,1,1,1,90,52,0,2,75,50,76,50,0,2,0.986842105263158,1,75,51,69.2203897992475,0.0860342477968529,da,sister,brother,søster,bror,søsterbror,opkaldbror,søster,opkald
brud,653.924653838032,592.783957963718,-0.335563824489915,-0.372606502714025,45.6225537811411,22.16789609625,0.120887846123711,0.0964125209606283,59,73,0,0,52,69,52,69,0,0,1,1,58,73,1,0,39,64,51,69,1,0,0.764705882352941,0.927536231884058,52,69,-61.1406958743138,-0.03704267822411,da,groom,bride,brudgom,brud,brudgombrud,sydligbrud,brudgom,sydlig
bruge,548.623019041943,627.302330616138,-0.658944815251141,-0.340827891996726,18.9554057989462,30.5535832941779,0.0638460354437012,0.118467547433052,121,54,2,0,105,49,106,50,0,0,0.990566037735849,0.98,121,54,2,0,104,47,106,50,0,0,0.981132075471698,0.94,105,49,78.6793115741943,0.318116923254415,da,apply,use,anvende,bruge,anvendebruge,entusiasmebruge,anvende,entusiasme
bruge.1,536.526437504123,621.361499994168,-0.656323768859954,-0.388470945252201,15.3695699581329,29.0343688530162,0.0530548094405842,0.0803969523162834,109,64,2,0,96,52,97,56,1,0,0.989690721649485,0.928571428571429,108,64,3,0,87,55,96,56,2,0,0.90625,0.982142857142857,96,52,84.835062490045,0.267852823607754,da,waste,spend,spilde,bruge,spildebruge,sandwichbruge,spilde,sandwich
bryllup,573.538581823056,662.104735811602,-0.491897011646593,-0.30515535452022,23.9080737113455,51.0872715384575,0.0892264524213665,0.150596880016368,57,59,0,0,55,53,55,54,0,0,1,0.981481481481482,56,56,1,3,54,46,54,51,1,3,1,0.901960784313726,55,53,88.5661539885461,0.186741657126373,da,engagement,wedding,forlovelse,bryllup,forlovelsebryllup,ormbryllup,forlovelse,orm
bryst,576.569315796059,604.344764699981,-0.586569400821666,-0.493868702539891,22.9184472410005,43.3916464877268,0.0581594102866298,0.12767589479631,106,53,1,1,95,51,95,51,0,1,1,1,105,54,2,0,93,52,94,52,1,0,0.98936170212766,1,95,51,27.7754489039221,0.0927006982817749,da,stomach,chest,mave,bryst,mavebryst,overkommebryst,mave,overkomme
brændstof,614.828661763059,651.95806666978,-0.386756737054732,-0.231036517700021,26.5373636061976,34.2206313125176,0.111902612077657,0.108450319660141,78,50,0,0,68,45,68,46,0,0,1,0.978260869565217,76,49,2,1,67,45,68,45,0,1,0.985294117647059,1,68,45,37.1294049067208,0.155720219354711,da,gas,fuel,benzin,brændstof,benzinbrændstof,tabletbrændstof,benzin,tablet
bund,528.667399998319,649.563962939338,-0.754893819068732,-0.262613184961416,18.557543115548,31.197880295278,0.0578221729892934,0.124100149805194,55,57,1,1,50,54,50,55,0,1,1,0.981818181818182,56,57,0,1,50,54,50,55,0,1,1,0.981818181818182,50,54,120.896562941018,0.492280634107316,da,top,bottom,top,bund,topbund,kontrollerebund,top,kontrollere
bureau,742.437627455571,685.65725488351,0.00235447337007221,-0.0520812366443934,53.5133631814039,40.1592697259139,0.143511107926736,0.150260418870294,56,62,1,1,51,51,53,58,1,1,0.962264150943396,0.879310344827586,56,63,1,0,51,41,53,59,1,0,0.962264150943396,0.694915254237288,51,51,-56.7803725720612,-0.0544357100144656,da,firm,agency,firma,bureau,firmabureau,baronbureau,firma,baron
bus,573.784000010266,539.430022225092,-0.554515533263556,-0.655835500423765,37.3197660167415,18.2028886532732,0.139258653220718,0.0543468827655263,55,52,0,0,49,45,49,45,0,0,1,1,55,52,0,0,48,43,49,45,0,0,0.979591836734694,0.955555555555556,49,45,-34.353977785174,-0.101319967160209,da,train,bus,tog,bus,togbus,barnebarnbus,tog,barnebarn
by,556.014811313487,575.877999984834,-0.636219555910755,-0.504939838797462,25.8202805953287,28.1101131953564,0.0674483752183704,0.0951794739480183,56,50,0,1,54,47,55,47,0,1,0.981818181818182,1,56,50,0,1,55,46,55,47,0,1,1,0.978723404255319,53,47,19.8631886713467,0.131279717113292,da,capital,city,hovedstad,by,hovedstadby,klageby,hovedstad,klage
bygning,568.385807702458,581.863188677175,-0.52673688975587,-0.399820152129312,23.2876418379913,21.3720715101958,0.0675022177229736,0.0740767059280591,53,56,0,0,52,53,52,53,0,0,1,1,53,56,0,0,52,51,52,53,0,0,1,0.962264150943396,52,53,13.477380974717,0.126916737626558,da,construction,build,konstruktion,bygning,konstruktionbygning,kamerabygning,konstruktion,kamera
bygning.1,610.971826094484,584.032150950124,-0.375820345170042,-0.487660650453401,30.2542758348313,26.9932044265795,0.0797293993794002,0.0742004624179235,53,56,0,0,47,53,47,53,0,0,1,1,53,56,0,0,46,51,47,53,0,0,0.978723404255319,0.962264150943396,46,53,-26.9396751443608,-0.111840305283358,da,tower,building,tårn,bygning,tårnbygning,varmbygning,tårn,varm
båd,573.402183676579,600.854603168204,-0.598197625762735,-0.475068257007254,25.9573846217644,25.3341688345473,0.0860680320637878,0.0827547681470112,53,71,0,1,49,63,49,65,0,1,1,0.969230769230769,53,71,0,1,44,52,49,65,0,1,0.897959183673469,0.8,49,63,27.4524194916258,0.123129368755481,da,submarine,boat,ubåd,båd,ubådbåd,slutteligtbåd,ubåd,slutteligt
camping,682.393694913439,669.481058833174,-0.284053519228831,-0.2098332147827,29.3989901019667,61.5645869452345,0.0811988529523231,0.175440050989243,68,56,1,1,59,51,59,51,1,1,1,1,67,54,2,3,47,48,59,49,1,3,0.796610169491525,0.979591836734694,59,51,-12.9126360802654,0.0742203044461306,da,picnic,camping,picnic,camping,picniccamping,flertalcamping,picnic,flertal
centimeter,639.503684217852,616.609130440597,-0.302030392937876,-0.391086676807631,19.5712581738277,21.6287991351105,0.06595612077433,0.0537313014078387,62,53,0,0,57,46,57,48,0,0,1,0.958333333333333,62,53,0,0,37,46,57,48,0,0,0.649122807017544,0.958333333333333,57,46,-22.8945537772552,-0.0890562838697551,da,mile,centimeter,mil,centimeter,milcentimeter,levendecentimeter,mil,levende
cerebral,995.288885710335,912.04403999263,1.09909675073528,0.999754803862672,76.8967835876762,64.3171252859426,0.308683779781804,0.280999480547225,92,58,0,1,36,25,80,49,0,1,0.45,0.510204081632653,92,59,0,0,77,47,80,50,0,0,0.9625,0.94,35,25,-83.2448457177046,-0.099341946872606,da,brain,cerebral,hjerne,cerebral,hjernecerebral,skecerebral,hjerne,ske
