target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ar_cue,ar_target,ar_word_combo_related,ar_word_combo_unrelated,ar_cue_word_related,ar_cue_word_unrelated
اكتب,428.22166664976,618.971357134528,-1.02393980649234,-0.54610740748407,48.3462783513403,54.2431911171758,0.11816390835124,0.169193530929128,5,15,0,0,3,14,3,14,0,0,1,1,5,15,0,0,3,10,3,14,0,0,1,0.714285714285714,3,14,190.749690484769,0.477832399008272,ar,read,write,اقرأ,اكتب,اقرأاكتب,كافيةاكتب,اقرأ,كافية
اكتوبر,445.32400003873,1676.15649985698,-0.835787952548138,2.62909566564106,24.8510000327955,1059.14850014307,0.0093431738926642,2.96302022491988,4,7,0,0,2,2,2,7,0,0,1,0.285714285714286,4,7,0,0,2,3,2,7,0,0,1,0.428571428571429,2,2,1230.83249981825,3.4648836181892,ar,september,october,سبتمبر,اكتوبر,سبتمبراكتوبر,مضاد سمياكتوبر,سبتمبر,مضاد سمي
الأحد,692.025500095392,550.000357142375,-0.357367414022067,-0.783986905688816,199.881499904615,39.2514149330551,0.311325073172925,0.0764569639653065,3,16,0,1,2,14,2,14,0,0,1,1,3,16,0,1,2,12,2,14,0,0,1,0.857142857142857,2,14,-142.025142953016,-0.426619491666749,ar,saturday,sunday,يوم السبت,الأحد,يوم السبتالأحد,علاوةالأحد,يوم السبت,علاوة
الأخير,496.192000000039,606.519555534805,-0.743382190237754,-0.64277799808136,,40.0140473687283,,0.100250244082332,1,10,1,0,1,9,1,9,0,0,1,1,1,10,1,0,1,9,1,9,0,0,1,1,1,9,110.327555534766,0.100604192156394,ar,first,last,أول,الأخير,أولالأخير,عنيدالأخير,أول,عنيد
الأدب,558.047499997017,625.160999997868,-0.97749309490343,-0.56255058626284,15.3334999851065,52.5672050601944,0.0929979451164807,0.221784988237708,4,4,0,0,2,4,3,4,0,0,0.666666666666667,1,4,4,0,0,2,4,3,4,0,0,0.666666666666667,1,2,4,67.1135000008508,0.414942508640591,ar,art,literature,فن,الأدب,فنالأدب,بقرةالأدب,فن,بقرة
الأدرينالين,874.238666659221,1115.70100000194,0.396762372815392,1.34261069564073,101.804309944687,228.082349180015,0.276628224311429,1.19411739269328,11,5,1,0,9,3,9,5,0,0,1,0.6,11,5,1,0,9,3,9,5,0,0,1,0.6,9,3,241.462333342719,0.945848322825335,ar,hormone,adrenaline,هرمون,الأدرينالين,هرمونالأدرينالين,يطليالأدرينالين,هرمون,يطلي
الأسرة,526.902999957391,702.619833344749,-0.853325088781285,-0.105290017858493,40.8736578483226,100.921000717076,0.129818637629581,0.252489817487391,7,26,0,1,7,24,7,24,0,0,1,1,7,26,0,1,7,23,7,24,0,0,1,0.958333333333333,7,24,175.716833387357,0.748035070922791,ar,clan,family,قبيلة,الأسرة,قبيلةالأسرة,هواءالأسرة,قبيلة,هواء
الأسلاك,603.899833338544,562.086000011885,-0.691207863146273,-0.480027274358171,45.9093180816449,,0.157096131383495,,13,2,0,0,12,1,12,1,0,0,1,1,13,2,0,0,9,1,12,1,0,0,0.75,1,12,1,-41.8138333266588,0.211180588788103,ar,cable,wire,كابل,الأسلاك,كابلالأسلاك,المحللالأسلاك,كابل,المحلل
الأصغر,667.971260882198,661.315499985067,-0.293776604913045,-0.24227096162682,53.282866498932,101.400499991083,0.165946468870405,0.775823755919924,27,2,2,0,23,2,23,2,0,0,1,1,26,2,3,0,22,2,22,2,1,0,1,1,23,2,-6.65576089713124,0.0515056432862246,ar,senior,junior,الأكبر,الأصغر,الأكبرالأصغر,عاملالأصغر,الأكبر,عامل
الأصفر,370.680000095395,423.498999997013,-1.11123152187868,-0.718970628473761,,10.804999991058,,0.0883582624140103,2,4,0,1,1,2,1,2,0,0,1,1,2,4,0,1,1,2,1,2,0,0,1,1,1,2,52.818999901618,0.392260893404922,ar,red,yellow,أحمر,الأصفر,أحمرالأصفر,يطعمالأصفر,أحمر,يطعم
الأكسجين,627.939999996593,577.00150000595,-0.478851790850879,-0.62043171818539,69.458384162473,6.956499994034,0.155985354490567,0.366805796399554,7,3,0,0,7,2,7,2,0,0,1,1,7,3,0,0,7,2,7,2,0,0,1,1,7,2,-50.9384999906429,-0.141579927334511,ar,air,oxygen,هواء,الأكسجين,هواءالأكسجين,أفريقياالأكسجين,هواء,أفريقيا
الأمة,598.826999985742,690.5244999797,-0.497853694857334,-0.438304928743097,99.9240214675875,68.3050317977732,0.249486682886664,0.186060615271203,18,4,1,0,14,4,14,4,0,0,1,1,18,4,1,0,14,4,14,4,0,0,1,1,14,4,91.6974999939578,0.0595487661142368,ar,country,nation,بلد,الأمة,بلدالأمة,خاصالأمة,بلد,خاص
الأمس,630.80008342445,836.459571469009,-0.546895989987235,-0.187421604231607,111.200793290069,81.0217745041736,0.224087416555808,0.146798188186163,12,7,0,0,12,7,12,7,0,0,1,1,12,7,0,0,12,5,12,7,0,0,1,0.714285714285714,12,7,205.659488044559,0.359474385755628,ar,today,yesterday,اليوم,الأمس,اليومالأمس,يبتلعالأمس,اليوم,يبتلع
الإتصال,583.705875039479,420.917500046198,-0.480305155277497,-0.726692665398799,73.1774129058789,90.2055000491675,0.198501824618379,0.127147812815245,18,3,2,0,16,2,16,2,0,0,1,1,18,3,2,0,16,2,16,2,0,0,1,1,16,2,-162.788374993281,-0.246387510121302,ar,contact,connection,تواصل,الإتصال,تواصلالإتصال,حمامالإتصال,تواصل,حمام
الإشارة,495.988000143087,532.28748384698,-0.65468734964902,-0.716052590100086,,27.4302249112768,,0.0996998064279958,2,33,0,1,1,31,1,31,0,0,1,1,2,33,0,1,1,31,1,31,0,0,1,1,1,31,36.2994837038925,-0.0613652404510667,ar,frequency,signal,تكرر,الإشارة,تكررالإشارة,الانتحارالإشارة,تكرر,الانتحار
الانسجة,685.35525002292,659.667199992265,-0.0571402365203492,-0.29400212410557,74.8741222122978,44.3639286903461,0.223495024398765,0.149298922887159,19,24,1,2,16,20,18,20,0,0,0.888888888888889,1,18,24,2,2,17,14,17,20,1,0,1,0.7,16,20,-25.688050030655,-0.23686188758522,ar,skin,tissue,جلد,الانسجة,جلدالانسجة,نوبلالانسجة,جلد,نوبل
البديهة,997.840000114463,1037.44074994784,0.314232008220678,1.14294331000468,125.429025918918,160.847006374997,0.417445811549297,0.426798256152573,5,5,0,0,5,4,5,5,0,0,1,0.8,5,5,0,0,5,5,5,5,0,0,1,1,5,4,39.6007498333779,0.828711301784003,ar,instinct,intuition,غريزه,البديهة,غريزهالبديهة,شرابالبديهة,غريزه,شراب
البضائع,,644.325649999993,,-0.37065281444532,,45.0553115823544,,0.132724331282807,,24,,1,,20,,20,,0,,1,,24,,1,,20,,20,,0,,1,,20,,,ar,load,cargo,حِمل,البضائع,حِملالبضائع,لعنةالبضائع,حِمل,لعنة
البطني,732.349500094831,856.968647045869,-0.0809822569626046,0.420472374174242,103.664499904087,139.946196756491,0.0911583493848621,0.453369588511574,7,32,0,2,2,17,6,28,0,0,0.333333333333333,0.607142857142857,7,32,0,2,6,28,6,28,0,0,1,1,2,17,124.619146951037,0.501454631136847,ar,spinal,abdominal,العمود الفقري,البطني,العمود الفقريالبطني,مصنعالبطني,العمود الفقري,مصنع
البول,551.152999997023,795.91500001205,-0.849175343623585,0.249938352778299,,59.185317345795,,0.268092918121432,1,4,0,1,1,4,1,4,0,0,1,1,1,4,0,1,1,4,1,4,0,0,1,1,1,4,244.762000015027,1.09911369640188,ar,blood,urine,دم,البول,دمالبول,محفوف بالمخاطرالبول,دم,محفوف بالمخاطر
البيسبول,,914.99685716244,,1.2327380611577,,105.540391256979,,0.680500940355927,,13,,1,,7,,12,,0,,0.583333333333333,,13,,1,,11,,12,,0,,0.916666666666667,,7,,,ar,stadium,baseball,ملعب,البيسبول,ملعبالبيسبول,ملاكالبيسبول,ملعب,ملاك
التجربة,612.921999994084,822.540999999539,-0.600035667849649,0.0369307159402918,160.122000011965,176.300552103325,0.231157613558192,0.468800007518517,2,9,0,0,2,8,2,8,0,0,1,1,2,9,0,0,2,7,2,8,0,0,1,0.875,2,8,209.619000005455,0.63696638378994,ar,hearing,trial,سمع,التجربة,سمعالتجربة,يضيعالتجربة,سمع,يضيع
التعليم,608.959000013408,684.559833323894,-0.540598728372444,-0.545361508619513,40.139815134721,73.9593339536726,0.107846020169953,0.176013367901196,9,6,0,0,8,6,8,6,0,0,1,1,9,6,0,0,8,6,8,6,0,0,1,1,8,6,75.6008333104852,-0.00476278024706944,ar,health,education,الصحة,التعليم,الصحةالتعليم,قوةالتعليم,الصحة,قوة
التلفاز,633.195181750872,1001.21600000013,-0.530191079945986,0.076775118829983,58.4980586197303,111.486000000617,0.137468617942451,0.0643017430555321,12,4,1,0,11,2,11,3,1,0,1,0.666666666666667,13,4,0,0,8,1,12,3,0,0,0.666666666666667,0.333333333333333,11,2,368.020818249261,0.606966198775969,ar,radio,television,مذياع,التلفاز,مذياعالتلفاز,ملجاالتلفاز,مذياع,ملجا
التواصل,828.263000000035,698.785545458626,0.533240017729789,-0.407105696247571,,119.455126964377,,0.29250730648418,1,12,0,1,1,11,1,11,0,0,1,1,1,12,0,1,1,11,1,11,0,0,1,1,1,11,-129.477454541409,-0.94034571397736,ar,navigation,communication,التنقل,التواصل,التنقلالتواصل,متواضعالتواصل,التنقل,متواضع
التوقيع,592.128666662728,721.375600022496,-0.366934187279682,0.0771027754306053,76.7791054771743,102.610587802789,0.417493027010501,0.637058967814429,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,4,3,5,0,0,1,0.8,3,5,129.246933359768,0.444036962710287,ar,stamp,signature,ختم,التوقيع,ختمالتوقيع,عاديالتوقيع,ختم,عادي
الثقة,473.300666602949,612.907599998772,-0.85546332462151,-0.43941138480142,39.1255387578821,81.121987501373,0.0630133217467074,0.308724779950545,4,6,0,2,3,5,3,5,0,0,1,1,4,6,0,2,3,5,3,5,0,0,1,1,3,5,139.606933395823,0.416051939820089,ar,respect,confidence,احترام,الثقة,احترامالثقة,كبسولةالثقة,احترام,كبسولة
الجحيم,549.899333321334,602.460399996414,-0.685745874387468,-0.481076158654188,74.4718853682616,52.0178946288313,0.172004983682682,0.219608508594176,4,5,0,0,3,5,3,5,0,0,1,1,4,5,0,0,3,5,3,5,0,0,1,1,3,5,52.5610666750798,0.20466971573328,ar,paradise,hell,جنة,الجحيم,جنةالجحيم,سماحالجحيم,جنة,سماح
الجراحة,621.929500008744,1234.55319995476,-0.255281456334505,1.63578938316391,62.4844325290402,424.021300263892,0.230037173075955,1.55402314593605,9,5,0,0,8,5,8,5,0,0,1,1,9,4,0,1,7,4,8,4,0,1,0.875,1,8,5,612.623699946012,1.89107083949842,ar,operate,surgery,العمل,الجراحة,العملالجراحة,بيتالجراحة,العمل,بيت
الحاسوب,558.977500000037,604.852600039309,-0.956505582974135,-0.555462192906626,8.35950000002049,65.4934152580129,0.0435012881226628,0.165399225529214,3,8,0,2,2,5,2,6,0,1,1,0.833333333333333,3,8,0,2,2,5,2,6,0,1,1,0.833333333333333,2,5,45.8751000392713,0.401043390067509,ar,software,computer,البرمجيات,الحاسوب,البرمجياتالحاسوب,دائماالحاسوب,البرمجيات,دائما
الحضارة,717.509999971969,631.410999988089,-0.28784012987817,-0.536744368744335,50.9111255930243,88.806000059587,0.19168924535604,0.231894037070987,12,3,0,0,11,2,11,3,0,0,1,0.666666666666667,12,3,0,0,11,3,11,3,0,0,1,1,11,2,-86.0989999838798,-0.248904238866165,ar,culture,civilization,ثقافة,الحضارة,ثقافةالحضارة,أسقفالحضارة,ثقافة,أسقف
الخريف,537.703000105772,745.707200056023,-0.712033441857932,-0.364730095636842,39.2027476717943,192.905546532307,0.184744917479504,0.344084425691929,8,5,0,0,8,5,8,5,0,0,1,1,8,5,0,0,8,5,8,5,0,0,1,1,8,5,208.004199950251,0.34730334622109,ar,spring,autumn,الربيع,الخريف,الربيعالخريف,اهتمامالخريف,الربيع,اهتمام
الخصم,629.265965512186,619.670555558534,-0.335774023229177,-0.510811719693683,59.4214126370547,34.6285674606799,0.181931851634283,0.149993046364365,34,12,1,0,29,9,29,9,0,0,1,1,34,12,1,0,29,9,29,9,0,0,1,1,29,9,-9.5954099536516,-0.175037696464506,ar,enemy,opponent,العدو,الخصم,العدوالخصم,بريدالخصم,العدو,بريد
الدخل,474.492000045313,555.400500003001,-1.04395073497045,-0.756154684628686,25.012999949919,86.710499997003,0.00889469888425076,0.109974487752961,2,3,0,0,2,2,2,2,0,0,1,1,2,3,0,0,2,1,2,2,0,0,1,0.5,2,2,80.9084999576879,0.287796050341766,ar,profit,income,الربح,الدخل,الربحالدخل,حلوالدخل,الربح,حلو
الذي - التي,789.078571355769,1168.52399996771,0.182419946051243,0.898486917707984,123.277359116943,196.825827143756,0.481366465348992,0.311594660048718,9,9,0,0,7,6,7,8,0,0,1,0.75,9,9,0,0,6,3,7,8,0,0,0.857142857142857,0.375,7,6,379.445428611942,0.716066971656741,ar,what,that,ماذا او ما,الذي - التي,ماذا او ماالذي - التي,دي في ديالذي - التي,ماذا او ما,دي في دي
الرأسمالية,578.420666611094,1065.47566666671,-0.624720221689037,1.60277831795446,86.9694097247429,86.5694908451726,0.328438923545158,0.811302276129842,4,3,0,0,3,3,4,3,0,0,0.75,1,4,3,0,0,4,3,4,3,0,0,1,1,3,3,487.05500005562,2.2274985396435,ar,anarchy,capitalism,فوضى سياسية,الرأسمالية,فوضى سياسيةالرأسمالية,طريقالرأسمالية,فوضى سياسية,طريق
الراكون,899.27579999941,1168.09499997622,0.77467309327256,1.0058226698645,306.627870211712,,1.44852583111987,,6,4,0,0,5,1,5,4,0,0,1,0.25,6,4,0,0,5,4,5,4,0,0,1,1,5,1,268.81919997681,0.231149576591939,ar,squirrel,raccoon,سنجاب,الراكون,سنجابالراكون,صخرالراكون,سنجاب,صخر
الرجل الوطواط,876.932636433122,744.01919999822,0.237890891006695,0.128946840040797,75.0595227390067,56.6054200185136,0.301812070270074,0.143626492510944,13,6,1,0,11,5,12,5,1,0,0.916666666666667,1,14,6,0,0,4,5,13,5,0,0,0.307692307692308,1,11,5,-132.913436434903,-0.108944050965898,ar,superman,batman,سوبرمان,الرجل الوطواط,سوبرمانالرجل الوطواط,راحةالرجل الوطواط,سوبرمان,راحة
الرد,614.625478248985,631.119999999966,-0.469588614384605,-0.435609846028392,41.0107325230212,102.18293627019,0.113688477003658,0.192311586915393,27,6,2,0,23,4,23,4,0,0,1,1,27,6,2,0,23,4,23,4,0,0,1,1,23,4,16.4945217509809,0.0339787683562129,ar,answer,reply,إجابه,الرد,إجابهالرد,عينالرد,إجابه,عين
الرسمية,,627.595000386238,,-0.641252828057508,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,ar,officially,official,بشكل رسمي,الرسمية,بشكل رسميالرسمية,عظمالرسمية,بشكل رسمي,عظم
الرياضيات,536.29633333069,545.674600040668,-0.950985935851222,-0.832413596934152,74.1216907581783,32.4179300131519,0.259278670894897,0.183163214850533,10,7,0,0,9,5,9,5,0,0,1,1,10,7,0,0,9,5,9,5,0,0,1,1,9,5,9.37826670997822,0.11857233891707,ar,physics,mathematics,الفيزياء,الرياضيات,الفيزياءالرياضيات,محل تجاريالرياضيات,الفيزياء,محل تجاري
الساموراي,800.96739999404,1058.16724999702,0.746230095138719,1.58486365054988,46.7715348676197,164.179590916728,0.399841898228543,0.645347950318127,11,4,3,0,5,4,8,4,0,0,0.625,1,11,4,3,0,7,4,8,4,0,0,0.875,1,5,4,257.199850002981,0.838633555411163,ar,ninja,samurai,النينجا,الساموراي,النينجاالساموراي,حلوىالساموراي,النينجا,حلوى
السترة,647.65856522493,610.244999805495,-0.317992564309907,-0.73600622013365,32.5695000796549,90.8462683236076,0.119016218118128,0.209772834432138,27,5,0,0,23,4,23,4,0,0,1,1,27,5,0,0,23,4,23,4,0,0,1,1,23,4,-37.4135654194356,-0.418013655823743,ar,shirt,jacket,قميص,السترة,قميصالسترة,حاكمالسترة,قميص,حاكم
السجن,587.346666630901,603.37950000033,-0.640347581860389,-0.674021818521345,30.3939256404609,80.4064999996335,0.10258551595516,0.0801446477393732,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,16.0328333694298,-0.033674236660956,ar,cell,prison,خلية - زنزانة,السجن,خلية - زنزانةالسجن,تجهيزالسجن,خلية - زنزانة,تجهيز
السعر,537.608500095317,500.98399992846,-0.903839927967859,-0.816205745161349,48.237499904586,,0.225044358853663,,2,1,1,0,2,1,2,1,0,0,1,1,2,1,1,0,1,1,2,1,0,0,0.5,1,2,1,-36.624500166857,0.0876341828065103,ar,value,price,القيمة,السعر,القيمةالسعر,ألبومالسعر,القيمة,ألبوم
السلطة,655.881375006342,676.105249984364,-0.412156787169386,-0.33033894392962,62.2117819907239,99.3907017248211,0.199955664737751,0.415935292052182,8,6,0,1,8,4,8,4,0,0,1,1,8,6,0,1,8,4,8,4,0,0,1,1,8,4,20.2238749780226,0.0818178432397662,ar,jurisdiction,authority,الاختصاص القضائي,السلطة,الاختصاص القضائيالسلطة,ورمالسلطة,الاختصاص القضائي,ورم
السمو,750.745499809302,800.942500008445,-0.195640607458738,0.304297471545015,116.533499809244,86.9268298964774,0.486274685281597,0.433325246924406,2,7,1,0,2,6,2,6,0,0,1,1,2,7,1,0,2,5,2,6,0,0,1,0.833333333333333,2,6,50.1970001991434,0.499938079003753,ar,majesty,highness,جلالة,السمو,جلالةالسمو,فحمالسمو,جلالة,فحم
السياسة,492.764500155027,800.558583355388,-0.779934615948439,-0.0857271859772718,64.1144998689125,165.120615752629,0.31716226082272,0.38118284615328,3,15,0,2,2,12,2,12,0,0,1,1,3,15,0,2,2,7,2,12,0,0,1,0.583333333333333,2,12,307.794083200361,0.694207429971167,ar,journalism,politics,الصحافة,السياسة,الصحافةالسياسة,ظفرالسياسة,الصحافة,ظفر
الشريان,607.371999992058,708.114625065558,-0.305114011514839,-0.0712263030405134,70.7230423273063,27.7843042614149,0.530790257168636,0.136770901135812,3,10,0,0,3,8,3,9,0,0,1,0.888888888888889,3,10,0,0,3,9,3,9,0,0,1,1,3,8,100.742625073501,0.233887708474326,ar,vein,artery,الوريد,الشريان,الوريدالشريان,شبابالشريان,الوريد,شباب
الشمس,459.249666627923,542.19826671258,-1.00985225118776,-0.821568141790366,84.2514861103863,37.7887164582898,0.240522063730667,0.112573684346625,3,17,0,0,3,15,3,15,0,0,1,1,3,17,0,0,3,15,3,15,0,0,1,1,3,15,82.9486000846567,0.188284109397396,ar,moon,sun,القمر,الشمس,القمرالشمس,سحرالشمس,القمر,سحر
الشيوعي,780.408250000007,829.885999973194,0.17537407424989,-0.084417563004348,26.8890563902868,90.295000020851,0.106613969106939,0.163736573252178,4,4,0,0,4,2,4,3,0,0,1,0.666666666666667,4,4,0,0,4,3,4,3,0,0,1,1,4,2,49.4777499731865,-0.259791637254238,ar,racist,communist,عنصري,الشيوعي,عنصريالشيوعي,استقبالالشيوعي,عنصري,استقبال
الصعب,644.088368390546,537.957799912127,-0.378026433011488,-0.82247814854217,64.5762386184198,49.6817589804951,0.191607185848445,0.14734971134162,22,7,1,0,19,5,19,5,0,0,1,1,22,7,1,0,17,4,19,5,0,0,0.894736842105263,0.8,19,5,-106.130568478418,-0.444451715530682,ar,tough,hard,قاس,الصعب,قاسالصعب,قذرالصعب,قاس,قذر
