target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,el_cue,el_target,el_word_combo
δέντρο,552.781479162843,616.311854153899,-0.654674040686213,-0.414466233221055,23.3728901883759,44.4028739689414,0.0945626430232588,0.170621007477089,53,52,0,0,48,48,48,48,0,0,1,1,53,51,0,1,46,43,48,47,0,1,0.958333333333333,0.914893617021277,48,48,63.5303749910564,0.240207807465158,el,bush,tree,θάμνος,δέντρο,θάμνοςδέντρο
δήλωση,611.927749997996,606.935156927375,-0.453458140015738,-0.425306468477858,47.4363272439856,29.080473255346,0.142744023004731,0.107584709294054,52,55,0,0,52,51,52,52,0,0,1,0.980769230769231,52,55,0,0,52,52,52,52,0,0,1,1,52,51,-4.99259307062016,0.02815167153788,el,comment,statement,σχόλιο,δήλωση,σχόλιοδήλωση
δήμαρχος,539.556714273325,553.305326540097,-0.681774916826985,-0.567765189697231,13.6593618677174,17.3652061000175,0.0612151608703264,0.0632531974419136,54,50,0,0,49,49,49,49,0,0,1,1,54,50,0,0,44,47,49,49,0,0,0.897959183673469,0.959183673469388,49,49,13.7486122667723,0.114009727129754,el,sheriff,mayor,σερίφης,δήμαρχος,σερίφηςδήμαρχος
δίνω,522.739395361629,608.078399980016,-0.72810907857041,-0.447895707802727,18.2822326600661,38.711682844102,0.0606063380649903,0.115545891240636,51,51,1,1,43,50,45,50,0,0,0.955555555555556,1,50,51,2,1,44,49,44,50,1,0,1,0.98,43,50,85.3390046183868,0.280213370767683,el,offer,give,προσφορά,δίνω,προσφοράδίνω
δίψα,599.984708341049,655.644339988288,-0.473096031310861,-0.264318931023974,29.07910811546,37.4629383961774,0.0983792211870195,0.119503844999325,51,54,0,0,48,50,49,52,0,0,0.979591836734694,0.961538461538462,51,54,0,0,49,50,49,52,0,0,1,0.961538461538462,48,50,55.659631647239,0.208777100286887,el,hunger,thirst,πείνα,δίψα,πείναδίψα
δακτυλικό αποτύπωμα,1056.88448979397,1041.50982977588,1.37153245388612,1.24321840585698,51.2684833818371,44.6563347236314,0.163610327006975,0.138832096018027,53,51,1,1,49,47,52,48,1,1,0.942307692307692,0.979166666666667,54,52,0,0,28,47,53,49,0,0,0.528301886792453,0.959183673469388,49,47,-15.3746600180887,-0.128314048029137,el,dna,fingerprint,ίνα,δακτυλικό αποτύπωμα,ίναδακτυλικό αποτύπωμα
δεκέμβριος,687.748444453297,692.808102039341,-0.250050757540352,-0.0784490695880803,63.8122338420602,43.1018459884694,0.243724369364548,0.149529940360938,50,51,1,1,45,49,47,50,0,1,0.957446808510638,0.98,49,51,2,1,43,46,46,50,1,1,0.934782608695652,0.92,45,49,5.05965758604452,0.171601687952272,el,november,december,νοέμβριος,δεκέμβριος,νοέμβριοςδεκέμβριος
δεκαετία,642.857547172669,640.057163235446,-0.206541386854991,-0.31431157255397,34.1837628435036,29.6480842411663,0.117658973473284,0.089765588347779,54,53,0,3,53,49,53,49,0,2,1,1,54,54,0,2,52,50,53,50,0,1,0.981132075471698,1,53,49,-2.80038393722248,-0.107770185698979,el,century,decade,αιώνας,δεκαετία,αιώναςδεκαετία
δημιουργικότητα,769.683096153755,804.005666663654,0.123037423691487,0.356901916349738,52.8423624141802,53.8282208238726,0.133912210864516,0.191481721013128,54,52,0,0,52,51,52,51,0,0,1,1,54,52,0,0,52,48,52,51,0,0,1,0.941176470588235,52,51,34.3225705098998,0.233864492658252,el,imagination,creativity,φαντασία,δημιουργικότητα,φαντασίαδημιουργικότητα
δημοκρατία,602.184098055638,579.588399945384,-0.472835739241459,-0.526814555138018,24.7475900927811,19.532996644871,0.0695390206905134,0.0594538884476331,51,54,0,0,51,50,51,52,0,0,1,0.961538461538462,51,54,0,0,51,51,51,52,0,0,1,0.980769230769231,51,50,-22.595698110254,-0.0539788158965595,el,freedom,democracy,ελευθερία,δημοκρατία,ελευθερίαδημοκρατία
δημοσιογράφος,641.079980387637,691.502136350437,-0.267493127389751,-0.0377575810804194,30.4051724734113,36.9410892458145,0.139790306339177,0.11490944659859,55,51,0,0,51,44,51,46,0,0,1,0.956521739130435,55,51,0,0,50,45,51,46,0,0,0.980392156862745,0.978260869565217,51,44,50.4221559627997,0.229735546309331,el,reporter,journalist,ανταποκριτής,δημοσιογράφος,ανταποκριτήςδημοσιογράφος
διάβολος,565.87993328048,634.788244446981,-0.576285723878799,-0.280341831127076,21.7076439067162,36.849628504513,0.0667006964501421,0.164320907340715,51,50,0,1,45,45,45,46,0,0,1,0.978260869565217,51,50,0,1,45,46,45,46,0,0,1,1,45,45,68.9083111665009,0.295943892751723,el,angel,devil,άγγελος,διάβολος,άγγελοςδιάβολος
διάλεξη,613.083346941423,607.494270926261,-0.30964717877022,-0.340544130131391,26.3311591879244,23.5793934327308,0.11712446443651,0.0955182475539371,53,52,1,0,49,48,49,48,0,0,1,1,54,52,0,0,47,48,49,48,0,0,0.959183673469388,1,49,48,-5.58907601516205,-0.0308969513611707,el,seminar,lecture,σεμινάριο,διάλεξη,σεμινάριοδιάλεξη
διάσημος,631.839085096909,596.196183672049,-0.323782047864206,-0.540922300962434,32.5457795001864,32.4366850141188,0.142718595524808,0.0919622233134347,51,52,2,0,47,49,49,49,1,0,0.959183673469388,1,51,52,2,0,48,49,49,49,1,0,0.979591836734694,1,47,49,-35.6429014248608,-0.217140253098227,el,popular,famous,δημοφιλής,διάσημος,δημοφιλήςδιάσημος
διαίρεση,688.662608693061,626.218250011447,-0.0471864727411243,-0.331188373126902,39.2159159323877,34.0327876130384,0.203767043109898,0.103700355742501,52,51,0,0,46,48,47,48,0,0,0.978723404255319,1,51,51,1,0,46,48,47,48,0,0,0.978723404255319,1,46,48,-62.4443586816143,-0.284001900385778,el,unit,division,μονάδα,διαίρεση,μονάδαδιαίρεση
διαίσθηση,726.347408155815,730.531038456955,0.0659208642746816,0.0101259348442809,58.5305890230792,32.624163827427,0.191298168450149,0.101956534200352,52,57,0,1,49,52,49,53,0,1,1,0.981132075471698,52,57,0,1,45,51,49,53,0,1,0.918367346938776,0.962264150943396,49,52,4.18363030113949,-0.0557949294304007,el,instinct,intuition,ένστικτο,διαίσθηση,ένστικτοδιαίσθηση
διαβατήριο,660.728086955805,683.069125026589,-0.237077505112278,-0.30010708767184,41.3677494039078,44.2447095278969,0.154919590249133,0.108673695674783,53,51,0,0,46,48,47,50,0,0,0.978723404255319,0.96,53,50,0,1,46,47,47,49,0,1,0.978723404255319,0.959183673469388,46,48,22.3410380707844,-0.0630295825595613,el,ticket,passport,εισιτήριο,διαβατήριο,εισιτήριοδιαβατήριο
διαδήλωση,637.905196121812,805.996782638228,-0.244690266217125,0.15506691807183,29.8820733802469,49.686965842303,0.0930243986756537,0.131059126422653,55,50,0,0,51,46,54,49,0,0,0.944444444444444,0.938775510204082,55,50,0,0,54,44,54,49,0,0,1,0.897959183673469,51,46,168.091586516415,0.399757184288956,el,protest,demonstration,διαμαρτυρία,διαδήλωση,διαμαρτυρίαδιαδήλωση
διαδικασία,620.75787755646,628.699104120549,-0.398484793149126,-0.339741995836199,24.2648643118008,21.0613481651215,0.0859663993476167,0.0708267397987198,52,51,0,1,49,48,49,49,0,1,1,0.979591836734694,52,52,0,0,47,47,49,50,0,0,0.959183673469388,0.94,49,48,7.94122656408877,0.058742797312927,el,process,procedure,επεξεργάζομαι,διαδικασία,επεξεργάζομαιδιαδικασία
διακοπή,624.897235283779,569.035999980127,-0.333221262468486,-0.581710893430711,41.6712721839391,20.8306763494201,0.0998693310369019,0.0642832530086545,53,54,3,1,51,52,51,52,2,0,1,1,55,54,1,1,51,51,53,52,0,0,0.962264150943396,0.980769230769231,51,52,-55.8612353036517,-0.248489630962226,el,smash,break,σπάσιμο,διακοπή,σπάσιμοδιακοπή
διαμάχη,640.077608707119,598.374714279047,-0.311725928379269,-0.411658777387406,34.2217224098186,22.2246108873954,0.0998446326749218,0.0845355021024316,51,50,3,0,46,49,48,49,0,0,0.958333333333333,1,50,50,4,0,44,48,47,49,1,0,0.936170212765957,0.979591836734694,46,49,-41.7028944280727,-0.0999328490081368,el,conflict,dispute,σύγκρουση,διαμάχη,σύγκρουσηδιαμάχη
διαμέρισμα,612.995819995974,612.240673479196,-0.338469769393318,-0.378448644939449,23.4051680336454,25.8248342180595,0.079391721259348,0.10416698421369,51,51,2,0,50,49,50,49,0,0,1,1,51,51,2,0,47,48,50,49,0,0,0.94,0.979591836734694,50,49,-0.755146516777472,-0.0399788755461313,el,house,apartment,σπίτι,διαμέρισμα,σπίτιδιαμέρισμα
διατήρηση,647.962638302133,732.034760893619,-0.213874523832335,0.00351463042240899,23.2779384584971,61.6031697475399,0.0825024497462137,0.190880476575468,51,52,1,0,47,46,47,48,0,0,1,0.958333333333333,51,52,1,0,45,47,47,48,0,0,0.957446808510638,0.979166666666667,47,46,84.0721225914864,0.217389154254744,el,hold,keep,κρατήστε,διατήρηση,κρατήστεδιατήρηση
διατηρούν,819.375465111968,911.300886363281,0.361342517347638,0.564111827030074,60.5770040987438,64.0994437952735,0.174686459288053,0.167195603228103,52,52,0,1,43,44,47,48,0,0,0.914893617021277,0.916666666666667,52,52,0,1,45,46,47,48,0,0,0.957446808510638,0.958333333333333,43,44,91.925421251313,0.202769309682436,el,preserve,maintain,διατηρώ,διατηρούν,διατηρώδιατηρούν
διαφορετικός,619.917681812165,614.860764708312,-0.368551058645276,-0.433172950302584,29.8797409117243,25.1946667325111,0.0958697511971669,0.0703361234876818,53,52,1,0,44,51,46,52,0,0,0.956521739130435,0.980769230769231,52,52,2,0,43,49,45,52,1,0,0.955555555555556,0.942307692307692,44,51,-5.05691710385213,-0.0646218916573079,el,similar,different,παρόμοιος,διαφορετικός,παρόμοιοςδιαφορετικός
διδάσκω,625.681367343215,595.970150912366,-0.388954000443149,-0.323415684148619,40.6505731079644,25.2025919321425,0.12867441787569,0.174256698704067,51,55,0,0,49,53,49,53,0,0,1,1,51,55,0,0,46,48,49,53,0,0,0.938775510204082,0.905660377358491,49,53,-29.7112164308488,0.0655383162945292,el,learn,teach,μαθαίνω,διδάσκω,μαθαίνωδιδάσκω
διευθυντής,587.455693860703,659.54606666047,-0.469832553857255,-0.185786409302136,22.0020172720039,37.706518209242,0.0624390167153701,0.140989965877056,53,51,0,1,49,45,51,48,0,1,0.96078431372549,0.9375,53,51,0,1,49,47,51,48,0,1,0.96078431372549,0.979166666666667,49,45,72.0903727997667,0.284046144555119,el,producer,director,παραγωγός,διευθυντής,παραγωγόςδιευθυντής
διεύθυνση,554.717775510139,617.149607842882,-0.544032375516446,-0.290866704763446,18.6671198419269,23.9491001701907,0.0736880598531802,0.096464407320584,50,52,0,0,49,51,49,51,0,0,1,1,50,52,0,0,48,48,49,51,0,0,0.979591836734694,0.941176470588235,49,51,62.4318323327423,0.253165670752999,el,number,address,αριθμός,διεύθυνση,αριθμόςδιεύθυνση
διηγούμαι ,805.45102703192,796.607488391367,0.341767675714788,0.224969636577364,41.5916664766442,46.4530244752239,0.14946613972992,0.120357206448352,50,51,0,1,37,43,47,48,0,1,0.787234042553192,0.895833333333333,50,51,0,1,45,44,47,48,0,1,0.957446808510638,0.916666666666667,37,43,-8.84353864055265,-0.116798039137425,el,say,tell,λένε,διηγούμαι ,λένεδιηγούμαι 
δικαιολογία,697.116869564338,617.580843152694,-0.0411600006547588,-0.371977590623084,40.0520172496298,25.3951724332301,0.130739797201486,0.0689152155823608,51,53,1,0,46,51,46,52,0,0,1,0.980769230769231,51,53,1,0,42,48,46,52,0,0,0.91304347826087,0.923076923076923,46,51,-79.5360264116434,-0.330817589968325,el,forgive,excuse,συγχωρώ,δικαιολογία,συγχωρώδικαιολογία
δικαιοσύνη,674.654022715358,642.241652165601,-0.223834121968889,-0.376419029428735,35.7470452024339,29.5853793368346,0.111234267270972,0.085607644371709,50,53,0,0,44,47,45,48,0,0,0.977777777777778,0.979166666666667,49,53,1,0,44,48,45,48,0,0,0.977777777777778,1,44,46,-32.4123705497573,-0.152584907459846,el,revenge,justice,εκδίκηση,δικαιοσύνη,εκδίκησηδικαιοσύνη
δικαστής,604.370244914542,672.175040811052,-0.395929036374884,-0.296931276746986,43.8884396317611,45.3290826728345,0.140398170849455,0.104110568242887,51,51,0,0,49,49,49,50,0,0,1,0.98,51,51,0,0,48,49,49,50,0,0,0.979591836734694,0.98,49,49,67.8047958965102,0.0989977596278982,el,court,judge,δικαστήριο,δικαστής,δικαστήριοδικαστής
διοικητικός,751.963734685401,740.571232576145,0.126329596607776,0.0776512907572888,34.5569718417447,37.576939155042,0.119992357022351,0.113983654631416,53,55,0,2,49,43,50,47,0,0,0.98,0.914893617021277,53,55,0,2,49,47,50,47,0,0,0.98,1,49,43,-11.3925021092557,-0.0486783058504871,el,management,administrative,διαχείριση,διοικητικός,διαχείρισηδιοικητικός
δισεκατομμύριο,712.983750014245,906.59212767482,0.107523822573797,0.820170327382178,38.9486486342903,47.9692912804663,0.15782848054398,0.171612184379664,51,52,1,0,44,47,45,48,1,0,0.977777777777778,0.979166666666667,52,52,0,0,45,47,46,48,0,0,0.978260869565217,0.979166666666667,44,47,193.608377660576,0.71264650480838,el,million,billion,εκατομμύριο,δισεκατομμύριο,εκατομμύριοδισεκατομμύριο
δοκιμή,654.961872345673,635.524404262516,-0.310857557479034,-0.3107959312737,36.0410085065029,34.9991485995375,0.106092407290997,0.0960170967683424,50,50,0,1,47,47,48,48,0,1,0.979166666666667,0.979166666666667,50,51,0,0,48,48,48,49,0,0,1,0.979591836734694,47,47,-19.4374680831569,6.16262053340644e-05,el,hearing,trial,ακρόαση,δοκιμή,ακρόασηδοκιμή
δοκιμή.1,649.093895829184,596.664392171308,-0.333950634346254,-0.519112810121192,58.9196837205198,19.10950319076,0.143633771717538,0.0695863812632515,52,52,0,1,48,51,49,51,0,0,0.979591836734694,1,52,52,0,1,46,50,49,51,0,0,0.938775510204082,0.980392156862745,48,51,-52.429503657876,-0.185162175774937,el,experiment,test,πείραμα,δοκιμή,πείραμαδοκιμή
δολάριο,568.437816334142,629.854444446094,-0.460398423928095,-0.394419878979312,17.4500995015835,23.2202568517927,0.0964356842047253,0.0710484022938476,50,51,1,0,49,45,49,48,1,0,1,0.9375,50,51,1,0,42,46,49,48,1,0,0.857142857142857,0.958333333333333,49,45,61.4166281119526,0.0659785449487824,el,pound,dollar,λίρα,δολάριο,λίραδολάριο
δολοφονία,627.597549052145,614.107956519629,-0.356905950364303,-0.427546082346941,52.3082557506031,40.8848039095501,0.182711818356376,0.103791025319747,51,52,0,0,51,46,51,47,0,0,1,0.978723404255319,50,52,1,0,50,47,50,47,1,0,1,1,51,46,-13.4895925325163,-0.0706401319826379,el,suicide,murder,αυτοκτονία,δολοφονία,αυτοκτονίαδολοφονία
δολοφόνος,574.963219988963,635.918102045545,-0.566467291027714,-0.272061205697012,19.0826775811293,24.0525090983198,0.0582787261411689,0.0810666790113847,53,53,1,0,50,49,51,50,1,0,0.980392156862745,0.98,53,52,1,1,51,48,51,49,1,1,1,0.979591836734694,50,49,60.954882056582,0.294406085330702,el,mercenary,assassin,μισθοφόρος,δολοφόνος,μισθοφόροςδολοφόνος
δολοφόνος.1,624.447782617289,587.329788464169,-0.461769131953729,-0.466472753898242,33.664659439253,19.480134827437,0.094564613819179,0.0638903993712412,52,52,1,0,46,52,46,52,0,0,1,1,53,52,0,0,41,50,46,52,0,0,0.891304347826087,0.961538461538462,46,52,-37.1179941531199,-0.00470362194451268,el,killer,murderer,φονιάς,δολοφόνος,φονιάςδολοφόνος
δομή,588.460041670495,636.151659581951,-0.437472064682543,-0.257740482662086,23.8976544071524,27.8913444369539,0.0871968114489624,0.095440223797528,51,52,2,0,48,47,48,50,2,0,1,0.94,52,52,1,0,49,45,49,50,1,0,1,0.9,48,47,47.6916179114554,0.179731582020457,el,pyramid,structure,πυραμίδα,δομή,πυραμίδαδομή
δορυφόρος,686.868787228564,795.007976762175,-0.177246701249081,0.132406795935737,35.7017198832907,60.1480007246471,0.107072562951264,0.146041346400559,52,51,1,0,47,43,48,46,0,0,0.979166666666667,0.934782608695652,53,51,0,0,45,45,48,46,0,0,0.9375,0.978260869565217,47,43,108.139189533611,0.309653497184819,el,radar,satellite,ραντάρ,δορυφόρος,ραντάρδορυφόρος
δουλειά,647.307787234379,706.940489357246,-0.322473598803227,-0.0889267205726026,57.7789083582237,63.6285167580024,0.183779706781722,0.178063446531343,52,50,0,1,47,47,49,47,0,0,0.959183673469388,1,51,49,1,2,47,45,48,46,1,1,0.979166666666667,0.978260869565217,47,47,59.6327021228669,0.233546878230624,el,job,work,εργασία,δουλειά,εργασίαδουλειά
δραστηριότητα,710.485872345749,684.728759994991,-0.0581180650273534,-0.160187274325775,39.1724975290681,35.570716532085,0.13811978864399,0.0991946042405609,50,53,1,0,47,50,47,50,0,0,1,1,50,53,1,0,47,48,47,50,0,0,1,0.96,47,50,-25.7571123507588,-0.102069209298421,el,active,activity,ενεργός,δραστηριότητα,ενεργόςδραστηριότητα
δρομάκι,678.180020789116,606.078374993924,-0.107680390588805,-0.369826331631452,26.1485023630138,22.8244384873783,0.0970895672282714,0.0823070198359804,51,53,0,0,48,48,48,49,0,0,1,0.979591836734694,51,53,0,0,46,46,48,49,0,0,0.958333333333333,0.938775510204082,48,48,-72.101645795192,-0.262145941042647,el,corner,alley,γωνία,δρομάκι,γωνίαδρομάκι
δροσερός,614.66664706707,686.184999979987,-0.271907408979745,-0.130885605914018,30.3180750214389,48.3682299993528,0.130992145267638,0.140862227854522,53,53,0,0,51,47,51,50,0,0,1,0.94,53,53,0,0,49,46,51,50,0,0,0.96078431372549,0.92,51,47,71.5183529129174,0.141021803065728,el,warm,cool,ζεστός,δροσερός,ζεστόςδροσερός
δρόμος,493.629288892539,543.970879985236,-0.756956176926115,-0.631741639045726,15.7140632623055,14.292671797835,0.0605836101753562,0.0718780655635489,51,53,1,0,45,50,45,50,0,0,1,1,51,53,1,0,45,41,45,50,0,0,1,0.82,45,50,50.3415910926974,0.125214537880389,el,avenue,street,λεωφόρος,δρόμος,λεωφόροςδρόμος
δυναμίτιδα,732.672552627303,982.030967732111,0.110798354581558,1.30922524205195,42.3404687363055,102.430908293666,0.148896429567166,0.408061485777073,52,52,0,0,38,31,52,50,0,0,0.730769230769231,0.62,52,52,0,0,48,50,52,50,0,0,0.923076923076923,1,38,31,249.358415104807,1.19842688747039,el,gunpowder,dynamite,πυρίτιδα,δυναμίτιδα,πυρίτιδαδυναμίτιδα
δυνατά,559.790791617083,563.845979162451,-0.58826766910605,-0.553917146489757,24.3733507403975,30.3547007702824,0.0830626359675584,0.0834001012666362,51,51,0,0,48,48,48,48,0,0,1,1,51,51,0,0,47,48,48,48,0,0,0.979166666666667,1,48,48,4.05518754536809,0.0343505226162927,el,firmly,strongly,σταθερά,δυνατά,σταθεράδυνατά
