target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sl_cue,sl_target,sl_word_combo,unrelated_sl_cue
govoriti,,559.700000143028,,-0.486153788294158,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,talk,speak,pogovoriti se,govoriti,pogovoriti segovoriti,planet
gozd,511.822500023845,469.71833334122,-0.745232729689576,-0.794920919583468,115.177499976154,40.8021200736865,0.342855467802919,0.0520219057039007,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,-42.1041666826251,-0.0496881898938911,sl,jungle,forest,džungla,gozd,džunglagozd,pogovor
grad,480.980999952531,,-0.917078444792651,,21.8104223496169,,0.150482661182133,,5,,0,,5,,5,,0,,1,,5,,0,,4,,5,,0,,0.8,,5,,,,sl,palace,castle,palača,grad,palačagrad,domišljija
graditi,588.600000023842,432.646999952383,0.00877893873276164,-0.829584984184454,90.600000023842,,0.950762807759785,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-155.953000071459,-0.838363922917215,sl,construction,build,konstrukcija,graditi,konstrukcijagraditi,kamera
gram,591.289000001988,,-0.303801508067179,,25.4130941521723,,0.0740296193477033,,3,,0,,3,,3,,0,,1,,3,,0,,2,,3,,0,,0.666666666666667,,3,,,,sl,kilo,gram,kila,gram,kilagram,predlagati
grd,557.48000000001,,-0.513926436688814,,75.8199999999775,,0.087377640549492,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,disgusting,ugly,nagnusen,grd,nagnusengrd,finančno
grmenje,566.057250000071,616.199999999953,-0.558383159029635,-0.123647366257601,50.9394980448765,,0.20208047598968,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,50.142749999882,0.434735792772034,sl,lightning,thunder,strela,grmenje,strelagrmenje,ogaben
grofica,560.843999968201,748.846499999986,-0.228620773853532,0.757566395412327,53.4612347080841,310.886500000023,0.115545701799371,1.47037751986957,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,2,2,3,2,0,0,0.666666666666667,1,3,2,188.002500031785,0.98618716926586,sl,baron,countess,baron,grofica,barongrofica,pravilo
grozen,524.329333333434,503.00000004773,-0.48260152367312,-0.463151256714451,57.2353660519838,,0.52945612430345,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,0,3,1,0,0,1,0,3,1,-21.3293332857043,0.019450266958669,sl,terrible,horrible,strašen,grozen,strašengrozen,stražiti
grozljivo,503.500000071479,623.149999964284,-0.836938287846698,-0.516549286156739,,58.650000035763,,0.440067498008289,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,119.649999892805,0.320389001689959,sl,scary,creepy,strašljivo,grozljivo,strašljivogrozljivo,detonator
grški,462.576499999995,372.760000000009,-0.895804311760267,-1.24446563796452,6.42350000000451,,0.024126279801276,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-89.8164999999865,-0.348661326204254,sl,roman,greek,rimski,grški,rimskigrški,tla
halucinacija,486.320000000065,797.739000001107,-0.396022881952399,0.295633747696985,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,311.419000001042,0.691656629649384,sl,illusion,hallucination,iluzija,halucinacija,iluzijahalucinacija,tok
hamburger,519.102500000008,659.915600000125,-0.740509666810194,-0.0304041242655696,12.897499999992,136.054949067469,0.0758242174091628,0.478965026669539,2,5,0,1,2,5,2,5,0,1,1,1,2,5,0,1,2,5,2,5,0,1,1,1,2,5,140.813100000117,0.710105542544625,sl,sandwich,hamburger,sendvič,hamburger,sendvičhamburger,tajnost
harmonija,607.393500035745,582.300500002922,-0.501927231806353,-0.49590899298051,55.8025376744167,44.6994999970775,0.151798218899884,0.18988754298846,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-25.0930000328228,0.00601823882584329,sl,balance,harmony,ravnovesje,harmonija,ravnovesjeharmonija,veleposlaništvo
helikopter,550.599999940373,515.025500011936,-0.967567185577959,-0.742652000185789,2.5000000357395,56.974499964228,0.0752733400534019,0.436903496811524,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-35.5744999284366,0.224915185392169,sl,ambulance,helicopter,rešilec,helikopter,rešilechelikopter,dvojen
heroin,589.168666697495,487.312500095286,-0.69661463682172,-0.647712232363742,103.235899653285,18.787499904574,0.289482311328344,0.237257581918838,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-101.856166602209,0.0489024044579778,sl,cocaine,heroin,kokain,heroin,kokainheroin,ponosen
hiter,453.324999976118,489,-0.648174774932156,-0.812272871190342,68.4297373281005,,0.448162826366319,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,35.6750000238825,-0.164098096258185,sl,slow,fast,počasen,hiter,počasenhiter,dva
