target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
טירה,534.495238078492,625.340225015224,-0.373565793024978,0.00880798784521084,27.2415532830725,32.8999045922061,0.112816151694522,0.124130172053687,23,50,0,1,21,40,21,45,0,0,1,0.888888888888889,23,50,0,1,19,43,21,45,0,0,0.904761904761905,0.955555555555556,21,40,90.8449869367315,0.382373780870189,he,palace,castle,ארמון,טירה,ארמוןטירה
טכניקה,559.684000000765,571.384499977168,-0.392793548239322,-0.2722918641812,60.901999999245,77.2113879852777,0.0671631868784265,0.231085395296088,3,8,0,1,2,6,2,6,0,0,1,1,3,8,0,1,2,1,2,6,0,0,1,0.166666666666667,2,6,11.7004999764033,0.120501684058121,he,method,technique,שיטה,טכניקה,שיטהטכניקה
טלויזיה,480.537857170101,445.556599985633,-0.391823935375088,-0.5976072050505,34.3907369838451,28.0437511987356,0.170379432651198,0.135671369343384,7,8,0,0,7,5,7,5,0,0,1,1,7,8,0,0,5,4,7,5,0,0,0.714285714285714,0.8,7,5,-34.9812571844672,-0.205783269675412,he,radio,television,רדיו,טלויזיה,רדיוטלויזיה
טלפון,616.530777806417,411.03699993641,-0.0117630412685942,-0.719383792495373,107.001558355392,42.0734496478709,0.416782632108409,0.183721195138215,10,4,2,1,9,3,10,3,0,0,0.9,1,10,4,2,1,10,3,10,3,0,0,1,1,9,3,-205.493777870007,-0.707620751226779,he,call,telephone,להתקשר,טלפון,להתקשרטלפון
טמפרטורה,515.163181768592,553.307363636899,-0.402788963104844,-0.202623034899924,23.282356757499,38.3642613871969,0.147478698707437,0.178290065333614,11,12,1,0,11,11,11,11,0,0,1,1,11,12,1,0,11,10,11,11,0,0,1,0.909090909090909,11,11,38.1441818683064,0.20016592820492,he,heat,temperature,חום,טמפרטורה,חוםטמפרטורה
טניס,516.001000004177,574.136999992033,-0.400883710708267,-0.276919599713091,37.8367300027546,154.594703098966,0.212612661868736,0.672177624541255,12,5,0,0,10,3,11,3,0,0,0.909090909090909,1,12,5,0,0,11,3,11,3,0,0,1,1,10,3,58.1359999878554,0.123964110995176,he,golf,tennis,גולף,טניס,גולףטניס
טעות,434.238684214459,596.576000011934,-0.761613475075837,0.220684944195843,21.8201500285664,,0.0921434985830652,,20,6,1,0,19,1,20,1,0,0,0.95,1,20,6,1,0,20,1,20,1,0,0,1,1,19,1,162.337315797475,0.982298419271679,he,error,mistake,שגיאה,טעות,שגיאהטעות
טעים מאוד,491.77712501194,734.793599969597,-0.545984034698848,0.579002167112756,18.8611525599476,233.469873448708,0.113056420929819,1.13250081861418,9,14,1,0,8,10,8,10,1,0,1,1,9,14,1,0,8,10,8,10,1,0,1,1,8,10,243.016474957657,1.1249862018116,he,tasty,delicious,טעים,טעים מאוד,טעיםטעים מאוד
טפשות,544.065444428882,534.304666650753,-0.217885840164984,-0.135617153965501,37.278658275883,83.4712176969302,0.178393242696854,0.3853506433282,38,6,1,0,36,3,36,3,0,0,1,1,38,6,1,0,34,3,36,3,0,0,0.944444444444444,1,36,3,-9.76077777812861,0.0822686861994829,he,madness,stupidity,שגעון,טפשות,שגעוןטפשות
טקס,604.639500029356,490.688166673152,0.0514628065893168,-0.59678183236951,126.577955403483,38.2412198697615,0.540723550685579,0.148931452019663,12,24,1,1,10,19,11,21,0,0,0.909090909090909,0.904761904761905,12,24,1,1,11,19,11,21,0,0,1,0.904761904761905,10,18,-113.951333356204,-0.648244638958827,he,ritual,ceremony,פולחן,טקס,פולחןטקס
טרגי,780.563571380069,603.59580952346,0.769319176917842,-0.04935459365621,139.982541242669,60.4499219904313,0.610322738692135,0.187260023236911,18,27,1,1,14,22,15,22,0,0,0.933333333333333,1,18,27,1,1,14,22,15,22,0,0,0.933333333333333,1,14,21,-176.967761856609,-0.818673770574052,he,sad,tragic,עצוב,טרגי,עצובטרגי
ידידותי,536.954666667762,569.328757612064,-0.350332039189349,-0.128602762476173,21.5419516996269,25.1797604360165,0.0817818955713466,0.147730750031944,31,38,2,2,24,33,24,35,0,0,1,0.942857142857143,31,37,2,3,22,33,24,34,0,1,0.916666666666667,0.970588235294118,24,33,32.3740909443014,0.221729276713177,he,polite,friendly,מנומס,ידידותי,מנומסידידותי
ידע,589.973588202507,563.074363627987,-0.503665129602154,-0.227337708674591,133.170844555148,40.2012587145157,0.225037734048665,0.185855645568047,17,25,0,1,17,22,17,22,0,0,1,1,17,25,0,1,16,20,17,22,0,0,0.941176470588235,0.909090909090909,17,22,-26.8992245745195,0.276327420927563,he,experience,knowledge,ניסיון,ידע,ניסיוןידע
יהירות,592.441222253181,545.878677445997,-0.197066578228174,-0.232578396644455,67.4969614119704,19.3527000979914,0.213730509335719,0.111890505584724,21,36,0,1,18,31,18,32,0,0,1,0.96875,20,36,1,1,15,24,18,32,0,0,0.833333333333333,0.75,18,31,-46.5625448071847,-0.0355118184162808,he,ignorance,arrogance,בורות,יהירות,בורותיהירות
יווני,607.856689642715,552.835699971422,0.00559753430117195,-0.251826675741635,24.7568777537406,23.3601246942383,0.114535626891112,0.153781943728377,36,11,4,1,30,10,31,11,0,0,0.967741935483871,0.909090909090909,36,11,4,1,20,10,31,11,0,0,0.645161290322581,0.909090909090909,29,10,-55.0209896712935,-0.257424210042807,he,roman,greek,רומי,יווני,רומייווני
יולי,493.695999999997,518.904555541649,-0.0756557659100329,-0.417882575018703,134.401000000012,88.0135203369189,0.654589590201098,0.333011253363419,3,10,0,1,2,9,3,9,0,0,0.666666666666667,1,3,10,0,1,3,7,3,9,0,0,1,0.777777777777778,2,9,25.2085555416522,-0.34222680910867,he,june,july,יוני,יולי,יונייולי
יוליה,453.483250001988,891.015833333349,-0.704481965428084,1.70661755206566,26.5037638448155,165.712353149114,0.0891307071352874,0.921594442657265,12,9,0,0,12,6,12,6,0,0,1,1,12,9,0,0,12,6,12,6,0,0,1,1,12,6,437.53258333136,2.41109951749374,he,romeo,juliet,רומיאו,יוליה,רומיאויוליה
יום הולדת,484.223230769867,472.493789473457,-0.513223909830166,-0.608284894342699,19.5387055864664,17.3294983374528,0.0859300185455652,0.066638078477458,27,22,2,2,26,19,26,19,0,0,1,1,27,22,2,2,26,17,26,19,0,0,1,0.894736842105263,26,19,-11.7294412964102,-0.0950609845125326,he,anniversary,birthday,יום השנה,יום הולדת,יום השנהיום הולדת
יום ראשון,447.374222201021,641.524199982662,-0.688120758741606,-0.0237308456118533,35.3463808660355,67.3235839987428,0.165365057997782,0.209828458323624,9,16,0,0,9,15,9,15,0,0,1,1,9,16,0,0,9,15,9,15,0,0,1,1,9,15,194.149977781641,0.664389913129752,he,saturday,sunday,יום שבת,יום ראשון,יום שבתיום ראשון
יום שלישי,429.794250046059,578.974846163999,-0.79902733391194,-0.109516342718373,29.6896546897675,28.5670498723568,0.131245557715532,0.142388761326751,13,30,0,1,12,26,12,26,0,0,1,1,13,30,0,1,12,21,12,26,0,0,1,0.807692307692308,12,26,149.180596117939,0.689510991193567,he,monday,tuesday,יום שני,יום שלישי,יום שנייום שלישי
יופי,476.459285748345,456.36739999759,-0.560638034774821,-0.720280625808836,78.6535584810981,73.4257363403023,0.360249028512727,0.312388405551703,14,9,0,1,7,5,9,7,0,0,0.777777777777778,0.714285714285714,14,9,0,1,7,6,9,7,0,0,0.777777777777778,0.857142857142857,7,5,-20.0918857507549,-0.159642591034015,he,charm,beauty,חן,יופי,חןיופי
יושר,615.783500029793,563.189911745185,0.148439444206545,-0.162300244287644,24.9856756785767,39.0591203642364,0.140109641074123,0.167199208682297,5,41,0,1,4,34,4,34,0,0,1,1,5,41,0,1,4,29,4,34,0,0,1,0.852941176470588,4,34,-52.5935882846079,-0.310739688494189,he,loyalty,honesty,נאמנות,יושר,נאמנותיושר
יזם,578.927111110783,593.096944458275,-0.0586541392666706,-0.0714370644910034,55.4897588951093,44.3353622618893,0.19985158414347,0.19928777485783,11,24,1,2,9,18,9,21,0,0,1,0.857142857142857,11,24,1,2,7,20,9,21,0,0,0.777777777777778,0.952380952380952,9,18,14.1698333474925,-0.0127829252243328,he,millionaire,entrepreneur,מיליונר,יזם,מיליונריזם
ייחודי,518.242249994146,467.868800028617,-0.599937809158062,-0.52557300990533,75.1356235384472,35.1623431125013,0.247212866715266,0.156255546231633,6,10,0,0,4,10,4,10,0,0,1,1,6,10,0,0,4,10,4,10,0,0,1,1,4,10,-50.3734499655288,0.0743647992527312,he,special,unique,מיוחד,ייחודי,מיוחדייחודי
יכולת,449.554045438486,539.70500002088,-0.725683070775829,-0.383995831618201,19.8069507017676,44.6460314044954,0.0995024993419562,0.133070163125662,23,9,2,0,22,8,22,8,0,0,1,1,23,9,2,0,21,8,22,8,0,0,0.954545454545455,1,22,8,90.1509545823941,0.341687239157628,he,capacity,ability,קיבולת,יכולת,קיבולתיכולת
ילד,452.911285746639,483.67950002187,-0.71497696791065,-0.510385172944752,22.2232499339929,50.0701755728025,0.0993277967373166,0.179050416411525,15,6,0,0,14,6,14,6,0,0,1,1,15,6,0,0,14,6,14,6,0,0,1,1,14,6,30.7682142752313,0.204591794965898,he,girl,boy,ילדה,ילד,ילדהילד
ילד.1,554.96968178695,454.484799985254,-0.192199610018293,-0.600994369412121,74.8496977985451,18.8852081121928,0.388208775419011,0.119116339004929,23,25,2,2,22,20,22,20,0,0,1,1,23,25,2,2,22,18,22,20,0,0,1,0.9,22,20,-100.484881801696,-0.408794759393828,he,baby,child,תינוק,ילד,תינוקילד
ילדות,475.041085123221,546.29866666567,-0.65284195621426,-0.2996196184125,24.867165165942,40.049115015942,0.0925839821539416,0.145794330754386,51,14,2,2,47,12,47,12,0,0,1,1,50,14,3,2,47,10,47,12,0,0,1,0.833333333333333,47,12,71.2575815424492,0.353222337801761,he,youth,childhood,נעורים,ילדות,נעוריםילדות
יעוד,509.324384623758,675.072733323406,-0.288171840038056,0.354317682421082,49.06982955295,78.5440660518342,0.256528413106646,0.287113444079478,15,19,1,1,13,15,14,18,0,0,0.928571428571429,0.833333333333333,15,19,1,1,14,18,14,18,0,0,1,1,13,15,165.748348699648,0.642489522459138,he,fate,destiny,גורל,יעוד,גורליעוד
יעיל,421.452705897413,562.671952396876,-0.809478023478626,-0.294206534281799,18.9203941166814,30.8263289152824,0.106405939100662,0.119029017563079,22,22,1,0,17,21,17,22,0,0,1,0.954545454545455,22,22,1,0,17,21,17,22,0,0,1,0.954545454545455,17,21,141.219246499463,0.515271489196827,he,useful,effective,מועיל,יעיל,מועיליעיל
יער,466.952533294076,548.810586182104,-0.603753140405099,-0.308148295363114,27.4882571424889,25.8988576262038,0.14211227991266,0.101811243301567,20,30,1,2,15,30,15,30,0,0,1,1,20,30,1,2,15,28,15,30,0,0,1,0.933333333333333,15,29,81.858052888028,0.295604845041985,he,jungle,forest,ג'ונגל,יער,ג'ונגליער
יפהפה,476.833222244746,532.048103424171,-0.437779824783753,-0.324676536657416,33.9003016787823,22.8505903527123,0.172114007909629,0.10884855754528,11,35,0,2,10,30,10,31,0,0,1,0.967741935483871,11,35,0,2,9,29,10,31,0,0,0.9,0.935483870967742,9,29,55.214881179425,0.113103288126338,he,pretty,beautiful,יפה,יפהפה,יפהיפהפה
יצור,429.687499991036,587.267142837836,-0.726864299204292,-0.184419904722588,47.9568503005006,50.297917638293,0.074725196121137,0.182903257341193,4,39,0,3,4,35,4,37,0,0,1,0.945945945945946,4,38,0,4,4,36,4,36,0,1,1,1,4,35,157.5796428468,0.542444394481704,he,monster,creature,מפלצת,יצור,מפלצתיצור
יצור.1,432.331473658497,510.686285700225,-0.728247807185426,-0.459787975743617,20.827611575561,48.5814110094383,0.0993519574486437,0.164433331456527,20,8,3,0,19,7,19,8,0,0,1,0.875,20,8,3,0,19,8,19,8,0,0,1,1,19,7,78.3548120417277,0.268459831441809,he,factory,production,מפעל,יצור,מפעליצור
יצירתיות,548.905257156312,570.895749963248,-0.259513941406288,-0.13199547143982,33.338076933782,55.981472253535,0.127591119489594,0.313884784859695,41,13,4,0,35,12,36,13,0,0,0.972222222222222,0.923076923076923,41,13,4,0,34,11,36,13,0,0,0.944444444444444,0.846153846153846,35,12,21.9904928069362,0.127518469966468,he,imagination,creativity,דמיון,יצירתיות,דמיוןיצירתיות
יריב,559.924766739134,461.67887508939,-0.285875805967513,-0.547694645755484,44.5679507000764,30.7168394803724,0.195914901916161,0.153868795816089,34,10,1,0,30,8,30,9,0,0,1,0.888888888888889,34,10,1,0,21,9,30,9,0,0,0.7,1,30,8,-98.2458916497433,-0.261818839787971,he,enemy,opponent,אויב,יריב,אויביריב
ישבן,497.094333320048,526.26302857978,-0.43083275581988,-0.316185451053265,41.1603518089658,22.5435653053191,0.178021110269761,0.0930686220168064,10,37,0,5,9,35,9,35,0,1,1,1,10,38,0,4,9,33,9,36,0,0,1,0.916666666666667,9,35,29.1686952597325,0.114647304766616,he,ass,butt,תחת,ישבן,תחתישבן
ישוב,527.746404277658,574.083999994051,-0.381131802749752,-0.64300505240735,54.3704861625002,114.083999994022,0.186164909723969,0.443101016179271,53,3,1,0,47,2,49,2,0,0,0.959183673469388,1,53,3,1,0,48,2,49,2,0,0,0.979591836734694,1,47,2,46.337595716393,-0.261873249657598,he,camp,village,מחנה,ישוב,מחנהישוב
ישר,532.906444378226,510.445500033772,-0.479749494790848,-0.443199800036998,48.994273579139,49.6564492782093,0.186605406397578,0.237866854128405,10,9,2,2,10,7,10,7,0,0,1,1,10,9,2,2,10,7,10,7,0,0,1,1,9,6,-22.4609443444542,0.03654969475385,he,decent,honest,הגון,ישר,הגוןישר
כאב,444.569857138184,580.438090912879,-0.719664340553978,-0.226696880123382,28.8778265587752,53.1731260500573,0.0827079571211966,0.174776064145759,16,29,0,3,14,22,15,23,0,0,0.933333333333333,0.956521739130435,16,29,0,3,15,23,15,23,0,0,1,1,14,22,135.868233774694,0.492967460430596,he,suffering,pain,סבל,כאב,סבלכאב
כבד,466.692333373047,645.917666664677,-0.565777573721466,0.0181108761526131,28.6462216658394,157.798816974538,0.220890514007235,0.501943723369778,3,7,0,0,3,7,3,7,0,0,1,1,3,7,0,0,2,7,3,7,0,0,0.666666666666667,1,3,6,179.22533329163,0.583888449874079,he,kidney,liver,כליה,כבד,כליהכבד
כבוד,479.250413086849,441.795777781731,-0.620253573634657,-0.781924008823921,35.6699509782702,47.5835649742069,0.152799869709257,0.150078746508905,54,9,1,1,46,9,47,9,0,0,0.978723404255319,1,54,9,1,1,47,9,47,9,0,0,1,1,46,9,-37.4546353051185,-0.161670435189263,he,pride,dignity,גאווה,כבוד,גאווהכבוד
כבוד.1,478.698291642283,491.977285753453,-0.614401700366499,-0.548663445094854,26.6022266940697,87.4903774700784,0.133534798340166,0.360744433478952,26,9,1,0,24,7,24,7,0,0,1,1,26,9,1,0,24,6,24,7,0,0,1,0.857142857142857,24,7,13.2789941111698,0.0657382552716451,he,privilege,honor,זכות,כבוד,זכותכבוד
כביש מהיר,605.014315723276,510.062666695804,-0.106569307556574,-0.346925310830788,85.6079277573883,45.3775452019525,0.290562405573749,0.224049534466318,20,10,0,0,19,9,19,10,0,0,1,0.9,20,10,0,0,19,10,19,10,0,0,1,1,19,9,-94.9516490274713,-0.240356003274214,he,road,highway,כביש,כביש מהיר,כבישכביש מהיר
כדור,550.574730787746,454.418541634693,-0.270932386990391,-0.59813001144078,49.5108332773325,24.8794921972247,0.188371715350408,0.152639355004079,30,28,2,3,26,24,27,24,0,0,0.962962962962963,1,30,28,2,3,10,24,27,24,0,0,0.37037037037037,1,26,24,-96.1561891530534,-0.327197624450389,he,caliber,bullet,קליבר,כדור,קליברכדור
כדורגל,478.889333301573,488.835400028923,-0.780690991568731,-0.43517682546199,59.3024850057429,23.2856512103391,0.226716986127149,0.162356635344965,5,14,2,1,3,11,3,11,0,0,1,1,5,14,2,1,3,9,3,11,0,0,1,0.818181818181818,3,10,9.9460667273496,0.345514166106741,he,basketball,football,כדורסל,כדורגל,כדורסלכדורגל
כובע,406.356400005973,498.540024349078,-0.955373639473011,-0.534449738398488,15.3136303286151,36.205232872983,0.0956347797798689,0.115689511434199,12,45,2,2,10,41,10,41,1,0,1,1,12,45,2,2,10,41,10,41,1,0,1,1,10,41,92.1836243431044,0.420923901074523,he,glasses,cap,משקפיים,כובע,משקפייםכובע
כובע.1,643.72325002982,467.379799978554,0.00066471295987755,-0.469144533802498,55.5970147221497,32.9942290923917,0.242791934500616,0.129054759495937,6,7,0,1,4,5,4,6,0,0,1,0.833333333333333,6,7,0,1,4,5,4,6,0,0,1,0.833333333333333,4,5,-176.343450051265,-0.469809246762376,he,helmet,hat,קסדה,כובע,קסדהכובע
כוונה,515.01695453585,503.231200117426,-0.436103639856207,-0.428783877940318,27.9598979724382,32.0326918275354,0.130600565322715,0.239083574534789,50,7,3,1,44,5,46,5,0,0,0.956521739130435,1,50,8,3,0,45,5,46,5,0,0,0.978260869565217,1,44,5,-11.785754418424,0.00731976191588901,he,purpose,intention,מטרה,כוונה,מטרהכוונה
כוח,433.651279084044,514.392666690507,-0.835066825453468,-0.449985143162529,11.9294218125762,40.2707170323496,0.0362430830413583,0.0940222738340594,50,4,1,0,43,3,44,4,0,0,0.977272727272727,0.75,50,4,1,0,42,3,44,4,0,0,0.954545454545455,0.75,43,3,80.7413876064634,0.385081682290938,he,strength,force,חוזק,כוח,חוזקכוח
כוכב,538.523307673522,569.8284814796,-0.33532197127732,-0.283091596357319,50.90002858266,78.7228503298667,0.257780240321025,0.21845894868195,13,29,0,1,13,27,13,27,0,0,1,1,12,29,1,1,11,26,12,27,1,0,0.916666666666667,0.962962962962963,13,27,31.3051738060777,0.0522303749200018,he,celebrity,star,סלב,כוכב,סלבכוכב
כומר,544.973249990296,621.483764704832,-0.15279599033053,-0.0390696170141633,30.6866046044195,55.3140060304022,0.270790510688191,0.161362681020453,9,17,1,1,8,17,9,17,0,0,0.888888888888889,1,9,17,1,1,5,14,9,17,0,0,0.555555555555556,0.823529411764706,8,17,76.5105147145358,0.113726373316367,he,monk,priest,נזיר,כומר,נזירכומר
כועס,513.146863608894,514.170600012943,-0.58509348504455,-0.419207352687352,44.3784545883238,37.2283125372553,0.101606518961514,0.165266364877416,50,25,3,2,44,20,45,20,0,0,0.977777777777778,1,50,26,3,1,42,16,45,20,0,0,0.933333333333333,0.8,44,20,1.02373640404892,0.165886132357197,he,jealous,angry,קנאי,כועס,קנאיכועס
כופר,674.383999994303,575.34299993442,0.183932674551263,-0.148464797444639,94.8962960138418,68.587761337658,0.327911880944316,0.244841958838011,21,9,1,3,17,7,18,7,0,0,0.944444444444444,1,21,9,1,3,14,7,18,7,0,0,0.777777777777778,1,16,7,-99.0410000598828,-0.332397471995902,he,kidnapper,ransom,חוטף,כופר,חוטףכופר
כור אטומי,659.268461548552,592.528272729433,0.618023984584409,-0.0562252429038778,65.4700744796222,32.4428200114819,0.321903209895305,0.0961606379094234,18,12,3,0,13,11,14,11,0,0,0.928571428571429,1,18,12,3,0,12,10,14,11,0,0,0.857142857142857,0.909090909090909,13,11,-66.7401888191187,-0.674249227488287,he,generator,reactor,גנרטור,כור אטומי,גנרטורכור אטומי
כותנה,441.143999995113,465.148916705919,-0.653725334008907,-0.559911919088735,28.8657888863931,25.8596865623407,0.116564526920694,0.101372524811356,17,13,2,1,11,12,12,12,0,0,0.916666666666667,1,17,13,2,1,11,12,12,12,0,0,0.916666666666667,1,11,12,24.0049167108054,0.0938134149201719,he,silk,cotton,משי,כותנה,משיכותנה
כחול,469.799000016387,566.780692298404,-0.589753223763279,-0.234555470484848,31.0649039615687,40.815178697456,0.142521235477731,0.154362793908926,14,30,1,3,11,26,11,27,0,0,1,0.962962962962963,14,30,1,3,11,22,11,27,0,0,1,0.814814814814815,11,26,96.981692282017,0.355197753278431,he,brown,blue,חום,כחול,חוםכחול
כיור,571.439428579063,630.814499969608,-0.173475386086921,0.146213546896935,50.6708646209608,45.1685955541862,0.19613873644169,0.217422347262933,17,25,0,3,14,20,14,20,0,1,1,1,17,25,0,3,14,20,14,20,0,1,1,1,14,20,59.3750713905455,0.319688932983856,he,toilet,sink,שירותים,כיור,שירותיםכיור
כיריים,617.741400048282,522.715380947481,-0.0753082901823569,-0.327462706801105,71.5084229854745,24.6821555745949,0.302093668004183,0.128961168024334,16,25,1,1,11,21,14,22,0,0,0.785714285714286,0.954545454545455,16,24,1,2,13,22,14,22,0,0,0.928571428571429,1,10,21,-95.0260191008007,-0.252154416618748,he,oven,stove,תנור,כיריים,תנורכיריים
