target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fr_cue,fr_target,fr_word_combo
attaque,530.283056252782,566.685885237423,-0.624767234624912,-0.444304392236631,13.7725389927426,23.9870415733898,0.0473515886933966,0.0916141565173999,84,65,0,3,80,61,82,61,0,0,0.975609756097561,1,84,65,0,3,79,55,82,61,0,0,0.963414634146341,0.901639344262295,80,61,36.402828984641,0.180462842388281,fr,invasion,attack,invasion,attaque,invasionattaque
attirer,586.246978577135,516.520307691098,-0.531496211367033,-0.677032964723801,40.6367098182595,14.554071191933,0.15406022295012,0.0442216452459831,60,66,3,0,56,65,56,65,1,0,1,1,60,66,3,0,55,62,56,65,1,0,0.982142857142857,0.953846153846154,56,65,-69.7266708860369,-0.145536753356768,fr,attention,attract,attention,attirer,attentionattirer
attraper,519.476362312056,595.269177776406,-0.647984627611999,-0.395254420119289,14.6988893928841,29.629040892564,0.0488148411335909,0.092765857353426,73,64,1,3,69,63,69,63,0,0,1,1,73,64,1,3,67,60,69,63,0,0,0.971014492753623,0.952380952380952,69,63,75.7928154643505,0.25273020749271,fr,grab,catch,saisir,attraper,saisirattraper
aube,633.133396228502,706.195204287072,-0.230771043111327,0.124195110850592,39.6966611074193,36.3878872056422,0.113218498823143,0.13594979778738,58,81,2,3,53,70,57,79,2,0,0.929824561403509,0.886075949367089,59,81,1,3,54,75,58,79,1,0,0.931034482758621,0.949367088607595,53,70,73.0618080585706,0.354966153961919,fr,sunset,dawn,crépuscule,aube,crépusculeaube
automne,585.161346767316,593.070421000382,-0.461575773624461,-0.253550952117197,31.4829294157251,30.2915085089726,0.104317659217274,0.146688250632928,67,59,2,0,63,57,64,57,0,0,0.984375,1,67,59,2,0,62,57,64,57,0,0,0.96875,1,62,57,7.90907423306624,0.208024821507264,fr,spring,autumn,printemps,automne,printempsautomne
autorité,548.097970143452,551.35203390142,-0.552584773650917,-0.513835367925195,18.3399966131694,21.2599739051874,0.057805433981304,0.0792428401118826,69,60,4,0,68,59,68,59,1,0,1,1,70,60,3,0,62,54,69,59,0,0,0.898550724637681,0.915254237288136,67,59,3.25406375796763,0.0387494057257218,fr,jurisdiction,authority,juridiction,autorité,juridictionautorité
autoroute,596.79998180958,602.996085247583,-0.340285252945851,-0.300143288506385,37.6422800215311,20.1847784473085,0.0928478644379127,0.0739677496535323,57,61,1,2,55,61,55,61,0,0,1,1,57,61,1,2,55,61,55,61,0,0,1,1,55,61,6.19610343800298,0.0401419644394661,fr,road,highway,route,autoroute,routeautoroute
autour,617.973324328368,601.490875030655,-0.215601168069807,-0.327698132296811,42.6674516376815,23.6284394656774,0.232774954760579,0.0920110986226716,78,67,3,3,74,64,74,65,0,1,1,0.984615384615385,77,67,4,3,71,64,73,65,1,1,0.972602739726027,0.984615384615385,74,64,-16.4824492977127,-0.112096964227004,fr,out,about,dehors,autour,dehorsautour
autour.1,514.14642030624,595.59016853332,-0.652917697755348,-0.404863676307797,14.2382031554853,26.9602235066358,0.0626427330468347,0.0872188406414225,64,56,3,1,64,54,64,55,0,0,1,0.981818181818182,64,56,3,1,63,54,64,55,0,0,0.984375,0.981818181818182,64,54,81.4437482270796,0.248054021447551,fr,round,around,rond,autour,rondautour
avance,540.893031778365,619.465465526018,-0.544842459051563,-0.309589181145561,16.3997207378817,36.8640275940617,0.0689117738376841,0.132773978567927,68,60,2,3,63,58,63,59,1,0,1,0.983050847457627,68,59,2,4,60,55,63,58,1,1,0.952380952380952,0.948275862068966,63,58,78.5724337476524,0.235253277906002,fr,late,early,retard,avance,retardavance
avis,551.824771935567,535.801171905743,-0.607037655556727,-0.586679463801292,20.0044973612877,13.3214372318525,0.0693504063238639,0.0581185036854267,58,65,3,1,57,64,57,64,0,1,1,1,58,66,3,0,55,63,57,65,0,0,0.964912280701754,0.969230769230769,57,64,-16.023600029824,0.0203581917554351,fr,opinion,attitude,opinion,avis,opinionavis
avouer,568.586015375735,611.880604291041,-0.456178915588799,-0.384687647723624,21.1403192930185,28.9997511248918,0.0887526894907603,0.101647099486745,66,72,4,2,65,71,65,71,0,0,1,1,66,72,4,2,64,62,65,71,0,0,0.984615384615385,0.873239436619718,65,70,43.2945889153061,0.0714912678651749,fr,admit,confess,admettre,avouer,admettreavouer
aéroport,562.415397056452,660.1578230745,-0.493945702429802,-0.231285045320144,18.8066175898463,33.5133928373025,0.0655456980216357,0.09768809827124,73,66,1,2,69,65,70,65,0,0,0.985714285714286,1,73,66,1,2,69,64,70,65,0,0,0.985714285714286,0.984615384615385,68,65,97.7424260180483,0.262660657109657,fr,terminal,airport,terminal,aéroport,terminalaéroport
bacon,552.577621215714,684.177150936184,-0.521098819951493,0.0687320071780679,15.4489425611656,43.6065911412017,0.0531675596520748,0.16562504055408,75,59,3,3,66,53,69,58,0,1,0.956521739130435,0.913793103448276,75,58,3,4,53,56,69,58,0,1,0.768115942028985,0.96551724137931,66,53,131.59952972047,0.589830827129561,fr,toast,bacon,toast,bacon,toastbacon
baignade,600.28052545555,679.950590174075,-0.257608780402979,-0.0546426894806889,17.638882708867,33.3535370897075,0.0690189856169875,0.0883760723877702,63,63,2,1,59,61,61,61,0,0,0.967213114754098,1,63,62,2,2,58,59,61,60,0,1,0.950819672131147,0.983333333333333,59,61,79.6700647185255,0.20296609092229,fr,drown,swim,noyer,baignade,noyerbaignade
balle,524.034178575711,550.217901689769,-0.547429836416792,-0.556278777758821,15.9895378533309,21.7784970960534,0.0697909366595222,0.059287119603209,59,60,5,1,56,59,58,59,0,0,0.96551724137931,1,58,60,6,1,54,59,57,59,1,0,0.947368421052632,1,56,59,26.1837231140577,-0.00884894134202896,fr,caliber,bullet,calibre,balle,calibreballe
bande,604.866774183165,617.181721309421,-0.392723074795662,-0.25173647860192,27.7471150132223,25.9125136139561,0.081755050622187,0.116259602546817,64,64,2,0,62,61,64,63,0,0,0.96875,0.968253968253968,64,64,2,0,63,61,64,63,0,0,0.984375,0.968253968253968,62,61,12.3149471262564,0.140986596193741,fr,orchestra,band,orchestre,bande,orchestrebande
bar,546.032999996676,526.923397067641,-0.56999315140756,-0.643697594555448,24.0962840763487,15.6421310150027,0.0903942042820296,0.0557227229129984,59,70,1,3,58,68,58,68,0,0,1,1,59,70,1,3,56,64,58,68,0,0,0.96551724137931,0.941176470588235,58,68,-19.1096029290345,-0.0737044431478886,fr,club,bar,club,bar,clubbar
barbe,607.550785718997,615.72098451523,-0.254476046759875,-0.404942971657511,27.4443731937672,21.5811470162702,0.10622423787944,0.0696289640850357,61,71,0,1,56,71,58,71,0,0,0.96551724137931,1,60,70,1,2,50,69,57,70,1,1,0.87719298245614,0.985714285714286,56,71,8.17019879623285,-0.150466924897636,fr,hair,beard,cheveu,barbe,cheveubarbe
bas,505.64517461556,619.790335002735,-0.786080044268597,-0.335989580075042,15.6530302020542,37.7241321719628,0.0626206774168411,0.115644589489407,69,61,2,0,63,60,64,60,1,0,0.984375,1,69,61,2,0,62,60,64,60,1,0,0.96875,1,63,60,114.145160387175,0.450090464193554,fr,top,bottom,haut,bas,hautbas
baseball,675.39265152455,683.922850014716,-0.00735730758694725,0.0655303017168444,32.8488880146475,47.6463712746478,0.126718023865857,0.164610004686025,70,62,0,2,66,60,68,61,0,0,0.970588235294118,0.983606557377049,70,62,0,2,67,59,68,61,0,0,0.985294117647059,0.967213114754098,66,60,8.53019849016573,0.0728876093037916,fr,stadium,baseball,stade,baseball,stadebaseball
bataille,540.664892858971,641.617963637774,-0.61096792446967,0.0609478813604343,17.3891052737025,26.5615464309899,0.0772847332910786,0.125987851188867,59,60,1,3,56,55,56,55,0,0,1,1,59,59,1,4,56,37,56,55,0,0,1,0.672727272727273,56,55,100.953070778803,0.671915805830104,fr,war,battle,guerre,bataille,guerrebataille
bataillon,606.236550821856,652.889250007998,-0.299743237725546,0.124491354294379,23.6643368928926,28.7497357754194,0.0795291905102183,0.154102520792088,64,54,3,1,61,52,61,54,0,0,1,0.962962962962963,64,54,3,1,58,52,61,54,0,0,0.950819672131147,0.962962962962963,61,52,46.6526991861422,0.424234592019925,fr,regiment,battalion,régiment,bataillon,régimentbataillon
bateau,546.82918645027,563.87404615609,-0.539020897988496,-0.389032808982589,23.8466108170828,26.819071422041,0.0983687968884199,0.110984475669558,60,67,1,1,59,65,60,65,1,1,0.983333333333333,1,60,67,1,1,60,63,60,65,1,1,1,0.969230769230769,59,65,17.0448597058206,0.149988089005907,fr,submarine,boat,sous-marin,bateau,sous-marinbateau
bateau.1,513.099036386731,538.560073681063,-0.683200461618176,-0.683138377483142,24.3317640995258,23.362377164477,0.0973182177914725,0.0768505379206593,57,58,2,0,55,57,55,57,1,0,1,1,57,57,2,1,55,55,55,56,1,1,1,0.982142857142857,55,57,25.4610372943322,6.20841350341683e-05,fr,crew,ship,équipage,bateau,équipagebateau
batman,582.102474583346,678.675642858488,-0.150480328934953,-0.00124118535980342,18.2877913580956,34.4864178305603,0.120774542178815,0.119221335772176,67,64,3,2,59,56,60,59,0,1,0.983333333333333,0.949152542372881,67,64,3,2,58,57,60,59,0,1,0.966666666666667,0.966101694915254,59,56,96.5731682751422,0.149239143575149,fr,superman,batman,superman,batman,supermanbatman
beau,501.177160714433,552.254916669039,-0.649107280343243,-0.44662840134901,27.3803375447184,29.7118179947389,0.180218820491359,0.128823065783391,56,62,0,1,56,60,56,60,0,0,1,1,56,62,0,1,55,59,56,60,0,0,0.982142857142857,0.983333333333333,56,60,51.0777559546068,0.202478878994233,fr,nice,lovely,mignon,beau,mignonbeau
beauté,512.042301558061,513.086075758984,-0.701128508862641,-0.681009763605779,15.7913541390184,22.102992989838,0.0661468768741304,0.0838543126174732,65,68,2,2,63,66,63,66,0,0,1,1,65,68,2,2,61,64,63,66,0,0,0.968253968253968,0.96969696969697,63,66,1.04377420092385,0.020118745256862,fr,charm,beauty,charme,beauté,charmebeauté
besoin,520.939569001813,542.251996424009,-0.644891280288646,-0.465215542320028,18.1002768350453,23.4885071125864,0.0646752622870376,0.115784297092775,61,60,4,1,58,56,59,57,1,0,0.983050847457627,0.982456140350877,62,60,3,1,60,56,60,57,0,0,1,0.982456140350877,58,56,21.312427422196,0.179675737968618,fr,necessary,need,nécessaire,besoin,nécessairebesoin
beurre,542.13122424418,539.726333328518,-0.72642276911581,-0.497641885373903,16.0025144634918,20.2222829234588,0.0450740959736883,0.0899223761452372,66,61,2,4,66,57,66,57,1,1,1,1,66,61,2,4,65,57,66,57,1,1,0.984848484848485,1,66,57,-2.40489091566189,0.228780883741907,fr,honey,butter,miel,beurre,mielbeurre
bijou,581.960509452176,571.733214288947,-0.381563598188488,-0.409116941800649,23.3756787064725,25.9231636032012,0.0785344053211383,0.105119866233128,58,74,0,0,53,70,55,71,0,0,0.963636363636364,0.985915492957746,57,74,1,0,52,70,54,71,1,0,0.962962962962963,0.985915492957746,53,70,-10.2272951632289,-0.0275533436121614,fr,diamond,jewel,diamant,bijou,diamantbijou
biologie,555.596468750581,556.389000024032,-0.463589720206362,-0.445486721682071,18.1383642756775,14.1603435139331,0.077680213620128,0.0577507781639854,65,64,1,2,64,64,64,64,0,0,1,1,65,64,1,2,62,61,64,64,0,0,0.96875,0.953125,64,64,0.792531273450777,0.0181029985242903,fr,chemistry,biology,chimie,biologie,chimiebiologie
biologique,568.946629022554,647.930620695578,-0.391788091702623,-0.0992614076372571,26.5669409348897,34.9861419161559,0.101787643605338,0.1379047704136,66,60,1,1,62,58,63,58,0,0,0.984126984126984,1,66,59,1,2,62,40,63,57,0,1,0.984126984126984,0.701754385964912,62,58,78.9839916730235,0.292526684065366,fr,chemical,biological,chimique,biologique,chimiquebiologique
bière,559.057224242533,577.353190490009,-0.604805131740181,-0.406168260112266,17.8846922244736,19.7150869842184,0.0675673969204425,0.0737992468536586,69,65,1,1,66,63,67,64,0,0,0.985074626865672,0.984375,69,63,1,3,66,51,67,62,0,2,0.985074626865672,0.82258064516129,66,63,18.2959662474761,0.198636871627915,fr,drink,beer,boisson,bière,boissonbière
blague,521.51263824189,549.438796314207,-0.667425576322445,-0.560036837363281,14.3873907094147,21.2447526313896,0.0518339537609943,0.0794393105171682,58,56,2,2,55,54,55,55,0,0,1,0.981818181818182,58,56,2,2,49,54,55,55,0,0,0.890909090909091,0.981818181818182,55,54,27.9261580723169,0.107388738959165,fr,trick,joke,farce,blague,farceblague
blessure,515.733327280151,573.357545448538,-0.60848936850266,-0.344360928893866,22.8843212184577,16.6892351978668,0.0757732080472168,0.0769723272351864,59,55,2,3,55,55,56,55,0,0,0.982142857142857,1,59,55,2,3,54,52,56,55,0,0,0.964285714285714,0.945454545454545,55,55,57.6242181683872,0.264128439608794,fr,wound,injury,plaie,blessure,plaieblessure
bleu,513.385386367112,536.081338725232,-0.709866320866979,-0.585655094084289,17.4809294303823,18.8708632675312,0.0733345219516872,0.0823042896244034,70,67,3,2,66,63,68,66,0,1,0.970588235294118,0.954545454545455,70,67,3,2,67,66,68,66,0,1,0.985294117647059,1,66,62,22.6959523581196,0.124211226782689,fr,brown,blue,marron,bleu,marronbleu
boston,666.793596485366,763.745124999746,0.163773409739628,0.380362606518335,41.5366774285434,79.9011510344416,0.189214550658468,0.297126941052646,63,59,3,1,57,32,59,57,0,1,0.966101694915254,0.56140350877193,63,60,3,0,50,54,59,58,0,0,0.847457627118644,0.931034482758621,57,32,96.9515285143802,0.216589196778708,fr,washington,boston,washington,boston,washingtonboston
bougie,550.730374977238,596.082603446913,-0.556709661998341,-0.33186068452396,21.8689789907651,19.6751879578733,0.0646429328542388,0.086606692341274,58,60,0,5,56,58,57,58,0,0,0.982456140350877,1,58,60,0,5,56,55,57,58,0,0,0.982456140350877,0.948275862068966,56,58,45.3522284696746,0.224848977474381,fr,lamp,candle,lampe,bougie,lampebougie
bouteille,503.69122222379,676.08021720869,-0.720150331556489,-0.128635935654472,23.3605335870108,34.8769386906766,0.0843356692310031,0.103905587687346,65,67,2,1,63,64,63,66,0,0,1,0.96969696969697,65,66,2,2,62,25,63,65,0,1,0.984126984126984,0.384615384615385,63,64,172.388994984901,0.591514395902018,fr,glass,bottle,verre,bouteille,verrebouteille
boutique,513.349553574508,537.8232308024,-0.732716775480273,-0.622757573098873,20.0222516534846,17.962314749858,0.0769934064253648,0.057388260655447,59,69,3,3,56,65,57,65,0,1,0.982456140350877,1,59,69,3,3,57,65,57,65,0,1,1,1,56,65,24.4736772278919,0.1099592023814,fr,shop,store,magasin,boutique,magasinboutique
braquage,670.290851727122,658.14412308181,-0.0562404637762593,-0.0395121558517668,25.0817366509429,20.3677970405964,0.0931971076033657,0.0951090402660604,60,69,1,3,58,65,60,67,0,0,0.966666666666667,0.970149253731343,60,69,1,3,59,67,60,67,0,0,0.983333333333333,1,58,65,-12.1467286453125,0.0167283079244924,fr,theft,robbery,vol,braquage,volbraquage
bras,504.763877264226,548.952803284257,-0.652185185986851,-0.650851841463786,13.318737674122,20.9208249006053,0.0469560055578396,0.0597102243267049,60,63,1,2,57,61,59,62,0,0,0.966101694915254,0.983870967741935,60,63,1,2,57,61,59,62,0,0,0.966101694915254,0.983870967741935,57,61,44.1889260200319,0.00133334452306499,fr,hand,arm,main,bras,mainbras
brillant,584.570000001617,586.1317910732,-0.526524184737153,-0.37380660342949,40.1950327459978,22.7254335568556,0.123361931381204,0.101193312806786,58,58,1,0,53,56,56,56,0,0,0.946428571428571,1,58,57,1,1,52,48,56,56,0,0,0.928571428571429,0.857142857142857,53,56,1.56179107158277,0.152717581307663,fr,shine,bright,éclat,brillant,éclatbrillant
brouillard,561.246075513213,624.181402772298,-0.410745209510027,-0.236127046678054,28.7943865695086,37.7665665317583,0.124504574476537,0.127877994183457,54,76,2,1,54,72,54,72,0,0,1,1,53,75,3,2,51,71,53,71,1,1,0.962264150943396,1,53,72,62.9353272590854,0.174618162831973,fr,cloud,fog,nuage,brouillard,nuagebrouillard
bureau,515.656131142632,588.878830764428,-0.619772905930254,-0.444049687779528,21.1439814993469,27.2640272049064,0.071224358831522,0.101258472984911,67,71,2,0,62,65,62,69,0,0,1,0.942028985507246,66,71,3,0,56,69,61,69,1,0,0.918032786885246,1,61,65,73.222699621796,0.175723218150726,fr,desk,office,pupitre,bureau,pupitrebureau
bus,494.416892288375,581.656171882386,-0.756830853491395,-0.474020957399508,15.2790418259787,32.187065115967,0.0669884181023701,0.101449171128971,67,65,1,0,65,64,65,64,0,0,1,1,67,65,1,0,63,63,65,64,0,0,0.969230769230769,0.984375,65,64,87.2392795940114,0.282809896091887,fr,train,bus,train,bus,trainbus
business,622.750109090224,713.573191490618,-0.110277243612914,0.244606017408281,35.2801076028116,57.2245955306412,0.166094102312376,0.216641795399946,61,52,5,4,55,47,58,51,1,1,0.948275862068966,0.92156862745098,61,53,5,3,54,50,58,52,1,0,0.931034482758621,0.961538461538462,55,47,90.8230824003945,0.354883261021195,fr,industry,business,industrie,business,industriebusiness
bâtiment,546.558639344993,580.546181818983,-0.480072030065714,-0.438917513041789,19.5033790693089,22.8520582420557,0.0903816272209485,0.0862958483829718,63,68,1,5,61,66,62,66,0,0,0.983870967741935,1,63,68,1,5,61,65,62,66,0,0,0.983870967741935,0.984848484848485,61,66,33.98754247399,0.0411545170239254,fr,tower,building,tour,bâtiment,tourbâtiment
bâtir,589.463129035504,599.716393113666,-0.437191111804263,-0.32527706575799,18.1109479519383,31.7063363874516,0.0683890234406974,0.0989419754694517,68,60,4,2,62,58,63,60,0,0,0.984126984126984,0.966666666666667,68,60,4,2,63,57,63,60,0,0,1,0.95,62,58,10.2532640781623,0.111914046046273,fr,construction,build,construction,bâtir,constructionbâtir
cacher,591.781320753458,584.79219297882,-0.324293883429072,-0.416455795915053,32.9211058972322,26.2599719650992,0.135949362063581,0.103938844166539,57,60,1,1,53,57,55,57,0,0,0.963636363636364,1,57,60,1,1,54,54,55,57,0,0,0.981818181818182,0.947368421052632,53,57,-6.98912777463886,-0.0921619124859803,fr,cover,hide,couvrir,cacher,couvrircacher
cadavre,610.570569234476,601.517072486554,-0.22222099912456,-0.345839990736652,29.467072804501,38.4695476128457,0.139703964617837,0.130444733729113,68,74,3,3,65,69,66,70,0,0,0.984848484848485,0.985714285714286,69,74,2,3,63,69,66,70,0,0,0.954545454545455,0.985714285714286,65,69,-9.05349674792285,-0.123618991612092,fr,body,corpse,corps,cadavre,corpscadavre
cadeau,514.647267167344,531.480222240162,-0.754202007846154,-0.594175779965552,14.201482302895,16.6481114494912,0.0575176579418162,0.0613381194653368,68,67,0,2,67,63,67,64,0,0,1,0.984375,68,66,0,3,65,63,67,64,0,0,0.970149253731343,0.984375,67,63,16.832955072818,0.160026227880603,fr,compliment,gift,complimenter,cadeau,complimentercadeau
café,489.642810369022,533.217064513665,-0.755104725309864,-0.708029751288581,14.6365045365826,14.543317813446,0.0546497623311922,0.0509788056052043,60,67,2,1,58,62,58,62,0,0,1,1,60,67,2,1,51,61,58,62,0,0,0.879310344827586,0.983870967741935,58,62,43.5742541446425,0.047074974021282,fr,cup,coffee,tasse,café,tassecafé
calculer,581.621223810706,564.262971428407,-0.396195115025204,-0.380025136590715,25.0451735098172,26.6826755986484,0.101055849896777,0.172877018877004,70,74,0,1,63,70,64,71,0,0,0.984375,0.985915492957746,69,74,1,1,60,69,63,71,1,0,0.952380952380952,0.971830985915493,63,70,-17.3582523822989,0.0161699784344885,fr,count,calculate,compter,calculer,comptercalculer
calme,521.609259229664,549.401316663329,-0.634156064691039,-0.513965273863943,18.9928527040418,18.6256807202742,0.0646572656572906,0.0657678282278369,57,62,2,5,54,60,56,60,0,2,0.964285714285714,1,57,63,2,4,54,60,56,61,0,1,0.964285714285714,0.983606557377049,54,60,27.792057433665,0.120190790827096,fr,quiet,calm,tranquille,calme,tranquillecalme
