target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_cue,pt_target,pt_word_combo
assassinato,636.799369878007,654.382884604164,-0.276644664821043,-0.11899712685851,24.8479196337819,31.2735199101745,0.0702551205959892,0.0876455579206574,77,57,2,0,73,52,73,54,1,0,1,0.962962962962963,78,57,1,0,73,52,74,54,0,0,0.986486486486487,0.962962962962963,73,52,17.5835147261566,0.157647537962533,pt,suicide,murder,suicídio,assassinato,suicídioassassinato
assassino,641.489137926662,590.529018543009,-0.306537715697335,-0.499353650209261,33.8078822401279,22.2519628849466,0.121007830791308,0.0512821642447647,62,59,1,1,58,54,59,56,0,1,0.983050847457627,0.964285714285714,62,60,1,0,56,56,59,57,0,0,0.949152542372881,0.982456140350877,58,54,-50.960119383653,-0.192815934511926,pt,mercenary,assassin,mercenário,assassino,mercenárioassassino
assinar,601.448115363707,562.402306123532,-0.417029117611212,-0.512726375618669,28.0156491563768,20.4632987392833,0.0710095450915887,0.0802099731631359,85,55,1,0,78,49,79,49,0,0,0.987341772151899,1,85,55,1,0,79,49,79,49,0,0,1,1,78,49,-39.0458092401744,-0.0956972580074565,pt,form,sign,formulário,assinar,formulárioassinar
assinatura,637.53196665304,620.813481481219,-0.377037700747123,-0.361822248263498,30.3030735753098,24.4255433731398,0.0686482423009515,0.0726622654302275,99,85,0,1,90,81,91,82,0,1,0.989010989010989,0.98780487804878,99,85,0,1,86,82,91,82,0,1,0.945054945054945,1,90,81,-16.7184851718215,0.0152154524836243,pt,stamp,signature,carimbo,assinatura,carimboassinatura
assistente,624.046776119178,616.924346942339,-0.43392330183321,-0.360908506282312,29.1835214089138,32.2127346539301,0.0757834171233683,0.103898217662694,68,51,1,0,67,49,67,49,1,0,1,1,69,51,0,0,67,49,68,49,0,0,0.985294117647059,1,67,49,-7.12242917683864,0.0730147955508973,pt,secretary,assistant,secretário,assistente,secretárioassistente
assistir,533.472569443862,572.158240004475,-0.579895065557399,-0.377438276618665,21.2928645357265,22.5255195435914,0.0760093076107546,0.10986643414563,75,57,1,1,72,50,72,50,0,1,1,1,75,57,1,1,72,50,72,50,0,1,1,1,72,50,38.6856705606126,0.202456788938734,pt,help,assist,ajudar,assistir,ajudarassistir
assistência,613.345272727034,642.904468096085,-0.143357824400636,-0.101597061307883,31.6985768654014,34.8709440311961,0.150035711249725,0.11297302676002,63,55,0,0,55,48,56,48,0,0,0.982142857142857,1,63,55,0,0,52,40,56,48,0,0,0.928571428571429,0.833333333333333,55,47,29.5591953690517,0.0417607630927529,pt,support,assistance,apoio,assistência,apoioassistência
assobiar,636.202786514765,669.642886078288,-0.3060735508641,-0.265818147261304,24.941397452595,25.3590422361853,0.0751906432780428,0.0670765635662894,95,86,1,1,89,79,90,81,0,1,0.988888888888889,0.975308641975309,95,87,1,0,77,82,90,82,0,0,0.855555555555556,1,89,79,33.4400995635231,0.0402554036027959,pt,horn,whistle,buzina,assobiar,buzinaassobiar
atacante,660.156370361311,608.212326090075,0.0706516055771997,-0.313853732233717,31.6516648657434,23.2141305312249,0.148884653147582,0.0715945922272731,56,53,0,1,54,46,56,48,0,0,0.964285714285714,0.958333333333333,56,53,0,1,55,48,56,48,0,0,0.982142857142857,1,54,46,-51.9440442712362,-0.384505337810917,pt,victim,attacker,vítima,atacante,vítimaatacante
ataque,599.396384615117,526.742085368157,-0.431093615072928,-0.634790779416967,19.4237406934137,13.9745536067974,0.0613432013994503,0.0492527605486189,98,87,2,0,91,83,93,83,0,0,0.978494623655914,1,98,87,2,0,92,78,93,83,0,0,0.989247311827957,0.939759036144578,91,82,-72.6542992469602,-0.203697164344039,pt,invasion,attack,invasão,ataque,invasãoataque
atar,725.044085119159,727.483035724369,0.177226977173325,0.0699794331743175,49.7852161460742,49.8396497572716,0.198808912289147,0.179376354157563,59,53,1,1,47,28,56,50,0,0,0.839285714285714,0.56,59,52,1,2,54,46,56,49,0,1,0.964285714285714,0.938775510204082,47,28,2.43895060521004,-0.107247543999007,pt,bind,tie,vincular,atar,vincularatar
atirar,559.972818162333,591.88507546941,-0.581492482234092,-0.454535732914679,19.8602644674998,18.8156421505787,0.0692440342436725,0.062813755799039,69,65,0,0,66,54,67,55,0,0,0.985074626865672,0.981818181818182,69,64,0,1,65,54,67,54,0,1,0.970149253731343,1,66,53,31.9122573070773,0.126956749319413,pt,shot,shoot,tiro,atirar,tiroatirar
atitude,575.607579541748,669.201402774818,-0.441870063386129,-0.171294737065827,25.8606774639101,44.7070292490888,0.102847536948042,0.138949656101047,94,77,1,0,88,72,91,72,1,0,0.967032967032967,1,94,77,1,0,88,64,91,72,1,0,0.967032967032967,0.888888888888889,88,72,93.5938232330706,0.270575326320302,pt,opinion,attitude,opinião,atitude,opiniãoatitude
ativar,588.196955206331,579.760128583565,-0.466832787360301,-0.445806044578144,19.5828314967021,21.2943800039955,0.0589891594497925,0.0720212940145064,72,81,1,0,67,70,68,73,0,0,0.985294117647059,0.958904109589041,72,81,1,0,47,71,68,73,0,0,0.691176470588235,0.972602739726027,67,70,-8.43682662276626,0.0210267427821573,pt,trigger,activate,acionar,ativar,acionarativar
atividade,631.131480010372,611.00399998397,-0.395998457049353,-0.385466979053041,37.570940581457,26.4139220335655,0.121499240913412,0.0910804220152944,82,93,1,2,75,81,76,82,0,0,0.986842105263158,0.98780487804878,82,93,1,2,72,82,76,82,0,0,0.947368421052632,1,75,81,-20.1274800264019,0.0105314779963113,pt,active,activity,ativo,atividade,ativoatividade
atlântico,666.724441572617,657.576140619257,-0.247516052565933,-0.214877676886364,25.1183338003047,26.6353002812456,0.0940068037011247,0.0841533901708366,85,69,0,0,77,64,79,64,0,0,0.974683544303797,1,85,69,0,0,75,63,79,64,0,0,0.949367088607595,0.984375,77,64,-9.14830095336026,0.0326383756795688,pt,pacific,atlantic,pacífico,atlântico,pacíficoatlântico
atmosfera,664.655492075524,665.789191013978,-0.141622850945721,-0.155004029972636,47.2628383970253,24.8805628055389,0.136310347392387,0.0668610115151495,68,100,0,2,63,89,64,89,0,0,0.984375,1,68,101,0,1,64,88,64,89,0,0,1,0.98876404494382,63,89,1.13369893845424,-0.0133811790269155,pt,environment,atmosphere,ambiente,atmosfera,ambienteatmosfera
ato,604.063414293291,649.914314268378,-0.382723187828205,-0.255484227706198,19.7414997044214,28.1010801542799,0.0731898805741622,0.0980651944698944,81,85,0,1,70,70,74,78,0,0,0.945945945945946,0.897435897435897,81,84,0,2,70,75,74,77,0,1,0.945945945945946,0.974025974025974,70,70,45.850899975087,0.127238960122007,pt,gesture,act,gesto,ato,gestoato
ator,553.327718296143,541.116554059033,-0.587119775911212,-0.564741395209804,26.2306211837266,17.0684610175045,0.0777587930562932,0.0575712691799229,80,81,1,0,71,74,73,75,1,0,0.972602739726027,0.986666666666667,81,81,0,0,71,73,74,75,0,0,0.959459459459459,0.973333333333333,71,74,-12.2111642371096,0.0223783807014084,pt,author,actor,autor,ator,autorator
atrai,703.193258066605,737.353489778299,-0.0373489835628064,0.036852119597681,31.2105207696601,49.0537108105385,0.117667041083689,0.125075058000123,76,55,0,0,62,49,71,52,0,0,0.873239436619718,0.942307692307692,76,55,0,0,68,50,71,52,0,0,0.957746478873239,0.961538461538462,62,49,34.1602317116933,0.0742011031604873,pt,attention,attract,atenção,atrai,atençãoatrai
atuação,625.172301888586,674.095212773779,-0.265912241471329,-0.0126021639511547,32.9543023770542,38.4579276683815,0.111040217176644,0.176418094437986,58,54,0,0,53,47,55,49,0,0,0.963636363636364,0.959183673469388,58,54,0,0,53,48,55,49,0,0,0.963636363636364,0.979591836734694,53,47,48.9229108851927,0.253310077520174,pt,show,performance,espetáculo,atuação,espetáculoatuação
audiência,665.864520820465,574.406354154028,-0.264794189152338,-0.386161392162007,34.2237535749931,13.3355313362709,0.0952826510963841,0.0580298743300318,54,54,1,1,48,49,48,50,0,0,1,0.98,54,54,1,1,48,49,48,50,0,0,1,0.98,48,48,-91.4581666664361,-0.121367203009669,pt,crowd,audience,multidão,audiência,multidãoaudiência
ausência,580.04666667239,634.97577778979,-0.503019209946292,-0.296011699168841,19.8546281334631,23.172365776794,0.0618960440084662,0.0822250092811136,82,72,0,2,75,63,75,64,0,1,1,0.984375,82,73,0,1,75,63,75,65,0,0,1,0.969230769230769,75,63,54.9291111173999,0.207007510777451,pt,presence,absence,presença,ausência,presençaausência
auto-estrada,587.26459700946,635.99434692859,-0.372268744178747,-0.119584185715167,20.567418988987,32.425711886403,0.0655121374406359,0.0969780776657487,69,52,2,0,67,49,67,50,1,0,1,0.98,70,52,1,0,67,47,67,50,1,0,1,0.94,67,49,48.7297499191302,0.25268455846358,pt,road,highway,estrada,auto-estrada,estradaauto-estrada
autocarro,520.829528301224,577.323799992477,-0.652607074058558,-0.488006854203414,15.2436651598934,27.4326294885272,0.0543663313725973,0.0823026227046516,58,55,0,0,53,50,54,51,0,0,0.981481481481482,0.980392156862745,58,55,0,0,52,49,54,51,0,0,0.962962962962963,0.96078431372549,53,50,56.4942716912536,0.164600219855144,pt,train,bus,comboio,autocarro,comboioautocarro
autoridade,655.266343750319,643.860969262759,-0.290504887691655,-0.271597553970986,24.5302244536748,27.27818667503,0.0802753746033223,0.0746127769626146,102,60,1,0,96,57,97,57,0,0,0.989690721649485,1,102,60,1,0,69,55,97,57,0,0,0.711340206185567,0.964912280701754,96,57,-11.4053744875595,0.0189073337206694,pt,jurisdiction,authority,jurisdição,autoridade,jurisdiçãoautoridade
avaliação,588.366478873969,577.764102065183,-0.475616505639216,-0.41317576884012,32.100885852869,23.7392016836783,0.0994654958545024,0.0819103650176674,82,54,0,1,72,49,72,49,0,0,1,1,82,54,0,1,70,48,72,49,0,0,0.972222222222222,0.979591836734694,71,49,-10.6023768087852,0.0624407367990958,pt,observation,evaluation,observação,avaliação,observaçãoavaliação
avó,472.20416363249,630.092288464745,-0.769391029883855,-0.389247226395854,14.8484193006841,39.1842342645975,0.062596489106096,0.123573575834543,58,60,2,1,55,52,55,53,1,0,1,0.981132075471698,59,58,1,3,52,49,56,52,0,1,0.928571428571429,0.942307692307692,55,52,157.888124832255,0.380143803488001,pt,grandfather,grandmother,avô,avó,avôavó
azul,530.604873027124,520.586500092106,-0.57646292044207,-0.667736462844355,35.974949999757,16.2929732550347,0.20420609731451,0.0822103003083545,67,71,0,0,63,61,64,61,0,0,0.984375,1,67,71,0,0,62,58,64,61,0,0,0.96875,0.950819672131147,63,61,-10.018372935018,-0.0912735424022847,pt,brown,blue,castanho,azul,castanhoazul
aço,641.16011110873,664.12000000677,-0.281886872077369,-0.0981792447338103,28.3245057962496,49.3952081681446,0.0944778803155314,0.146822583012515,69,61,0,0,63,54,65,56,0,0,0.969230769230769,0.964285714285714,69,60,0,1,65,55,65,55,0,1,1,1,63,54,22.9598888980407,0.183707627343559,pt,concrete,steel,concreto,aço,concretoaço
bacon,595.819938791304,692.945104161228,-0.258697974291404,0.22005927587693,20.8729702109859,39.1701979741417,0.0946259836000334,0.145386560993612,55,58,1,0,49,48,51,52,0,0,0.96078431372549,0.923076923076923,55,58,1,0,49,29,51,52,0,0,0.96078431372549,0.557692307692308,49,48,97.1251653699236,0.478757250168334,pt,toast,bacon,tosta,bacon,tostabacon
bala,557.104561805029,553.317013723713,-0.50513874381953,-0.58214494330488,15.0522909554637,23.1993762310355,0.0640594596684607,0.0841220527111854,97,74,2,2,90,73,92,73,1,1,0.978260869565217,1,97,74,2,2,80,71,92,73,1,1,0.869565217391304,0.972602739726027,89,73,-3.78754808131623,-0.0770061994853496,pt,caliber,bullet,calibre,bala,calibrebala
banda,601.699123286582,584.94815463688,-0.445276849506685,-0.436914003173743,29.5138612393461,19.1471298854156,0.0853570035159037,0.0730754391712688,81,102,1,2,73,97,74,99,0,0,0.986486486486487,0.97979797979798,81,102,1,2,69,99,74,99,0,0,0.932432432432432,1,73,97,-16.7509686497015,0.00836284633294188,pt,orchestra,band,orquestra,banda,orquestrabanda
banheiro,542.342238096101,544.240477613541,-0.6736959637643,-0.615802543992264,17.6045902327391,25.4115962867041,0.0559565710306231,0.0673126655034684,67,70,0,1,63,67,63,67,0,0,1,1,67,71,0,0,63,63,63,67,0,0,1,0.940298507462687,63,67,1.89823951743949,0.0578934197720361,pt,shower,bathroom,chuveiro,banheiro,chuveirobanheiro
bar,574.58681249504,589.999322013955,-0.517028081670548,-0.463219341106761,34.9142456156716,21.2567033527621,0.121196293376109,0.0786743028673988,65,66,1,0,64,59,64,60,1,0,1,0.983333333333333,66,66,0,0,62,58,65,60,0,0,0.953846153846154,0.966666666666667,64,59,15.4125095189142,0.0538087405637863,pt,club,bar,clube,bar,clubebar
barato,549.118809527158,572.327746475461,-0.654530679356484,-0.596608765915742,21.2029020619326,20.0546916719066,0.0575411795650912,0.0521631804143246,111,76,1,2,105,71,105,71,0,1,1,1,111,76,1,2,103,66,105,71,0,1,0.980952380952381,0.929577464788732,105,71,23.2089369483039,0.0579219134407422,pt,expensive,cheap,caro,barato,carobarato
barba,595.323785709027,609.723152175609,-0.538469583053092,-0.298708038441943,28.2146809200662,36.8271227253042,0.0699876540791455,0.0926369426192808,93,54,2,0,84,46,86,46,0,0,0.976744186046512,1,92,54,3,0,83,43,85,46,1,0,0.976470588235294,0.934782608695652,84,46,14.3993664665823,0.239761544611149,pt,hair,beard,cabelo,barba,cabelobarba
barco,545.917626661344,590.024158735622,-0.534597374128623,-0.500430608836869,26.2560443095828,28.6714997589194,0.131398792468832,0.0845826928119545,83,68,3,2,75,63,75,63,0,0,1,1,83,68,3,2,71,61,75,63,0,0,0.946666666666667,0.968253968253968,75,63,44.1065320742771,0.0341667652917539,pt,submarine,boat,submarino,barco,submarinobarco
basebol,603.439840017039,577.864901965027,-0.224213138611732,-0.471532579406078,43.9588663419375,32.27399222111,0.154775643693132,0.0878518447658159,54,55,3,1,50,51,52,52,1,1,0.961538461538462,0.980769230769231,54,56,3,0,51,53,51,53,2,0,1,1,50,51,-25.5749380520116,-0.247319440794346,pt,stadium,baseball,estádio,basebol,estádiobasebol
batalha,543.488425295871,679.66150313459,-0.640160941777794,-0.0700406305500278,17.5056765874946,41.3444188648032,0.0452420883040227,0.144882502848493,89,57,0,0,87,54,87,55,0,0,1,0.981818181818182,89,57,0,0,86,34,87,55,0,0,0.988505747126437,0.618181818181818,87,54,136.173077838718,0.570120311227766,pt,war,battle,guerra,batalha,guerrabatalha
batalhão,573.197368428137,582.363092098813,-0.479045938365046,-0.392574345216057,17.6217154923615,17.1396763054787,0.0626745199658946,0.0714508730669709,78,92,1,3,76,76,76,81,0,2,1,0.938271604938272,78,94,1,1,66,80,76,83,0,0,0.868421052631579,0.963855421686747,76,76,9.1657236706759,0.0864715931489888,pt,regiment,battalion,regimento,batalhão,regimentobatalhão
batman,710.853409091029,735.639395822995,-0.238702937651627,0.247221106827229,48.7930428971567,57.4280262410514,0.110838237864893,0.240088419656875,73,52,1,0,66,48,67,50,1,0,0.985074626865672,0.96,73,52,1,0,66,49,67,50,1,0,0.985074626865672,0.98,66,48,24.785986731966,0.485924044478855,pt,superman,batman,super-homem,batman,super-homembatman
baunilha,590.283180852781,648.199000003535,-0.477180904341248,-0.127769697213051,18.3090109160309,35.0354721092283,0.0509391845935539,0.105975764471373,102,57,1,0,94,52,98,53,1,0,0.959183673469388,0.981132075471698,103,57,0,0,97,51,99,53,0,0,0.97979797979798,0.962264150943396,94,52,57.9158191507537,0.349411207128197,pt,cinnamon,vanilla,canela,baunilha,canelabaunilha
beco,632.771177419896,719.060233355981,-0.355606592435691,0.00193885390099921,28.8798042525686,36.9573021872725,0.0899456692014305,0.134288583947548,69,67,0,3,62,60,66,64,0,1,0.93939393939394,0.9375,68,68,1,2,64,65,65,65,1,0,0.984615384615385,1,62,60,86.2890559360858,0.35754544633669,pt,corner,alley,canto,beco,cantobeco
beleza,536.533838225659,554.199907209353,-0.745199119554547,-0.631078221502161,19.0836899739688,18.681780492461,0.0475062299626277,0.0612830043075601,76,102,1,0,68,97,68,98,0,0,1,0.989795918367347,76,101,1,1,61,96,68,97,0,1,0.897058823529412,0.989690721649485,68,97,17.6660689836942,0.114120898052386,pt,charm,beauty,charme,beleza,charmebeleza
bilhão,587.008880011025,678.211512812891,-0.408269644924197,-0.00739476521495821,27.5062732300914,50.8108580315747,0.10733563872137,0.189117090608246,57,52,0,1,50,39,53,49,0,1,0.943396226415094,0.795918367346939,57,53,0,0,53,49,53,50,0,0,1,0.98,50,39,91.2026328018658,0.400874879709239,pt,million,billion,milhão,bilhão,milhãobilhão
biologia,618.042179480581,575.369412511307,-0.498234985049999,-0.586564632770092,30.1214064464978,17.4677589850653,0.07041215818132,0.0429001559123494,83,86,0,1,78,80,78,80,0,1,1,1,83,86,0,1,78,78,78,80,0,1,1,0.975,78,80,-42.6727669692748,-0.0883296477200929,pt,chemistry,biology,química,biologia,químicabiologia
biológico,581.29839130643,669.170068960613,-0.473725101372609,-0.295360913438566,17.9112820704232,29.4841691243304,0.0596116380724849,0.0856233380954579,102,64,1,0,92,58,92,58,1,0,1,1,103,64,0,0,92,29,93,58,0,0,0.989247311827957,0.5,92,58,87.8716776541823,0.178364187934043,pt,chemical,biological,químico,biológico,químicobiológico
bochecha,740.10687805611,665.755500007464,-0.0578470530480287,-0.0149343761955841,38.2533805992683,34.370406995503,0.103920107708378,0.119626079310476,94,53,2,5,82,46,84,50,2,2,0.976190476190476,0.92,95,55,1,3,84,50,85,52,1,0,0.988235294117647,0.961538461538462,82,46,-74.3513780486463,0.0429126768524445,pt,lip,cheek,lábio,bochecha,lábiobochecha
bolo,562.11935714086,518.160493519071,-0.565404640813836,-0.715275830122214,27.3032866474992,13.7817957112243,0.0792695522941523,0.0549376040505558,91,83,1,1,84,77,85,78,0,0,0.988235294117647,0.987179487179487,91,83,1,1,82,77,85,78,0,0,0.964705882352941,0.987179487179487,84,77,-43.958863621789,-0.149871189308378,pt,dessert,cake,sobremesa,bolo,sobremesabolo
bolsa,495.85224529464,514.462500005098,-0.683464141411174,-0.643172756823586,13.1906167578108,17.3646895925418,0.0540343196795145,0.0656554629576421,57,58,0,0,53,56,53,56,0,0,1,1,57,58,0,0,52,54,53,56,0,0,0.981132075471698,0.964285714285714,53,56,18.6102547104583,0.0402913845875882,pt,box,bag,caixa,bolsa,caixabolsa
boné,544.512113213979,664.651586650028,-0.509479164121879,-0.258690431566482,23.6531408672993,33.1538406232486,0.086207170501241,0.0883165344148803,65,81,2,1,53,75,55,78,0,0,0.963636363636364,0.961538461538462,65,80,2,2,55,72,55,77,0,1,1,0.935064935064935,53,75,120.139473436048,0.250788732555397,pt,glasses,cap,óculos,boné,óculosboné
boston,771.520033334529,801.152681817037,0.285465598645216,0.541902237917373,38.4820851397402,65.2977231963926,0.135941682746811,0.235978768090012,71,57,1,1,60,22,64,53,0,1,0.9375,0.415094339622642,71,58,1,0,33,51,64,54,0,0,0.515625,0.944444444444444,60,22,29.6326484825075,0.256436639272157,pt,washington,boston,washington,boston,washingtonboston
braço,569.262333333354,558.095488634303,-0.571618759258148,-0.634574973539261,31.5211969446114,17.6004156966164,0.0977709836883684,0.0597209908322828,70,94,1,1,63,88,64,88,0,0,0.984375,1,69,93,2,2,61,85,63,87,1,1,0.968253968253968,0.977011494252874,63,88,-11.166844699051,-0.062956214281113,pt,hand,arm,mão,braço,mãobraço
brinquedo,581.236434205264,590.482256411596,-0.552274907597962,-0.469672949000515,23.5222343250804,27.2938157799687,0.0688325257935484,0.0655989791757002,83,84,3,4,76,78,76,79,0,2,1,0.987341772151899,83,85,3,3,76,79,76,80,0,1,1,0.9875,76,78,9.24582220633192,0.0826019585974465,pt,doll,toy,boneca,brinquedo,bonecabrinquedo
bruxa,555.382209678971,579.663301601062,-0.58162736868066,-0.487411157518446,19.9229785375972,24.7701056542887,0.0605163812113652,0.0722748613638651,70,69,3,1,62,63,63,64,1,1,0.984126984126984,0.984375,70,69,3,1,61,63,63,64,1,1,0.968253968253968,0.984375,62,63,24.2810919220907,0.0942162111622142,pt,curse,witch,maldição,bruxa,maldiçãobruxa
