target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
جوان.1,528.317727276523,544.424333335813,-1.08561647275344,-0.396385240687918,80.4517151900211,65.2758937528073,0.150901145805425,0.399500614570942,11,6,0,0,11,6,11,6,0,0,1,1,11,6,0,0,11,6,11,6,0,0,1,1,11,6,16.10660605929,0.689231232065524,fa,old,young,پیر,جوان,پیرجوان,غیر مجاز
جوان.1,528.317727276523,544.424333335813,-1.08561647275344,-0.396385240687918,80.4517151900211,65.2758937528073,0.150901145805425,0.399500614570942,11,6,0,0,11,6,11,6,0,0,1,1,11,6,0,0,11,6,11,6,0,0,1,1,11,6,16.10660605929,0.689231232065524,fa,old,young,پیر,جوان,پیرجوان,شراب
جواهر,470.715571424741,497.63337499517,-0.804733455544776,-0.877283633641281,25.0818139759852,26.6522674330454,0.103213485439737,0.0692170905423454,7,8,0,0,7,8,7,8,0,0,1,1,7,8,0,0,7,8,7,8,0,0,1,1,7,8,26.9178035704293,-0.0725501780965049,fa,diamond,jewel,الماس,جواهر,الماسجواهر,مستقیم
جویدن,587.319555557873,557.040999973408,-0.38183966450367,-0.470882480568782,36.3024680553165,27.8373320900242,0.153671634783325,0.158224285663578,9,14,0,1,9,13,9,13,0,0,1,1,9,14,0,1,1,13,9,13,0,0,0.111111111111111,1,9,13,-30.278555584465,-0.0890428160651123,fa,swallow,chew,بلع,جویدن,بلعجویدن,قرن
حالت تهوع,599.847714287408,636.384384793977,-0.0256767458073302,-0.280673624571145,34.5058353172904,29.0015913449479,0.234002780901261,0.0875625528635703,14,13,0,0,14,13,14,13,0,0,1,1,14,13,0,0,11,12,14,13,0,0,0.785714285714286,0.923076923076923,14,13,36.5366705065697,-0.254996878763814,fa,diarrhea,nausea,اسهال,حالت تهوع,اسهالحالت تهوع,سخت
حرف زدن,470.594599979026,580.021124995794,-0.91137384481742,-0.459715296143708,22.7443891865844,49.2942686217988,0.0968716760724543,0.205686675885463,16,8,1,1,15,8,15,8,0,1,1,1,16,8,1,1,14,8,15,8,0,1,0.933333333333333,1,15,8,109.426525016768,0.451658548673712,fa,talk,speak,صحبت کردن,حرف زدن,صحبت کردنحرف زدن,سیاره
حرفه ای,511.539250105802,660.762562502892,-0.618836466702447,-0.107573562215111,38.7566014712324,66.7974651685862,0.104066153344991,0.237071773522556,5,16,0,0,4,16,4,16,0,0,1,1,5,16,0,0,3,12,4,16,0,0,0.75,0.75,4,16,149.223312397091,0.511262904487336,fa,amateur,professional,اماتور,حرفه ای,اماتورحرفه ای,تائیدیه
حریف,507.409166721276,544.951749943119,-0.586423358685732,-0.649780270236191,32.0463352789977,23.2606396180017,0.152747831172084,0.0697744278357594,18,13,0,1,18,12,18,12,0,0,1,1,18,13,0,1,18,11,18,12,0,0,1,0.916666666666667,18,12,37.542583221843,-0.0633569115504596,fa,enemy,opponent,دشمن,حریف,دشمنحریف,خراش
حریم شخصی,662.545076927402,681.243666428238,-0.101382665350965,0.0842114422455151,59.1085422558606,112.890601207272,0.225626206007383,0.391138133320357,13,6,2,2,13,6,13,6,1,0,1,1,13,6,2,2,12,5,13,6,1,0,0.923076923076923,0.833333333333333,13,6,18.6985895008365,0.18559410759648,fa,private,privacy,خصوصی,حریم شخصی,خصوصیحریم شخصی,عالیجناب
حساس,547.143444404703,476.759083308183,-0.601773080604902,-0.692202079137318,38.797135178486,32.8123228627114,0.0967635398436964,0.153403455453262,9,14,3,0,9,12,9,12,0,0,1,1,9,14,3,0,9,11,9,12,0,0,1,0.916666666666667,9,12,-70.3843610965203,-0.0904289985324168,fa,delicate,sensitive,ظریف,حساس,ظریفحساس,سیرت
حشره,526.040083271725,663.32524998879,-0.630033267007278,-0.336643792142442,26.1679975014166,89.3883922047392,0.0553868724420016,0.125908487186489,13,12,1,0,12,12,13,12,0,0,0.923076923076923,1,13,12,1,0,13,10,13,12,0,0,1,0.833333333333333,12,12,137.285166717064,0.293389474864836,fa,spider,insect,عنکبوت,حشره,عنکبوتحشره,سفیر
حصار,636.522999988609,685.573583327854,-0.34447072011222,-0.16958850703394,57.6030586241283,59.4143957408185,0.131358400934396,0.225287931946833,11,12,0,1,11,12,11,12,0,0,1,1,11,12,0,1,11,12,11,12,0,0,1,1,11,12,49.0505833392453,0.174882213078281,fa,wall,fence,دیوار,حصار,دیوارحصار,ذوب شدن
حضار,612.141599994482,681.212428502447,-0.309006152909817,-0.233386966657702,62.56292090682,106.104391352163,0.184834019917491,0.277299313271099,17,9,0,1,15,7,16,8,0,0,0.9375,0.875,17,9,0,1,15,8,16,8,0,0,0.9375,1,15,7,69.0708285079651,0.0756191862521145,fa,crowd,audience,جمعیت,حضار,جمعیتحضار,کلید
حضرت,542.45066666224,631.673222301363,-0.539096688983776,-0.390914792641444,32.0999121676664,51.0851799265312,0.140203339689488,0.157341457457368,13,18,0,0,12,18,13,18,0,0,0.923076923076923,1,13,18,0,0,13,18,13,18,0,0,1,1,12,18,89.2225556391228,0.148181896342331,fa,majesty,highness,عالی جناب,حضرت,عالی جنابحضرت,زغال سنگ
حق شناسی,541.393428566092,586.550117664224,-0.6195732031991,-0.368858053424341,46.2448157105266,52.8665083209108,0.163558321473478,0.248248108624668,7,17,1,0,7,17,7,17,1,0,1,1,8,16,0,1,8,16,8,16,0,1,1,1,7,17,45.1566890981318,0.250715149774759,fa,hospitality,gratitude,مهمان نوازی,حق شناسی,مهمان نوازیحق شناسی,نتیجه‌گیری
حقوق,599.644416665685,636.010699998814,-0.383206883290026,-0.244540962637433,95.9908705632026,72.3023267029853,0.250011301746504,0.259107866805763,12,10,0,0,12,10,12,10,0,0,1,1,11,10,1,0,11,10,11,10,1,0,1,1,12,10,36.3662833331285,0.138665920652593,fa,pension,salary,حقوق بازنشستگی,حقوق,حقوق بازنشستگیحقوق,درمان
حماقت,497.663499928332,591.442333331354,-0.778786903344202,-0.304676543954919,37.330020347326,49.4692028043944,0.132295732017986,0.179468197404923,6,10,0,0,6,9,6,9,0,0,1,1,6,10,0,0,6,9,6,9,0,0,1,1,6,9,93.7788334030225,0.474110359389283,fa,madness,stupidity,جنون,حماقت,جنونحماقت,متن
حمام,504.15787497929,673.442833382114,-0.83743672419268,-0.298716659764712,30.8544688333512,77.5504876954784,0.0911861109214094,0.173705216772204,9,12,0,2,8,12,8,12,0,0,1,1,8,12,1,2,7,12,7,12,1,0,1,1,8,12,169.284958402825,0.538720064427968,fa,shower,bathroom,دوش,حمام,دوشحمام,بنای تاریخی
حمله,572.810923083394,636.041500157265,-0.342927499698962,-0.363983945149335,43.3729239237924,87.6595345697077,0.237330977952648,0.300379501760819,13,14,1,1,13,14,13,14,1,1,1,1,13,14,1,1,10,14,13,14,1,1,0.769230769230769,1,13,14,63.2305770738708,-0.0210564454503731,fa,invasion,attack,تهاجم,حمله,تهاجمحمله,نظر
حمله کننده,549.253749903182,686.306333299454,-0.457207517622686,-0.392950304646435,23.039185889815,93.8366225273657,0.149340528284828,0.226277955401749,9,12,0,0,8,12,8,12,0,0,1,1,8,12,1,0,8,11,8,12,0,0,1,0.916666666666667,8,12,137.052583396272,0.0642572129762503,fa,victim,attacker,قربانی,حمله کننده,قربانیحمله کننده,کنفرانس
حوله,741.17718191701,623.644357103994,-0.166144841907395,-0.232941001269966,121.18027290356,49.7006322051284,0.543431355359759,0.212101891165544,11,14,0,0,11,14,11,14,0,0,1,1,11,14,0,0,9,14,11,14,0,0,0.818181818181818,1,11,14,-117.532824813016,-0.0667961593625712,fa,blanket,towel,پتو,حوله,پتوحوله,نیروی دریایی
حیوان,493.556818204847,550.477333341939,-0.847829188464742,-0.669226121318296,25.6980503751119,30.1791414639949,0.107568542021617,0.102444066975319,12,20,0,1,11,18,12,18,0,0,0.916666666666667,1,12,20,0,1,9,18,12,18,0,0,0.75,1,11,18,56.9205151370921,0.178603067146446,fa,beast,animal,جانور,حیوان,جانورحیوان,تبریک گفتن
خائن,663.856583299072,632.659285714309,-0.111456723916129,-0.37659526486632,36.450167991073,56.437600904769,0.186906176069107,0.12132417282758,12,8,1,0,12,7,12,8,0,0,1,0.875,12,8,1,0,12,8,12,8,0,0,1,1,12,7,-31.1972975847624,-0.265138540950191,fa,spy,traitor,جاسوس,خائن,جاسوسخائن,تبلیغات
خارجی,540.434200008637,534.341578950349,-0.64457639684374,-0.458419292303762,39.9537842028202,38.3645705356379,0.146256883641291,0.18417543377627,20,19,1,0,20,19,20,19,0,0,1,1,20,19,1,0,20,18,20,19,0,0,1,0.947368421052632,20,19,-6.09262105828816,0.186157104539978,fa,internal,external,داخلی,خارجی,داخلیخارجی,زنگ زدن
خارق العاده,640.611923088861,681.556263003855,-0.239607221296498,-0.0527698586711572,53.3846926853337,64.7447234197008,0.217597343879994,0.273266026961768,13,20,1,1,13,19,13,20,0,1,1,0.95,13,20,1,1,13,20,13,20,0,1,1,1,13,19,40.9443399149937,0.18683736262534,fa,wonderful,fantastic,شگفت انگیز,خارق العاده,شگفت انگیزخارق العاده,نامزدی
خانواده,518.135166638836,516.837999994836,-0.586186524837956,-0.720853762312472,73.6931029427642,36.3610729712562,0.334222094613799,0.101978183496992,6,15,0,0,6,15,6,15,0,0,1,1,6,15,0,0,6,15,6,15,0,0,1,1,6,15,-1.29716664400087,-0.134667237474516,fa,clan,family,قبیله,خانواده,قبیلهخانواده,هوا
خاکی,675.821874721361,534.796333348228,-0.24571815220002,-0.483101721261587,43.7921727502161,30.078010047789,0.153361988787895,0.101282453155871,8,6,0,0,8,6,8,6,0,0,1,1,8,6,0,0,8,6,8,6,0,0,1,1,8,6,-141.025541373133,-0.237383569061567,fa,rusty,dusty,زنگ زده,خاکی,زنگ زدهخاکی,پایین تر
خدا حافظ,526.981857146469,667.949800003752,-0.491024769796857,-0.247396584987145,46.0369299451243,69.4469846926726,0.271027761020807,0.209279947221347,9,11,0,0,7,10,8,11,0,0,0.875,0.909090909090909,9,11,0,0,8,11,8,11,0,0,1,1,7,10,140.967942857283,0.243628184809711,fa,hello,bye,سلام,خدا حافظ,سلامخدا حافظ,کلیه
خدمتکار,527.569181814218,766.216250021294,-0.81687101337574,0.338181315118441,34.9168167644222,133.172072754912,0.0836117652004373,0.542012304929371,12,18,1,2,11,16,12,17,0,1,0.916666666666667,0.941176470588235,12,18,1,2,10,17,12,17,0,1,0.833333333333333,1,11,16,238.647068207076,1.15505232849418,fa,nanny,maid,دایه,خدمتکار,دایهخدمتکار,افریقا
خدمتگزار,691.662923063523,722.445687489178,-0.190988549386971,0.131212014765358,70.5208606698322,54.0812159698803,0.165100051000304,0.22033535712563,13,17,2,1,13,16,13,16,1,0,1,1,13,17,2,1,13,15,13,16,1,0,1,0.9375,13,16,30.7827644256542,0.322200564152329,fa,slave,servant,برده,خدمتگزار,بردهخدمتگزار,درست کردن
خرابکاری,575.170466658308,559.109250059631,-0.461343780597087,-0.425856185274189,26.6870162226328,30.6867228003491,0.129026363591561,0.117099097436441,17,16,0,0,15,16,15,16,0,0,1,1,17,16,0,0,13,16,15,16,0,0,0.866666666666667,1,15,16,-16.0612165986767,0.0354875953228976,fa,espionage,sabotage,جاسوسی,خرابکاری,جاسوسیخرابکاری,چرت زدن
خرج کردن,623.188055513643,566.4462499756,-0.359474427611182,-0.460402460051193,47.4708419902639,77.1850151864591,0.17629736222634,0.208183140685678,19,12,0,0,18,12,18,12,0,0,1,1,19,12,0,0,18,12,18,12,0,0,1,1,18,12,-56.7418055380427,-0.100928032440012,fa,waste,spend,هدر دادن,خرج کردن,هدر دادنخرج کردن,اشتیاق
خروج,632.171437529009,937.033000047682,-0.315726230937532,0.559852098205152,50.905336891448,,0.161524510182105,,16,1,0,0,16,1,16,1,0,0,1,1,16,1,0,0,16,1,16,1,0,0,1,1,16,1,304.861562518673,0.875578329142684,fa,arrival,departure,ورود,خروج,ورودخروج,گوشت خوک
خرچنگ,668.830083494283,621.535999893564,0.0633410726558558,-0.398798151447934,72.2125923143202,20.5755981740576,0.328150731765248,0.0861989720549309,12,17,0,0,12,14,12,15,0,0,1,0.933333333333333,10,17,2,0,9,15,10,15,2,0,0.9,1,12,14,-47.2940836007189,-0.46213922410379,fa,tuna,lobster,ماهی تن,خرچنگ,ماهی تنخرچنگ,قرآن
خرگوش,549.332875023829,522.762363726595,-0.657981043042078,-0.501472647055864,54.7213767864478,24.9165649410504,0.160191468061443,0.0963660336668797,9,13,0,0,8,11,8,12,0,0,1,0.916666666666667,9,13,0,0,8,11,8,12,0,0,1,0.916666666666667,8,11,-26.570511297234,0.156508395986213,fa,fox,rabbit,روباه,خرگوش,روباهخرگوش,رادیو
خریدار,520.589625008393,495.704600039052,-0.659336012703629,-0.697193046218403,25.7411421400326,30.9935992044785,0.102165987699595,0.164289297234508,16,10,0,1,16,10,16,10,0,0,1,1,16,10,0,1,15,10,16,10,0,0,0.9375,1,16,10,-24.8850249693417,-0.0378570335147743,fa,seller,buyer,فروشنده,خریدار,فروشندهخریدار,پوست
خشمگین,563.332000011395,554.872250004797,-0.600476451773469,-0.444615957835067,60.4845302960543,53.4206985941315,0.23981090143911,0.210233787662407,11,16,1,0,10,16,10,16,0,0,1,1,11,16,1,0,9,16,10,16,0,0,0.9,1,10,16,-8.45975000659791,0.155860493938402,fa,jealous,angry,حسود,خشمگین,حسودخشمگین,قطعه
خطبه,648.927833354354,645.256066656927,-0.180080670275447,-0.0718310379149285,33.7309130699455,35.8413956507787,0.150119924456983,0.143235964311769,21,17,0,0,18,15,20,16,0,0,0.9,0.9375,21,17,0,0,20,15,20,16,0,0,1,0.9375,18,15,-3.67176669742685,0.108249632360519,fa,speech,sermon,سخن,خطبه,سخنخطبه,مکیدن
خطر,513.847299997194,815.669272722141,-0.62284070831587,0.613564209564037,60.7633350913991,194.590611627885,0.111349194987263,0.746176655141466,10,11,0,0,10,11,10,11,0,0,1,1,10,11,0,0,9,11,10,11,0,0,0.9,1,10,11,301.821972724947,1.23640491787991,fa,risk,danger,ریسک,خطر,ریسکخطر,نوروز
خطرناک,533.309181821981,520.310250001308,-0.662550872161838,-0.803896589347158,34.8195076465103,36.0663053075624,0.0948585935089219,0.115296999225134,11,6,0,1,11,4,11,4,0,0,1,1,11,6,0,1,10,4,11,4,0,0,0.909090909090909,1,11,4,-12.9989318206729,-0.14134571718532,fa,risky,dangerous,مخاطره‌ آمیز,خطرناک,مخاطره‌ آمیزخطرناک,طلاق
خلاقیت,517.695625021203,709.908583337307,-0.616990912523699,-0.214298793983706,27.8491384242665,122.167276165034,0.138021099917516,0.330962791031411,24,13,2,0,24,12,24,12,1,0,1,1,24,13,2,0,24,10,24,12,1,0,1,0.833333333333333,24,12,192.212958316105,0.402692118539993,fa,imagination,creativity,خیال پردازی,خلاقیت,خیال پردازیخلاقیت,آمپول
خلبان,568.321791680075,701.709473714874,-0.534962651940703,-0.160029922906091,30.8847426996965,78.5075943641108,0.102879762668179,0.156901129181127,24,19,0,0,24,19,24,19,0,0,1,1,24,19,0,0,24,16,24,19,0,0,1,0.842105263157895,24,19,133.387682034798,0.374932729034612,fa,astronaut,pilot,فضانورد,خلبان,فضانوردخلبان,سزار
خنده,515.67762499096,520.426499993397,-0.762454626350793,-0.620155018589072,28.988764777326,30.524342649899,0.124873083856334,0.127118261142324,9,15,1,0,8,14,8,14,0,0,1,1,9,15,1,0,8,13,8,14,0,0,1,0.928571428571429,8,14,4.7488750024371,0.142299607761721,fa,smile,laugh,لبخند,خنده,لبخندخنده,امپراتوری
خنگ,491.622250028493,753.422571440477,-0.813998480291792,-0.209390893900012,27.8425105498828,198.299041386874,0.109082878732983,0.215798034500147,10,7,0,1,8,7,8,7,0,0,1,1,10,7,0,1,7,5,8,7,0,0,0.875,0.714285714285714,8,7,261.800321411984,0.604607586391781,fa,fool,idiot,احمق,خنگ,احمقخنگ,پوند
خواب,526.571666668654,537.442181786207,-0.668041942447654,-0.59605363716616,31.96929404105,34.8630543990977,0.0990052976221774,0.153537939762889,6,11,0,2,6,11,6,11,0,1,1,1,6,11,0,2,6,11,6,11,0,1,1,1,6,11,10.8705151175533,0.0719883052814939,fa,rest,sleep,استراحت,خواب,استراحتخواب,طاعون
خواهرزاده,587.715666673045,624.733687518319,-0.396471867355656,-0.204270393332022,38.7755965505303,45.4003883105574,0.180653318477364,0.127898694089832,15,18,1,2,15,16,15,16,0,1,1,1,15,18,1,2,15,16,15,16,0,1,1,1,15,16,37.0180208452738,0.192201474023634,fa,grandson,nephew,نوه,خواهرزاده,نوهخواهرزاده,مدنی
خود خواه,649.128032254555,590.913333341308,-0.198777604853067,-0.441970670711201,49.6911603579828,60.2537218886655,0.167534569400296,0.186640479516875,31,9,0,0,31,9,31,9,0,0,1,1,31,9,0,0,30,9,31,9,0,0,0.967741935483871,1,31,9,-58.2146989132464,-0.243193065858133,fa,stubborn,selfish,یک دنده,خود خواه,یک دندهخود خواه,آهن
خودکار,738.922249990341,535.305666626524,-0.356985840703116,-0.657009667902098,186.970509553333,36.0762528478229,0.434427721668854,0.149556019851131,9,16,0,2,8,15,8,15,0,0,1,1,9,16,0,2,8,15,8,15,0,0,1,1,8,15,-203.616583363817,-0.300023827198982,fa,paper,pen,کاغذ,خودکار,کاغذخودکار,دریایی
خوردن,637.727833294111,608.28258334089,-0.233131523729645,-0.484730536330211,86.7849285754393,35.2315613103128,0.24979359453004,0.119230028626688,6,12,1,1,6,12,6,12,0,1,1,1,6,12,1,1,6,12,6,12,0,1,1,1,6,12,-29.4452499532212,-0.251599012600566,fa,feed,eat,خوراندن,خوردن,خوراندنخوردن,خون
خوشحال,534.438428422842,630.987374990945,-0.668513944932127,-0.282844734098175,30.5844870614095,90.0397935227917,0.106648350133268,0.308209692000736,15,16,1,1,14,16,14,16,0,0,1,1,15,16,1,1,14,16,14,16,0,0,1,1,14,16,96.5489465681038,0.385669210833951,fa,satisfied,happy,راضی,خوشحال,راضیخوشحال,الکل
خوشمزه,596.95210003264,569.070769050603,-0.577931457232749,-0.534451110706441,60.3961337038471,27.867889150949,0.139703627138058,0.106594929394879,11,13,0,1,10,13,10,13,0,0,1,1,11,13,0,1,10,12,10,13,0,0,1,0.923076923076923,10,13,-27.8813309820375,0.0434803465263075,fa,tasty,delicious,خوش طعم,خوشمزه,خوش طعمخوشمزه,مخالف
خون آشام,631.660111134953,626.21499997616,-0.303738031681744,-0.503688282656027,29.0346900885654,115.242999976151,0.154572658327171,0.0101144335565022,9,2,0,0,9,2,9,2,0,0,1,1,9,2,0,0,8,2,9,2,0,0,0.888888888888889,1,9,2,-5.4451111587922,-0.199950250974284,fa,zombie,vampire,زامبی,خون آشام,زامبیخون آشام,صحبت کردن
خوک,518.506076855057,591.232461533223,-0.59679045539052,-0.353472507725186,36.2485023387811,35.7233288208542,0.148347412531556,0.15817424836639,13,13,0,1,13,13,13,13,0,1,1,1,13,12,0,2,12,12,13,12,0,2,0.923076923076923,1,13,13,72.726384678166,0.243317947665334,fa,cow,pig,گاو,خوک,گاوخوک,ظرفیت
خیابان,543.132857210533,584.568111058804,-0.637921048263041,-0.417604171915105,46.0327276233699,61.7608009221273,0.158637378174477,0.261540855626479,14,9,0,1,14,9,14,9,0,0,1,1,14,9,0,1,14,8,14,9,0,0,1,0.888888888888889,14,9,41.4352538482705,0.220316876347936,fa,avenue,street,خیابان اصلی,خیابان,خیابان اصلیخیابان,عمل کردن
خیلی,536.091624995948,602.569999997384,-0.813922931953642,-0.37436477956293,39.6324761752734,65.8273029323977,0.143539626038713,0.139750816893672,18,8,0,0,16,8,16,8,0,0,1,1,18,8,0,0,16,8,16,8,0,0,1,1,16,8,66.4783750014358,0.439558152390712,fa,extremely,very,بسیار,خیلی,بسیارخیلی,فشار دادن
دائماً,495.857111088582,664.573692308829,-0.645665809040156,-0.231146138876346,30.9104600843149,69.2170134888137,0.0888894879955173,0.219136639530862,10,13,1,2,9,13,10,13,0,0,0.9,1,10,13,1,2,10,13,10,13,0,0,1,1,9,13,168.716581220246,0.41451967016381,fa,always,constantly,همیشه,دائماً,همیشهدائماً,مسخره
داخل,565.830375166439,526.750692314571,-0.621947493958045,-0.619609840038664,79.6495461247728,25.0942902401763,0.289426021278728,0.0983678896722316,9,13,0,0,8,13,8,13,0,0,1,1,8,13,1,0,7,13,7,13,1,0,1,1,8,13,-39.0796828518676,0.00233765391938134,fa,outside,inside,خارج,داخل,خارجداخل,توهین
دادستان,550.481099895766,588.702785702381,-0.405948030371727,-0.311318104914182,40.7658860383451,98.4578913908263,0.202150128266564,0.344855916560223,10,15,0,1,10,14,10,14,0,0,1,1,10,15,0,1,9,12,10,14,0,0,0.9,0.857142857142857,10,14,38.2216858066153,0.0946299254575453,fa,lawyer,prosecutor,وکیل,دادستان,وکیلدادستان,کنترل
