target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ur_cue,ur_target,ur_word_combo
ثبوت,691.699842093348,754.656961481371,-0.603312452797021,-0.458125655411028,57.993148215247,83.546138620584,0.16142421584439,0.184631722151705,31,50,0,4,19,26,19,27,0,0,1,0.962962962962963,30,50,1,4,18,27,19,27,0,0,0.947368421052632,1,19,26,62.9571193880228,0.145186797385993,ur,evidence,proof,شہادت,ثبوت,شہادتثبوت
جادوگر,682.884166641972,597.406565178716,-0.640553851198684,-0.680800950243193,52.1298384785037,26.3521798426833,0.129455812107349,0.0695130557403513,51,42,1,0,30,23,30,24,0,0,1,0.958333333333333,50,42,2,0,29,23,29,24,1,0,1,0.958333333333333,30,23,-85.4776014632561,-0.0402470990445092,ur,magic,wizard,جادو,جادوگر,جادوجادوگر
جاری رکھنا,611.298999946383,757.311272710911,-0.583387942615055,-0.354253516744327,55.2329159131477,64.3792394016971,0.185150940113069,0.121545485399387,22,26,2,2,8,12,9,13,1,0,0.888888888888889,0.923076923076923,22,26,2,2,8,10,9,12,1,1,0.888888888888889,0.833333333333333,8,11,146.012272764528,0.229134425870727,ur,proceed,continue,آگے بڑھنا,جاری رکھنا,آگے بڑھناجاری رکھنا
جاسوس,643.39672222772,684.875583322986,-0.554821314460027,-0.649369981755501,45.0072187610695,51.1247808946155,0.140934253502916,0.190177518912513,36,28,1,1,18,12,19,12,0,0,0.947368421052632,1,36,28,1,1,18,11,19,12,0,0,0.947368421052632,0.916666666666667,18,12,41.4788610952658,-0.094548667295474,ur,agent,detective,ایجنٹ,جاسوس,ایجنٹجاسوس
جان بوجھ کر,818.169818180518,883.188681846551,-0.318173977183393,-0.119954104956123,64.9442494896112,51.8864171634151,0.104016216692149,0.112567515824048,44,37,3,1,22,22,22,23,0,0,1,0.956521739130435,44,38,3,0,21,21,22,23,0,0,0.954545454545455,0.91304347826087,22,22,65.0188636660325,0.19821987222727,ur,accidentally,intentionally,حادثاتی طورپر,جان بوجھ کر,حادثاتی طورپرجان بوجھ کر
جانا,696.227812433237,644.546360009108,-0.82041146599514,-0.777054210987097,44.0086180102896,36.7430364603726,0.0906915346154761,0.0707930627902648,40,45,0,1,16,25,16,26,0,0,1,0.961538461538462,40,45,0,1,16,25,16,25,0,1,1,1,16,25,-51.6814524241287,0.0433572550080431,ur,enter,go,داخل ہونا,جانا,داخل ہوناجانا
جانتا تھا,859.326263145944,1035.99896000605,-0.0105873037948708,0.28789350464794,74.7884232554169,92.4215949268509,0.202707743150431,0.255301723771464,32,50,0,1,19,25,19,26,0,0,1,0.961538461538462,32,51,0,0,19,18,19,26,0,0,1,0.692307692307692,19,25,176.672696860103,0.298480808442811,ur,recognize,knew,تسلیم کرنا,جانتا تھا,تسلیم کرناجانتا تھا
جاننا,700.800439985555,757.331833292951,-0.746403536663791,-0.442174579954673,43.7006863175877,84.540662050949,0.0875899291324688,0.193895194657724,45,45,2,0,25,24,25,25,0,0,1,0.96,45,45,2,0,22,23,25,25,0,0,0.88,0.92,25,24,56.531393307396,0.304228956709118,ur,now,know,ابھی,جاننا,ابھیجاننا
جانور,646.252444410156,706.552206891916,-0.641738397620807,-0.580795458005287,32.6658375667051,61.2182551234158,0.0897720486352495,0.118029987093172,46,50,1,1,18,29,19,29,0,0,0.947368421052632,1,45,49,2,2,17,28,19,28,0,1,0.894736842105263,1,18,29,60.2997624817594,0.0609429396155193,ur,beast,animal,درندہ,جانور,درندہجانور
جج,682.200954487079,775.547333298387,-0.68037772415555,-0.479131845892212,46.7993149065749,60.7925191110106,0.113131259889621,0.133518498210778,53,31,1,2,22,15,22,15,0,1,1,1,53,32,1,1,21,16,22,16,0,0,0.954545454545455,1,22,15,93.3463788113078,0.201245878263338,ur,court,judge,عدالت,جج,عدالتجج
جذباتی,591.438119991347,655.54703027295,-0.734690023503214,-0.642568943981352,36.9123555628314,38.73886687843,0.081656961666476,0.104097275742053,37,55,0,0,25,33,25,33,0,0,1,1,37,55,0,0,25,31,25,33,0,0,1,0.93939393939394,25,33,64.1089102816024,0.0921210795218617,ur,mental,emotional,دماغی,جذباتی,دماغیجذباتی
جذبہ,630.004809517542,652.650096748075,-0.721570482659097,-0.661343863238984,69.6543326051293,32.0122924457705,0.238924437272769,0.0643910895536721,43,50,4,1,21,31,21,32,1,0,1,0.96875,43,50,4,1,17,27,21,32,1,0,0.80952380952381,0.84375,21,31,22.6452872305327,0.0602266194201128,ur,enthusiasm,passion,ولولہ,جذبہ,ولولہجذبہ
جراحی قینچی,1474.99471422827,2011.63474994338,1.6359719408308,2.51326657763193,126.890590587897,251.760928258201,0.325406085758551,0.458685695896551,50,28,3,4,14,8,30,19,1,2,0.466666666666667,0.421052631578947,51,31,2,1,27,18,30,21,1,0,0.9,0.857142857142857,14,8,536.640035715107,0.877294636801137,ur,capsule,probe,کیپسول,جراحی قینچی,کیپسولجراحی قینچی
جرم,623.227999988421,636.226416688829,-0.875021738326164,-0.755977536164274,35.0306541911318,38.3915370147044,0.0844028393980768,0.0833821023484013,49,50,1,1,32,24,33,25,0,0,0.96969696969697,0.96,49,50,1,1,33,20,33,25,0,0,1,0.8,32,24,12.9984167004084,0.119044202161891,ur,sin,crime,گناہ,جرم,گناہجرم
جسمانی,635.710000008283,663.39923810456,-0.687600246462222,-0.774486963806552,36.9349011579645,30.7908500657155,0.101051045174614,0.0580321269716367,33,34,1,1,18,21,18,22,0,0,1,0.954545454545455,33,34,1,1,18,20,18,22,0,0,1,0.909090909090909,18,21,27.6892380962771,-0.0868867173443305,ur,sexual,physical,جنسی,جسمانی,جنسیجسمانی
جلدی جلدی,607.576666723461,860.900285825523,-0.826642741499199,-0.322660353497157,31.7903976375493,84.4130206567665,0.0620595746301063,0.162530203766065,48,36,1,2,30,21,31,21,0,0,0.967741935483871,1,48,37,1,1,30,19,31,21,0,0,0.967741935483871,0.904761904761905,30,21,253.323619102062,0.503982388002042,ur,slowly,quickly,آہستہ آہستہ,جلدی جلدی,آہستہ آہستہجلدی جلدی
جما ہوا,610.418399953467,865.537840048725,-0.709851894264747,-0.147276418805032,29.9201424413932,48.265312158581,0.070723819875814,0.119249481161598,36,42,1,0,10,25,10,26,0,0,1,0.961538461538462,35,42,2,0,10,22,10,26,0,0,1,0.846153846153846,10,25,255.119440095258,0.562575475459715,ur,melt,freeze,پگھلا ہوا,جما ہوا,پگھلا ہواجما ہوا
جملہ,667.666999986794,562.226624943609,-0.678290522259155,-0.801584557670308,38.6731534879268,23.2266639940106,0.0692963539481331,0.0675459334286523,31,54,2,0,14,32,16,32,1,0,0.875,1,32,54,1,0,15,30,17,32,0,0,0.88235294117647,0.9375,14,32,-105.440375043186,-0.123294035411153,ur,dictionary,phrase,ڈکشنری,جملہ,ڈکشنریجملہ
جمہوریت,916.099249987321,737.18443477904,-0.329240496807871,-0.529984139875331,112.203898518343,42.8403969476403,0.200285036762421,0.134352887879381,34,44,1,4,16,23,16,23,0,0,1,1,34,45,1,3,16,23,16,23,0,0,1,1,16,23,-178.91481520828,-0.200743643067461,ur,freedom,democracy,آزادی,جمہوریت,آزادیجمہوریت
جنازہ,615.768439986219,626.617620701818,-0.731955300611543,-0.752278085754463,59.0810772128136,21.7931872939808,0.126689814106354,0.0665485437572462,42,45,2,1,25,29,25,29,0,0,1,1,42,46,2,0,23,28,25,29,0,0,0.92,0.96551724137931,25,29,10.8491807155989,-0.0203227851429192,ur,coffin,funeral,تابوت,جنازہ,تابوتجنازہ
جنگ کا میدان,1009.1334814872,909.845210512759,0.120912077791721,0.0873642687164531,102.571709633834,60.6319559721191,0.239892977047516,0.16997774402845,44,31,1,0,27,19,28,19,0,0,0.964285714285714,1,44,30,1,1,20,19,28,19,0,0,0.714285714285714,1,27,19,-99.2882709744375,-0.0335478090752679,ur,arena,battlefield,اکھاڑہ,جنگ کا میدان,اکھاڑہجنگ کا میدان
جنگجو,907.440263158722,1036.17249999124,0.00720591849785639,0.217780400841227,102.277683757397,72.2089883777327,0.231151474686899,0.15044648455931,36,52,1,2,19,28,21,31,0,0,0.904761904761905,0.903225806451613,37,52,0,2,21,30,21,31,0,0,1,0.967741935483871,19,28,128.732236832516,0.210574482343371,ur,girl,boy,بہادر,جنگجو,بہادرجنگجو
جنگجو.1,879.618357136043,859.750722204133,-0.212057534730932,-0.0646988239011293,78.566188122418,52.3454433304148,0.16011003980929,0.141728770869827,19,38,3,3,14,18,17,25,0,1,0.823529411764706,0.72,19,39,3,2,17,25,17,25,0,1,1,1,14,18,-19.8676349319097,0.147358710829803,ur,soldier,warrior,فوجی,جنگجو,فوجیجنگجو
جنگل,850.724821398902,789.643705883232,-0.176496964714688,-0.526799617572342,70.5894888365342,98.2289960639449,0.144985318300933,0.150781632716454,50,36,0,2,28,17,28,17,0,0,1,1,49,37,1,1,17,17,28,17,0,0,0.607142857142857,1,28,17,-61.0811155156704,-0.350302652857654,ur,jungle,forest,فارسٹ,جنگل,فارسٹجنگل
جواب,613.422045477285,772.526500014872,-0.816523681565062,-0.382442387453077,64.4057349658375,136.019965224174,0.155206481838153,0.342655701249312,35,32,1,0,22,16,22,16,0,0,1,1,34,32,2,0,22,16,22,16,0,0,1,1,22,16,159.104454537587,0.434081294111985,ur,answer,reply,جواب دینا,جواب,جواب دیناجواب
جوان,578.410400103267,647.529727213116,-0.968589247825206,-0.738114063721045,54.4288200872936,51.8284233734216,0.100512690350903,0.132112887490146,33,47,0,0,20,22,21,23,0,0,0.952380952380952,0.956521739130435,33,47,0,0,21,21,21,23,0,0,1,0.91304347826087,20,22,69.1193271098498,0.230475184104161,ur,old,young,بوڑھا,جوان,بوڑھاجوان
جوتا,640.30474998921,610.126034429318,-0.781852065297881,-0.670286414182065,37.6458301055535,28.2495989846485,0.0730249084563831,0.0860881146335065,36,49,0,1,24,29,24,29,0,0,1,1,36,49,0,1,22,29,24,29,0,0,0.916666666666667,1,24,29,-30.1787155598925,0.111565651115816,ur,boot,shoe,بوٹ,جوتا,بوٹجوتا
جولائی,708.893681781755,722.34345712721,-0.616490914246637,-0.551991486901606,76.8422435834958,39.166686508474,0.11424100879859,0.0804087247277252,46,55,1,3,22,35,22,35,0,0,1,1,44,56,3,2,20,30,22,35,0,0,0.909090909090909,0.857142857142857,22,35,13.4497753454546,0.0644994273450308,ur,june,july,جون,جولائی,جونجولائی
جولیٹ,757.344846095017,1148.18471430868,-0.466162567454831,0.749909841957841,45.5699492500067,112.384212168206,0.120091669167519,0.351355474787793,24,42,0,2,13,21,14,27,0,1,0.928571428571429,0.777777777777778,24,44,0,0,9,26,14,28,0,0,0.642857142857143,0.928571428571429,13,21,390.839868213659,1.21607240941267,ur,romeo,juliet,رومیو,جولیٹ,رومیوجولیٹ
جونیئر,742.776454555831,903.461449979188,-0.462157166713155,-0.176224329760613,68.4680887175851,102.529250777674,0.141508746261851,0.190060595563036,43,37,2,5,22,20,23,24,0,2,0.956521739130435,0.833333333333333,41,40,4,2,19,26,22,26,1,0,0.863636363636364,1,22,20,160.684995423357,0.285932836952542,ur,senior,junior,سینئر,جونیئر,سینئرجونیئر
جگر,775.203499981615,791.061038432427,-0.632012141195709,-0.387049820616557,87.2136475649794,52.4953970924894,0.185687591011231,0.105760365730232,29,50,2,0,20,26,20,27,1,0,1,0.962962962962963,30,50,1,0,17,5,20,27,1,0,0.85,0.185185185185185,20,26,15.8575384508118,0.244962320579151,ur,kidney,liver,گردہ,جگر,گردہجگر
جھازراں,1233.22350000915,1371.01500000028,1.27420762595364,1.22904379949694,140.059939036815,,0.373013820099864,,42,31,3,3,12,1,27,16,1,2,0.444444444444444,0.0625,44,34,1,0,28,17,28,18,0,0,1,0.944444444444444,12,1,137.791499991135,-0.0451638264567016,ur,pirate,sailor,سمندری ڈاکو,جھازراں,سمندری ڈاکوجھازراں
جھوٹا,538.463666637522,858.410866666944,-0.892093691770831,-0.183106885785488,21.2784060460475,141.514720004835,0.0761520226135605,0.315404147041718,33,34,1,1,18,15,18,16,0,0,1,0.9375,33,34,1,1,18,11,18,16,0,0,1,0.6875,18,15,319.947200029422,0.708986805985343,ur,lie,liar,جھوٹ,جھوٹا,جھوٹجھوٹا
جھڑپ,852.425181766125,1057.60499997466,-0.349330258185301,0.185346971472912,113.491038950478,88.2820735453025,0.118435125758688,0.170015189194484,21,48,1,2,11,24,11,33,0,0,1,0.727272727272727,21,46,1,4,10,31,11,32,0,1,0.909090909090909,0.96875,11,24,205.179818208533,0.534677229658213,ur,combat,fight,لڑائی,جھڑپ,لڑائیجھڑپ
جھگڑا,810.459318162594,979.956999998598,-0.36721664286422,-0.160306056420931,67.6230138272957,137.438526129581,0.1571874574083,0.252156871712177,36,45,2,1,22,25,22,26,0,0,1,0.961538461538462,37,45,1,1,19,22,22,26,0,0,0.863636363636364,0.846153846153846,22,25,169.497681836003,0.206910586443289,ur,conflict,dispute,تنازعہ,جھگڑا,تنازعہجھگڑا
جھیل,641.317722216448,709.482349989255,-0.616552037628538,-0.439886812034633,42.9175384959502,40.4175067543812,0.141115024007314,0.166163771909331,38,40,0,2,18,20,18,22,0,0,1,0.909090909090909,36,40,2,2,18,21,18,22,0,0,1,0.954545454545455,18,20,68.1646277728072,0.176665225593905,ur,river,lake,دریا,جھیل,دریاجھیل
جھینگا مچھلی,1281.2190000053,1529.85356242322,0.680860713421736,1.67715702378528,223.922654974545,106.234771901786,0.344888940456803,0.144509246706699,19,45,1,2,9,16,9,22,0,1,1,0.727272727272727,19,45,1,2,7,19,9,23,0,0,0.777777777777778,0.826086956521739,9,16,248.634562417921,0.996296310363547,ur,tuna,lobster,بام مچھلی,جھینگا مچھلی,بام مچھلیجھینگا مچھلی
جہاز,670.788520064144,588.802129013668,-0.726142209808812,-0.817135866934415,62.5466043807232,28.3577259956256,0.0923497367320813,0.0739963358649064,39,50,0,1,25,31,26,31,0,0,0.961538461538462,1,39,50,0,1,19,30,26,31,0,0,0.730769230769231,0.967741935483871,25,31,-81.9863910504761,-0.0909936571256025,ur,crew,ship,ملاح,جہاز,ملاحجہاز
جہازکا سامان,1078.93923076008,1047.60978573733,0.42622228367479,0.161998278772861,168.181437960575,78.8574812441356,0.260188953368072,0.168466807379562,26,34,0,0,13,14,14,14,0,0,0.928571428571429,1,25,34,1,0,11,14,14,14,0,0,0.785714285714286,1,13,14,-31.3294450227461,-0.264224004901929,ur,load,cargo,مال اسباب,جہازکا سامان,مال اسبابجہازکا سامان
جہنم,644.093709690216,722.015551702629,-0.721976545400323,-0.452713587256394,41.7421595479746,29.7226862635685,0.108715923245027,0.0894145027374144,59,51,2,2,31,29,31,29,0,0,1,1,59,51,2,2,27,29,30,29,1,0,0.9,1,31,29,77.9218420124129,0.269262958143929,ur,paradise,hell,جنت,جہنم,جنتجہنم
جی ہاں,639.352473697647,599.941736846358,-0.797033776229158,-0.784883230915701,61.2992715286174,31.2950441340201,0.147051222767282,0.0680097505378772,48,37,0,0,19,19,20,19,0,0,0.95,1,48,35,0,2,18,19,20,19,0,0,0.9,1,19,19,-39.4107368512888,0.0121505453134566,ur,okay,yeah,ٹھیک ہے,جی ہاں,ٹھیک ہےجی ہاں
جیت,855.821384559533,600.109458357883,-0.310034362520789,-0.756884358757181,142.374742219583,44.0178628805879,0.305367218041904,0.0763511718249129,29,47,1,0,13,24,13,24,0,0,1,1,29,47,1,0,13,24,13,24,0,0,1,1,13,24,-255.71192620165,-0.446849996236393,ur,gain,win,حاصل کرنا,جیت,حاصل کرناجیت
جیل,778.74932000447,695.883210484805,-0.490482464470332,-0.702138431070432,55.7100206668295,72.4554011825419,0.119024650109476,0.14187103803764,52,37,1,0,25,19,26,19,0,0,0.961538461538462,1,52,37,1,0,19,18,26,19,0,0,0.730769230769231,0.947368421052632,25,19,-82.8661095196651,-0.2116559666001,ur,cell,prison,کوٹھری,جیل,کوٹھریجیل
جیکٹ,764.463499986688,725.08438457436,-0.46167898815164,-0.484949777604026,137.873045177815,41.6326900354068,0.172398632034983,0.0748035043372547,29,51,2,3,16,26,16,27,0,0,1,0.962962962962963,30,52,1,2,15,18,16,26,0,1,0.9375,0.692307692307692,16,26,-39.3791154123286,-0.0232707894523866,ur,shirt,jacket,شرٹ,جیکٹ,شرٹجیکٹ
حادثہ,624.539999994034,632.948333319544,-0.809693189736734,-0.680586807480716,88.5901678877582,44.9421795946338,0.113766710691229,0.0968415323392738,35,38,1,2,19,24,19,24,0,1,1,1,35,38,1,2,19,23,19,24,0,1,1,0.958333333333333,19,24,8.40833332551051,0.129106382256019,ur,incident,accident,واقعہ,حادثہ,واقعہحادثہ
حال ہی میں,773.568555539054,898.801548391494,-0.252090148262743,-0.104426769868921,41.0793711333248,60.159955445996,0.0857361726269341,0.0943707141132434,41,51,1,4,27,31,28,32,0,1,0.964285714285714,0.96875,42,52,0,3,27,14,28,31,0,2,0.964285714285714,0.451612903225806,27,31,125.232992852439,0.147663378393822,ur,just,recently,ابھی ابھی,حال ہی میں,ابھی ابھیحال ہی میں
حرکت میں لانا,784.775347850311,999.548444493443,-0.274571636928029,-0.0286011151443812,77.1346019956614,81.7103267310647,0.180654649065098,0.148571877934483,38,47,0,4,23,27,24,27,0,0,0.958333333333333,1,38,49,0,2,21,27,24,27,0,0,0.875,1,23,27,214.773096643133,0.245970521783648,ur,trigger,activate,محرک ہونا,حرکت میں لانا,محرک ہوناحرکت میں لانا
حساب,643.807478256124,723.53545000502,-0.783994070480581,-0.582596368517004,40.4328318594285,85.3589326245171,0.0914675077127947,0.214695783389472,50,42,0,0,23,20,23,20,0,0,1,1,50,41,0,1,22,17,23,20,0,0,0.956521739130435,0.85,23,20,79.7279717488968,0.201397701963577,ur,count,calculate,شمار,حساب,شمارحساب
حساس,605.858439970205,697.501531267647,-0.787828537599822,-0.616587899629444,33.3134195326463,49.9096179886164,0.0647607962221553,0.139188210462406,52,50,0,1,25,32,25,32,0,0,1,1,52,50,0,1,25,32,25,32,0,0,1,1,25,32,91.6430912974417,0.171240637970378,ur,delicate,sensitive,نازک,حساس,نازکحساس
حسب ضرورت,717.387103407097,852.639374984246,-0.376109848540948,-0.203266792010295,44.3376293100144,93.8296655221654,0.105904280195867,0.159262720153321,52,32,0,0,29,16,29,17,0,0,1,0.941176470588235,52,32,0,0,29,16,29,17,0,0,1,0.941176470588235,29,16,135.252271577149,0.172843056530653,ur,enough,sufficient,کافی مقدارمیں,حسب ضرورت,کافی مقدارمیںحسب ضرورت
حسب معمول,903.246000015126,816.899437426033,-0.356642515981816,-0.22789339741401,120.299247340656,69.9442190988609,0.207422789995439,0.181662650449615,15,50,2,0,7,32,7,32,1,0,1,1,16,50,1,0,8,31,8,32,0,0,1,0.96875,7,32,-86.3465625890927,0.128749118567806,ur,ordinary,usual,معمولی،عام,حسب معمول,معمولی،عامحسب معمول
حفاظت,716.098153813073,734.540590899747,-0.571898586575265,-0.539759550741217,120.966671953768,67.1814337027616,0.227139196510379,0.129952994100959,31,40,0,1,13,22,13,22,0,0,1,1,30,41,1,0,13,3,13,22,0,0,1,0.136363636363636,13,22,18.4424370866745,0.0321390358340482,ur,security,safety,سیکورٹی,حفاظت,سیکورٹیحفاظت
حقیقت پسندانہ,909.068086954152,1162.73089473509,-0.314453305431571,0.410359372802014,65.88298688199,136.676503468512,0.101978673873443,0.313312625840166,50,45,3,0,23,19,23,21,0,0,1,0.904761904761905,47,44,6,1,19,16,22,21,1,0,0.863636363636364,0.761904761904762,23,19,253.66280778094,0.724812678233586,ur,optimistic,realistic,رجائیت پسند,حقیقت پسندانہ,رجائیت پسندحقیقت پسندانہ
حقیقی,647.470999996653,590.457450002327,-0.77097981191871,-0.89461445922405,51.935741698134,26.8037541999396,0.112524035985443,0.0663315426027667,48,31,2,1,24,20,24,20,0,0,1,1,47,32,3,0,21,19,24,20,0,0,0.875,0.95,24,20,-57.0135499943261,-0.12363464730534,ur,true,real,سچ,حقیقی,سچحقیقی
حلف,671.630642775817,812.03768415216,-0.630014380073227,-0.543325606768421,54.8883355553364,80.6769860914351,0.13489368657587,0.185367636216748,36,43,1,1,14,19,16,22,0,0,0.875,0.863636363636364,37,43,0,1,16,22,16,22,0,0,1,1,14,19,140.407041376344,0.0866887733048065,ur,swear,oath,قسم کھانا,حلف,قسم کھاناحلف
حمل,629.241000020468,656.25387497077,-0.78654545790279,-0.674216282644277,40.4983365797453,55.4683214408585,0.112343228961276,0.199005432696707,50,27,2,0,24,16,25,17,0,0,0.96,0.941176470588235,49,26,3,1,24,10,25,17,0,0,0.96,0.588235294117647,24,16,27.0128749503017,0.112329175258512,ur,birth,pregnancy,پیدائش,حمل,پیدائشحمل
