target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sr_cue,sr_target,sr_word_combo,unrelated_sr_cue
везати,686.22115214521,708.832488885641,-0.550712307570083,-0.46686781047576,37.9309688369141,43.7718740004801,0.100481313541749,0.110958721680916,53,50,3,1,46,45,46,46,0,0,1,0.978260869565217,53,49,3,2,43,46,46,46,0,0,0.934782608695652,1,46,45,22.6113367404309,0.0838444970943238,sr,bind,tie,завезати,везати,завезативезати,снимак
велики,650.85350001896,683.229574476813,-0.724831148037509,-0.622383310982948,43.9402766313523,38.7498672927124,0.0928729854661183,0.080357250491327,50,52,1,0,48,47,48,47,0,0,1,1,51,52,0,0,47,47,48,47,0,0,0.979166666666667,1,48,47,32.3760744578528,0.102447837054561,sr,excellent,great,одличан,велики,одличанвелики,отворен
великодушан,879.835999988914,871.308509785822,0.0301032438310888,-0.147392940664394,49.4401355387513,45.4449676708607,0.110622349927796,0.0918615590423968,57,55,1,0,49,51,51,52,0,0,0.96078431372549,0.980769230769231,57,55,1,0,48,52,51,52,0,0,0.941176470588235,1,49,51,-8.52749020309147,-0.177496184495482,sr,compassionate,generous,саосећајан,великодушан,саосећајанвеликодушан,обичан
венера,615.119698105472,780.514478247129,-0.698720191800999,-0.244587959016907,18.6806363809372,33.3893806763798,0.0434940078776186,0.0875566277766489,56,52,3,2,53,46,53,47,0,0,1,0.978723404255319,55,52,4,2,51,38,53,47,0,0,0.962264150943396,0.808510638297872,53,46,165.394780141658,0.454132232784092,sr,mars,venus,марс,венера,марсвенера,коверат
вентилација,779.239170196601,926.357431825526,-0.338268204658227,0.0488283549297406,36.6012058485394,56.6698255464803,0.0701351894798764,0.0865693128090217,51,50,0,1,47,44,47,47,0,0,1,0.936170212765957,51,50,0,1,40,47,47,47,0,0,0.851063829787234,1,47,44,147.118261628925,0.387096559587967,sr,valve,ventilation,вентил,вентилација,вентилвентилација,задовољан
венчање,651.834346956405,787.680763641043,-0.631060968804657,-0.275220731439541,33.9590574946329,51.3521363396132,0.0846355496902955,0.140602670820868,51,60,0,4,49,55,50,55,0,1,0.98,1,51,61,0,3,47,53,50,56,0,0,0.94,0.946428571428571,49,55,135.846416684639,0.355840237365116,sr,engagement,wedding,веридба,венчање,веридбавенчање,ћебе
веома,577.919062476956,675.769857156306,-0.792043702259532,-0.608073875698423,17.8962147896379,48.7240691113369,0.0451325517555702,0.105660192891338,54,52,1,1,48,49,49,49,0,0,0.979591836734694,1,54,52,1,1,48,49,49,49,0,0,0.979591836734694,1,48,49,97.8507946793504,0.183969826561108,sr,extremely,very,изузетно,веома,изузетновеома,агент
вера,570.623139987547,625.010645821715,-0.920346834604513,-0.813247547356774,19.0411290611973,31.1682982460798,0.0595670909157354,0.0767042113702448,54,50,0,2,50,48,50,48,0,1,1,1,54,48,0,4,48,47,50,47,0,2,0.96,1,50,48,54.3875058341678,0.107099287247739,sr,hope,faith,нада,вера,надавера,круг
веран,610.435224515098,625.382224515183,-0.7581116547645,-0.79076829457577,31.0885429565819,25.482754065925,0.0612692547892319,0.0618849699552565,51,55,3,3,49,49,49,49,1,0,1,1,52,54,2,4,44,46,49,48,1,1,0.897959183673469,0.958333333333333,49,49,14.9470000000848,-0.03265663981127,sr,loyal,faithful,одан,веран,оданверан,ризичан
вероватан,940.058160030284,780.293608676555,0.198481732452049,-0.210937842609801,56.4089270461878,44.6805393212285,0.132939552961624,0.140138868296055,53,52,2,1,50,47,50,49,0,1,1,0.959183673469388,52,52,3,1,50,49,50,49,0,1,1,1,50,46,-159.764551353729,-0.40941957506185,sr,explanation,plausible,објашњење,вероватан,објашњењевероватан,колега
веровати,664.9052549041,718.950127287848,-0.617752655419478,-0.485622481498712,39.7390589702776,29.4994501381937,0.0724434800310957,0.0812519298948765,55,60,1,3,51,55,51,56,0,1,1,0.982142857142857,55,60,1,3,51,55,51,56,0,1,1,0.982142857142857,51,55,54.0448723837486,0.132130173920766,sr,trust,believe,поверење,веровати,поверењеверовати,кашика
вероватно,718.98278846287,730.91482979217,-0.461419853967461,-0.432980560188724,47.8763762405933,44.1800557441636,0.105052897036657,0.106155025734992,52,52,1,1,52,47,52,47,0,1,1,1,52,52,1,1,51,46,52,47,0,1,0.980769230769231,0.978723404255319,52,47,11.9320413293,0.0284392937787374,sr,probability,likely,вероватноћа,вероватно,вероватноћавероватно,месец
вероватно,718.98278846287,730.91482979217,-0.461419853967461,-0.432980560188724,47.8763762405933,44.1800557441636,0.105052897036657,0.106155025734992,52,52,1,1,52,47,52,47,0,1,1,1,52,52,1,1,51,46,52,47,0,1,0.980769230769231,0.978723404255319,52,47,11.9320413293,0.0284392937787374,sr,probability,likely,вероватноћа,вероватно,вероватноћавероватно,хаос
вероватно.1,730.525565218051,742.207954549433,-0.447033917601294,-0.37562488790018,48.7457529718807,48.4036821439982,0.116520461185731,0.136720424560136,51,50,1,0,46,44,48,45,0,0,0.958333333333333,0.977777777777778,51,50,1,0,45,40,47,45,1,0,0.957446808510638,0.888888888888889,46,44,11.6823893313818,0.0714090297011142,sr,maybe,probably,можда,вероватно,мождавероватно,месец
вероватно.1,730.525565218051,742.207954549433,-0.447033917601294,-0.37562488790018,48.7457529718807,48.4036821439982,0.116520461185731,0.136720424560136,51,50,1,0,46,44,48,45,0,0,0.958333333333333,0.977777777777778,51,50,1,0,45,40,47,45,1,0,0.957446808510638,0.888888888888889,46,44,11.6823893313818,0.0714090297011142,sr,maybe,probably,можда,вероватно,мождавероватно,хаос
вести,597.543611124953,610.228782591605,-0.819500206642235,-0.684251708646772,20.6640731955782,27.3657986421565,0.0655526229720818,0.087094551215894,58,51,2,2,54,46,54,46,0,0,1,1,58,51,2,2,54,44,54,46,0,0,1,0.956521739130435,54,46,12.6851714666515,0.135248497995463,sr,channel,news,канал,вести,каналвести,долазак
вече,557.844359999225,570.487377785468,-0.914991430339539,-0.874204527066346,22.1884834483654,24.1795341638935,0.0598085301219875,0.0652582464453943,53,51,2,1,50,45,50,46,0,0,1,0.978260869565217,53,51,2,1,49,43,50,46,0,0,0.98,0.934782608695652,50,45,12.6430177862433,0.0407869032731923,sr,night,evening,ноћ,вече,ноћвече,свемир
вештачки,708.653978730611,744.166937530428,-0.575727264634278,-0.39555207507556,34.3288550019033,38.7075692756839,0.0736278583936761,0.0870210462440772,52,51,0,0,47,48,49,48,0,0,0.959183673469388,1,52,51,0,0,48,48,49,48,0,0,0.979591836734694,1,47,48,35.5129587998167,0.180175189558718,sr,natural,artificial,природни,вештачки,природнивештачки,заборавити
вештица,706.534874987831,734.97548934959,-0.565432777520514,-0.481287246045721,37.8942935582604,54.2423940478803,0.0794475160440011,0.122974363950014,52,51,0,2,48,47,48,48,0,2,1,0.979166666666667,52,51,0,2,48,45,48,48,0,2,1,0.9375,48,47,28.440614361759,0.0841455314747923,sr,curse,witch,клетва,вештица,клетвавештица,вечни
видео,718.940346924601,605.34947915873,-0.292661741888884,-0.726536741555831,30.5038763579292,20.4707557274397,0.131865279425925,0.0881353835975354,54,54,2,2,49,49,50,51,0,2,0.98,0.96078431372549,53,53,3,3,16,49,49,50,1,3,0.326530612244898,0.98,49,48,-113.590867765871,-0.433874999666946,sr,dvd,video,двд,видео,двдвидео,болница
визија,728.624065200241,675.056499980888,-0.63550919684419,-0.486828343068604,38.3060484820815,24.4476222759252,0.0812529962203736,0.0736276671070649,50,62,0,1,46,58,47,60,0,1,0.978723404255319,0.966666666666667,50,62,0,1,37,59,47,60,0,1,0.787234042553192,0.983333333333333,46,58,-53.5675652193531,0.148680853775587,sr,revelation,vision,откровење,визија,откровењевизија,популација
висина,628.266239123768,640.70266667511,-0.794243866560602,-0.690066097723967,34.8445060735188,20.6332710721665,0.0767113096755858,0.0644794904577889,50,54,1,3,46,51,46,51,0,1,1,1,50,54,1,3,46,50,46,51,0,1,1,0.980392156862745,46,51,12.4364275513416,0.104177768836635,sr,weight,height,тежина,висина,тежинависина,однос
висок,681.75763830172,615.662820001829,-0.693623051386038,-0.724277088148354,61.0434070358853,29.6843194448327,0.126307904506509,0.0641636750458332,52,52,0,1,48,50,49,51,0,0,0.979591836734694,0.980392156862745,52,51,0,2,46,50,49,50,0,1,0.938775510204082,1,47,50,-66.0948182998904,-0.0306540367623155,sr,low,high,низак,висок,низаквисок,сачувати
височанство,902.451333332953,1030.56602222821,0.134365003533045,0.311844805910117,39.9448288185308,56.1229859514656,0.114106865204882,0.0937784394087339,51,52,2,1,48,45,49,50,0,0,0.979591836734694,0.9,51,52,2,1,49,49,49,50,0,0,1,0.98,48,45,128.114688895259,0.177479802377072,sr,majesty,highness,величанство,височанство,величанствовисочанство,печат
витамин,638.229686272659,715.939539972202,-0.707641266228759,-0.471010431490633,28.0066590564587,35.5730779803682,0.0730862168512631,0.0956184358298689,52,53,0,1,51,50,51,51,0,0,1,0.980392156862745,52,53,0,1,49,50,51,51,0,0,0.96078431372549,0.980392156862745,51,50,77.7098536995435,0.236630834738125,sr,protein,vitamin,протеин,витамин,протеинвитамин,дим
виљушка,677.65181629985,846.676711106439,-0.551192442981761,0.0118724005082282,17.5523384054705,41.5400605307797,0.0537540188684632,0.134288308255902,50,50,0,3,49,45,49,47,0,0,1,0.957446808510638,50,50,0,3,48,47,49,47,0,0,0.979591836734694,1,49,45,169.024894806589,0.563064843489989,sr,spoon,fork,кашика,виљушка,кашикавиљушка,управа
владавина,801.893787231274,845.518119994225,-0.272774269469453,-0.177499038872707,38.2769257549609,42.2164214722784,0.0705213876464457,0.080529921655347,50,56,2,0,47,51,47,52,1,0,1,0.980769230769231,50,55,2,1,47,49,47,51,1,1,1,0.96078431372549,47,50,43.624332762951,0.0952752305967459,sr,administration,government,управа,владавина,управавладавина,рећи
власник,666.718939950798,653.904021271971,-0.579583133579203,-0.654379018337534,31.1379113381243,31.6046441996234,0.070950310863301,0.0831674692249552,53,53,1,1,50,47,50,47,0,0,1,1,53,52,1,2,47,33,50,46,0,1,0.94,0.717391304347826,50,47,-12.8149186788266,-0.0747958847583307,sr,property,owner,својина,власник,својинавласник,паб
водоник,626.751755121115,774.451260875085,-0.715250937776582,-0.227484002013021,35.1179575900611,48.199376854891,0.0756503620273593,0.140881090085969,50,50,1,3,49,46,49,48,0,1,1,0.958333333333333,50,51,1,2,47,47,49,49,0,0,0.959183673469388,0.959183673469388,49,46,147.69950575397,0.487766935763561,sr,carbon,hydrogen,угљеник,водоник,угљеникводоник,уметник
возач,580.211851071152,641.198450966298,-0.776916993430075,-0.674722085302537,26.3926627532208,44.2786133258923,0.06702566839929,0.131365339055465,51,52,1,0,48,51,48,52,0,0,1,0.980769230769231,51,52,1,0,48,52,48,52,0,0,1,1,47,51,60.986599895146,0.102194908127538,sr,passenger,driver,путник,возач,путниквозач,преглед
возити се,701.389895832202,801.150872352157,-0.445361151425421,-0.311963525631546,34.7420547002944,50.5317713597199,0.107453432193131,0.106532185014581,50,51,3,0,48,47,48,47,1,0,1,1,50,51,3,0,47,46,48,47,1,0,0.979166666666667,0.978723404255319,48,47,99.7609765199549,0.133397625793875,sr,drive,ride,вожња,возити се,вожњавозити се,чип
вотка,647.829730757721,700.864222228945,-0.654098392780294,-0.432140399963248,22.2403485885078,40.3158341563432,0.0858049706127555,0.114210230453354,53,53,1,4,52,45,52,47,0,0,1,0.957446808510638,53,53,1,4,51,47,52,47,0,0,0.980769230769231,1,52,45,53.0344914712238,0.221957992817045,sr,whiskey,vodka,виски,вотка,вискивотка,круна
вотсон,923.82765791169,1206.42049999069,0.280664593059849,1.08728529661767,63.3206528909002,102.010043165385,0.15032422729293,0.501643317368374,62,53,1,0,39,4,58,49,0,0,0.672413793103448,0.0816326530612245,62,52,1,1,43,36,58,48,0,1,0.741379310344828,0.75,38,4,282.592842079003,0.806620703557816,sr,sherlock,watson,шерлок,вотсон,шерлоквотсон,детонатор
вођа,624.921244903322,644.23647917083,-0.680019233620647,-0.745144037685583,43.2607001183558,54.6741218859984,0.109147076913062,0.0999557945269754,51,52,0,1,49,48,49,49,0,0,1,0.979591836734694,51,51,0,2,48,46,49,48,0,1,0.979591836734694,0.958333333333333,49,48,19.3152342675081,-0.0651248040649366,sr,member,leader,члан,вођа,чланвођа,вирус
војни,625.954916661543,644.746622218819,-0.835038824283024,-0.635341633266933,27.3949253295469,41.2326347592713,0.0695554589486945,0.113225936505145,51,51,2,2,48,45,48,46,1,0,1,0.978260869565217,51,51,2,2,42,39,48,46,1,0,0.875,0.847826086956522,48,45,18.7917055572759,0.199697191016091,sr,civil,military,цивилни,војни,цивилнивојни,рута
војска,619.82709435813,604.121163273803,-0.885568736759069,-0.707358290981734,28.1523835086292,31.0247872063416,0.0614744535132553,0.0812865944455458,57,54,2,1,53,49,53,49,0,0,1,1,57,53,2,2,50,41,53,48,0,1,0.943396226415094,0.854166666666667,53,49,-15.7059310843274,0.178210445777335,sr,legion,army,легија,војска,легијавојска,перон
воће,594.630608696384,581.201076908597,-0.879674738012991,-0.849444451933849,27.3673960131562,30.110172953093,0.0790048638707352,0.080490167401207,51,53,3,2,46,52,47,53,0,0,0.978723404255319,0.981132075471698,51,53,3,2,47,50,47,53,0,0,1,0.943396226415094,46,52,-13.4295317877869,0.0302302860791417,sr,apple,fruit,јабука,воће,јабукавоће,регионални
врат,579.900760010492,567.683540007921,-0.846188536673999,-0.879038100110572,20.5633779581834,18.9635175711407,0.0496465770368283,0.0515576796898346,53,51,0,1,50,50,50,50,0,1,1,1,53,51,0,1,48,50,50,50,0,1,0.96,1,50,50,-12.2172200025717,-0.0328495634365725,sr,throat,neck,грло,врат,грловрат,екран
врата,542.883840006847,605.382744688119,-0.920376452631921,-0.766137377635004,16.1945829476652,30.3778758721067,0.0563926641254611,0.092581065011653,50,51,1,1,50,47,50,47,0,0,1,1,50,51,1,1,50,42,50,47,0,0,1,0.893617021276596,50,47,62.4989046812717,0.154239074996917,sr,window,door,прозор,врата,прозорврата,мекан
вређати,775.072565228414,746.567208333671,-0.44669113965955,-0.314526935371072,47.9556643709104,34.0952046595446,0.090457723713427,0.110554016222689,52,51,0,1,46,48,47,48,0,0,0.978723404255319,1,52,51,0,1,46,43,47,48,0,0,0.978723404255319,0.895833333333333,46,48,-28.5053568947428,0.132164204288478,sr,insult,offend,увредити,вређати,увредитивређати,уточиште
вук,543.623531919492,599.598615363992,-0.974057382838256,-0.750451765095122,26.1271725784015,28.3072215915054,0.0605673548288744,0.0820927655799868,51,54,0,0,47,52,47,52,0,0,1,1,51,54,0,0,45,52,47,52,0,0,0.957446808510638,1,47,52,55.9750834445003,0.223605617743133,sr,bear,wolf,медвед,вук,медведвук,секретар
вући,652.229434761118,736.372437483578,-0.647054689629178,-0.340299483950491,32.9018435619872,42.3161022340371,0.083497804084025,0.106104878125489,50,52,2,2,47,48,47,48,1,0,1,1,51,51,1,3,43,47,48,48,0,0,0.895833333333333,0.979166666666667,46,48,84.1430027224607,0.306755205678686,sr,push,pull,гурати,вући,гуративући,дозволити
газирани сок,940.529300003182,965.423434743693,0.127026862737272,0.302599797478921,41.1384927621347,41.4412166366998,0.0975886390194826,0.111314787426372,54,50,2,1,50,46,50,48,2,1,1,0.958333333333333,55,50,1,1,48,48,51,48,1,1,0.941176470588235,1,50,46,24.8941347405114,0.175572934741649,sr,lemonade,soda,лимунада,газирани сок,лимунадагазирани сок,краљица
галаксија,707.798468084135,778.578851056822,-0.428046965389618,-0.248749096558878,30.6665192180009,45.6074777008243,0.0999982274644915,0.108344360664267,50,52,3,0,47,48,47,49,1,0,1,0.979591836734694,50,52,3,0,47,47,47,49,1,0,1,0.959183673469388,47,47,70.7803829726873,0.17929786883074,sr,universe,galaxy,свемир,галаксија,свемиргалаксија,ситуација
гаража,663.383784312503,640.400297864898,-0.657515393919268,-0.697843135872575,28.8353960165219,28.5545437558009,0.0553051349440141,0.0593807358125109,53,50,1,1,51,47,51,48,0,0,1,0.979166666666667,53,50,1,1,51,46,51,48,0,0,1,0.958333333333333,51,47,-22.9834864476051,-0.0403277419533074,sr,workshop,garage,радионица,гаража,радионицагаража,биоскоп
