target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
エイリアン,734.556928554857,738.772045024113,-0.0270445890553444,-0.00946256277876435,42.8008046174339,17.1659492504628,0.134250433133946,0.0569567684567567,81,130,3,3,70,111,70,115,0,0,1,0.965217391304348,81,130,3,3,68,113,70,115,0,0,0.971428571428571,0.982608695652174,70,111,4.21511646925649,0.0175820262765801,ja,ufo,alien,宇宙船,エイリアン,宇宙船エイリアン,所持金
エクササイズ,914.57423190183,750.682581824803,0.336522838114241,0.0100369276783738,49.2774626035994,31.6155922311563,0.124842045992913,0.107743482361252,93,73,1,6,69,55,72,61,0,0,0.958333333333333,0.901639344262295,93,73,1,6,71,61,72,61,0,0,0.986111111111111,1,69,55,-163.891650077026,-0.326485910435867,ja,practice,exercise,練習,エクササイズ,練習エクササイズ,記録
エネルギー,632.131736836564,636.397028993668,-0.533978686319093,-0.585143292120951,18.0326482822202,22.8300678840142,0.0551576832162006,0.0501436168509118,92,78,1,2,76,69,77,71,0,0,0.987012987012987,0.971830985915493,91,76,2,4,75,60,76,69,1,2,0.986842105263158,0.869565217391304,76,69,4.26529215710411,-0.0511646058018581,ja,power,energy,パワー,エネルギー,パワーエネルギー,皇室
エピソード,698.956438590973,754.75012195457,-0.285381580388597,-0.0683356514062283,47.0118622613863,25.0606643097998,0.141708528185987,0.0881565911152477,65,96,4,1,57,82,59,83,3,0,0.966101694915254,0.987951807228916,65,96,4,1,57,83,59,83,3,0,0.966101694915254,1,57,82,55.7936833635966,0.217045928982369,ja,series,episode,シリーズ,エピソード,シリーズエピソード,口
エピデミック,1319.33143999822,1364.4676857198,2.03095517454365,2.15715661965103,97.9931996445297,110.33397568229,0.348636049030374,0.33989798064419,215,180,12,12,50,35,190,161,5,7,0.263157894736842,0.217391304347826,216,186,11,6,166,162,192,165,3,3,0.864583333333333,0.981818181818182,50,35,45.1362457215814,0.126201445107381,ja,plague,epidemic,ペスト,エピデミック,ペストエピデミック,見る
エレガント,616.728150004139,701.189951225912,-0.487702658382869,-0.259196286520635,17.0842582649039,16.9371394291314,0.0571102916594659,0.0590657313847303,66,92,6,2,60,82,60,82,0,1,1,1,65,92,7,2,59,77,59,82,1,1,1,0.939024390243902,60,82,84.461801221773,0.228506371862234,ja,fashionable,elegant,ファッショナブル,エレガント,ファッショナブルエレガント,僧侶
エンジン,603.664745098254,656.989328366228,-0.617368177777592,-0.470677320168513,20.8441866994092,25.4512256595695,0.0632277689099303,0.0517032388242087,57,77,1,5,51,67,51,69,0,0,1,0.971014492753623,57,77,1,5,50,65,51,69,0,0,0.980392156862745,0.942028985507246,51,67,53.3245832679746,0.14669085760908,ja,tank,engine,タンク,エンジン,タンクエンジン,苦しみ
エージェンシー,983.004393949376,973.215359373615,0.9825382091834,0.812241606280678,44.2517163166255,46.4848334394169,0.150585256950844,0.146562308903193,79,80,0,5,66,65,70,74,0,1,0.942857142857143,0.878378378378378,79,81,0,4,68,74,70,75,0,0,0.971428571428571,0.986666666666667,66,64,-9.78903457576087,-0.170296602902722,ja,firm,agency,ファーム,エージェンシー,ファームエージェンシー,毒
オフィス,686.057492939735,700.882624992767,-0.346910801408155,-0.0907441351719943,21.450653590772,21.9079211392662,0.062816853937134,0.065059108659669,91,92,4,4,78,73,79,74,2,1,0.987341772151899,0.986486486486487,90,93,5,3,78,73,78,75,3,0,1,0.973333333333333,78,72,14.8251320530318,0.25616666623616,ja,desk,office,デスク,オフィス,デスクオフィス,指輪
オプション,628.957999987226,690.846880585396,-0.399095711737471,-0.34220295238113,18.2647037661418,32.1876040637916,0.0626395743584773,0.0806917362944735,75,76,7,6,64,67,65,68,3,2,0.984615384615385,0.985294117647059,75,76,7,6,65,68,65,68,3,2,1,1,64,67,61.8888805981699,0.0568927593563417,ja,choice,option,選択,オプション,選択オプション,始動させる
オレンジ,673.439522388342,602.941274203515,-0.376175160317376,-0.619430865491787,41.877830397818,30.4151731547972,0.134527804995986,0.0870259228879271,86,74,4,0,68,63,70,64,0,0,0.971428571428571,0.984375,85,74,5,0,62,64,69,64,1,0,0.898550724637681,1,67,62,-70.4982481848278,-0.243255705174411,ja,green,orange,緑,オレンジ,緑オレンジ,防ぐ
オーナー,686.104653337214,676.517430554375,-0.307927943982857,-0.305818084792892,19.5119111083545,20.5405238257639,0.0647522882410518,0.0662346758086283,83,85,2,5,75,72,76,72,0,4,0.986842105263158,1,82,86,3,4,76,73,76,73,0,3,1,1,75,72,-9.58722278283869,0.00210985918996509,ja,property,owner,財産,オーナー,財産オーナー,レーダー
カウボーイ,725.611684200834,638.130406478767,-0.146152692142155,-0.468058501191446,53.1925022979418,19.801628703595,0.149428340580052,0.0586547160562976,73,63,2,4,58,55,62,57,0,0,0.935483870967742,0.964912280701754,74,63,1,4,36,54,62,57,0,0,0.580645161290323,0.947368421052632,57,55,-87.4812777220668,-0.321905809049292,ja,rodeo,cowboy,ロデオ,カウボーイ,ロデオカウボーイ,マイル
カメ,603.097297624953,616.411084739154,-0.628442076374139,-0.515713592523079,14.2512622317975,20.5734775750316,0.0419697210656939,0.0818158228068367,94,75,2,5,84,59,85,64,1,0,0.988235294117647,0.921875,94,74,2,6,85,64,85,64,1,0,1,1,84,59,13.313787114201,0.112728483851059,ja,snail,turtle,カタツムリ,カメ,カタツムリカメ,罪
カルテル,750.09322950726,963.909120687384,0.0947076420397683,0.607222432650205,33.8610557013507,59.028260208436,0.113648890060588,0.194313601604506,75,77,3,8,61,58,67,72,1,4,0.91044776119403,0.805555555555556,74,78,4,7,60,66,66,73,2,3,0.909090909090909,0.904109589041096,61,58,213.815891180124,0.512514790610436,ja,mafia,cartel,マフィア,カルテル,マフィアカルテル,魂
カーペット,679.003355927937,714.255241357196,-0.291497421605853,-0.150471047889206,19.6012876423161,46.4550965825726,0.0671828824605442,0.152830008772329,69,66,4,8,59,58,59,58,0,2,1,1,69,66,4,8,58,57,59,58,0,2,0.983050847457627,0.982758620689655,59,58,35.2518854292582,0.141026373716647,ja,floor,carpet,床,カーペット,床カーペット,尋問
ガレージ,666.680152538778,677.764795173885,-0.18614200698404,-0.20387836399845,26.2691795068089,20.3207438592325,0.0960770538168637,0.0830301552546454,67,104,7,1,59,84,59,86,5,0,1,0.976744186046512,67,104,7,1,59,85,59,86,5,0,1,0.988372093023256,59,83,11.0846426351076,-0.0177363570144096,ja,workshop,garage,ワークショップ,ガレージ,ワークショップガレージ,コンクリート
キャッチ,697.541553858133,680.415087526328,-0.223231433243166,-0.382877000065682,23.114169284163,22.6628111223147,0.0840765597420491,0.0536215806070616,77,89,3,2,65,81,65,83,0,0,1,0.975903614457831,77,89,3,2,61,82,65,83,0,0,0.938461538461538,0.987951807228916,65,80,-17.1264663318049,-0.159645566822516,ja,grab,catch,掴む,キャッチ,掴むキャッチ,ボランティア
キャップ,684.406086211625,807.394645159741,-0.215586801071322,0.245721966584017,24.9070919790261,40.4453627543688,0.0929709625636102,0.155200382705945,75,74,2,1,59,62,61,65,1,1,0.967213114754098,0.953846153846154,75,75,2,0,59,65,61,66,1,0,0.967213114754098,0.984848484848485,58,62,122.988558948116,0.461308767655338,ja,glasses,cap,眼鏡,キャップ,眼鏡キャップ,最後に
キャプテン,659.357020592213,644.716624997756,-0.449085927123984,-0.454946277817661,34.8439801670374,30.5037009747652,0.123207501015032,0.0892740063550503,78,73,4,2,68,64,68,64,0,0,1,1,78,73,4,2,67,63,67,64,1,0,1,0.984375,68,64,-14.6403955944565,-0.00586035069367719,ja,commander,captain,司令官,キャプテン,司令官キャプテン,火
キャンドル,788.731385715664,670.30732811829,0.15455164355777,-0.309706365516412,38.231439500112,22.0914622078111,0.15190709065334,0.073288135711773,86,71,3,2,70,64,71,64,1,0,0.985915492957746,1,85,72,4,1,65,64,71,64,1,0,0.915492957746479,1,70,64,-118.424057597374,-0.464258009074182,ja,lamp,candle,ランプ,キャンドル,ランプキャンドル,切手
キャンプ,584.036692296993,626.572047625528,-0.563132758044215,-0.471855316099126,21.5397437214294,35.6596582780076,0.0631338430957909,0.158657085279312,79,74,3,11,65,63,66,64,1,2,0.984848484848485,0.984375,78,74,4,11,63,62,65,64,2,2,0.969230769230769,0.96875,65,63,42.5353553285345,0.0912774419450893,ja,picnic,camping,ピクニック,キャンプ,ピクニックキャンプ,大多数
キリスト教徒,751.323265628772,859.312936493703,-0.112313464937435,0.446184639210464,28.655968330855,43.8860996114392,0.111484792478114,0.153466501461544,79,71,2,4,64,63,65,64,1,1,0.984615384615385,0.984375,80,70,1,5,64,63,66,64,0,1,0.96969696969697,0.984375,64,63,107.98967086493,0.558498104147899,ja,catholic,christian,カトリック,キリスト教徒,カトリックキリスト教徒,遺産
キング,648.232666647074,708.188476917792,-0.356007972196385,-0.0432921785214163,19.0078993354572,38.7573006698175,0.0752859304299036,0.178774136861834,96,76,5,6,84,65,85,65,2,1,0.988235294117647,1,96,75,5,7,85,62,85,64,2,2,1,0.96875,84,65,59.9558102707181,0.312715793674968,ja,queen,king,女王,キング,女王キング,責任
ギター,538.43235000808,611.24841270674,-0.826527994140753,-0.558401338753739,14.0118577255058,21.6148444136547,0.0434524093773915,0.0599755830128039,67,73,6,1,60,64,60,64,1,1,1,1,66,73,7,1,60,62,60,64,1,1,1,0.96875,60,63,72.81606269866,0.268126655387014,ja,piano,guitar,ピアノ,ギター,ピアノギター,化学
ギリシャ語,645.100143457193,641.409285703576,-0.464467666879554,-0.389245894678039,15.9368509607491,26.5339288757398,0.0438887323256966,0.078075853014222,71,64,1,4,58,57,59,57,0,1,0.983050847457627,1,71,64,1,4,57,53,59,57,0,1,0.966101694915254,0.929824561403509,58,56,-3.69085775361759,0.0752217722015147,ja,roman,greek,ローマ,ギリシャ語,ローマギリシャ語,カトリック
クォーター,842.508327594637,870.248333340657,0.333049255883552,0.40469715731735,44.906033851399,50.2308241954747,0.161738113631171,0.172612926022936,73,69,2,8,58,60,64,62,0,1,0.90625,0.967741935483871,72,70,3,7,63,31,64,63,0,0,0.984375,0.492063492063492,58,60,27.74000574602,0.0716479014337982,ja,half,quarter,半分,クォーター,半分クォーター,いう
クライアント,772.109617643781,745.339833338512,0.0995976679763218,-0.0270520223702865,26.9666454903678,21.6636417367309,0.0962332038241589,0.0968659060929482,76,60,3,4,69,54,69,56,1,0,1,0.964285714285714,76,60,3,4,68,53,69,56,1,0,0.985507246376812,0.946428571428571,68,54,-26.7697843052687,-0.126649690346608,ja,patient,client,患者,クライアント,患者クライアント,単位
クラシック,610.079000005932,662.402517861175,-0.535889986444517,-0.368084812105068,22.7432059942305,20.6359597222832,0.0723464478017994,0.0780391589532019,74,61,3,3,58,56,58,56,0,1,1,1,73,63,4,1,58,56,58,57,0,0,1,0.982456140350877,58,56,52.3235178552427,0.167805174339449,ja,typical,classic,典型的,クラシック,典型的クラシック,喉
クレイジー,693.468218773513,673.593543868545,-0.364371077280623,-0.249650180680544,26.1288232941973,22.4756932986505,0.0747768127011,0.0949809208637714,72,72,2,4,64,57,65,59,0,0,0.984615384615385,0.966101694915254,72,72,2,4,65,49,65,59,0,0,1,0.830508474576271,64,57,-19.8746749049681,0.114720896600079,ja,paranoid,crazy,妄想,クレイジー,妄想クレイジー,覆い隠す
クローゼット,704.356883111319,691.555868859469,-0.177168426487039,-0.28683176270209,30.8740022087517,24.4427199482739,0.0940813416527461,0.0745626393906145,84,71,4,3,77,61,78,61,1,1,0.987179487179487,1,85,71,3,3,76,60,78,61,1,1,0.974358974358974,0.983606557377049,77,61,-12.8010142518501,-0.109663336215052,ja,cabinet,closet,戸棚,クローゼット,戸棚クローゼット,政策
グラム,641.570235303997,659.133084503228,-0.537144354787124,-0.438662785819146,23.0615049773266,24.9131155127242,0.0705703232895427,0.0632749504260888,98,88,2,1,85,71,85,71,1,1,1,1,98,89,2,0,78,72,85,72,1,0,0.917647058823529,1,85,71,17.5628491992303,0.0984815689679778,ja,kilo,gram,キロ,グラム,キログラム,申し込む
グループ,657.368213333777,598.302446168017,-0.450184574637626,-0.615643735065766,19.7660531392198,18.0697286089469,0.0548875067044697,0.0619584597938329,87,72,0,3,75,66,76,68,0,1,0.986842105263158,0.970588235294118,87,72,0,3,73,67,76,68,0,1,0.960526315789474,0.985294117647059,75,65,-59.0657671657598,-0.16545916042814,ja,gang,group,ギャング,グループ,ギャンググループ,自然の
グローバル,689.346716669866,781.585973682396,-0.129679661685164,0.10992977291478,27.5471522805655,26.7535089335946,0.111319771631122,0.0756455426555471,72,85,5,4,60,76,62,79,0,1,0.967741935483871,0.962025316455696,72,85,5,4,61,76,62,79,0,1,0.983870967741935,0.962025316455696,60,76,92.2392570125295,0.239609434599944,ja,national,global,全国,グローバル,全国グローバル,注意
ケーキ,656.96149999799,615.370896559011,-0.468619949670286,-0.557095925627744,27.6715318439294,29.748502499474,0.0909786758920338,0.0940380021842767,72,66,2,3,64,59,65,61,0,1,0.984615384615385,0.967213114754098,72,66,2,3,64,59,65,61,0,1,0.984615384615385,0.967213114754098,64,58,-41.5906034389787,-0.0884759759574586,ja,dessert,cake,デザート,ケーキ,デザートケーキ,地域の
ゲイ,682.237610173807,852.873174606975,-0.244859384455899,0.261345920135016,22.8109154742746,28.5908211195957,0.0775895644267414,0.085453442644019,68,92,2,7,59,63,62,75,1,3,0.951612903225806,0.84,67,93,3,6,58,73,61,76,2,2,0.950819672131147,0.960526315789474,59,63,170.635564433167,0.506205304590915,ja,lesbian,gay,レズビアン,ゲイ,レズビアンゲイ,到着
ゲート,667.737652775298,658.403842117185,-0.361870843615233,-0.273325019492073,23.4146338941111,23.5386110036203,0.0792263980365001,0.102819628397992,87,70,2,2,72,57,72,58,1,0,1,0.982758620689655,89,71,0,1,67,54,73,58,0,0,0.917808219178082,0.931034482758621,72,57,-9.33381065811261,0.0885458241231597,ja,portal,gate,ポータル,ゲート,ポータルゲート,褒め言葉
ゲーム,621.064137932204,678.287301578121,-0.605402349968223,-0.409874691127416,22.8213261244713,34.6384590547651,0.059432194145923,0.087475083211184,68,73,1,8,59,65,61,68,1,5,0.967213114754098,0.955882352941177,68,74,1,7,58,67,61,69,1,4,0.950819672131147,0.971014492753623,58,63,57.223163645917,0.195527658840808,ja,play,game,遊ぶ,ゲーム,遊ぶゲーム,右
コットン,630.40275949092,726.456349201245,-0.467770602088958,-0.154681180729373,14.6538279145329,23.2649753288153,0.0613593049060036,0.0678017898954861,87,72,1,7,79,63,79,67,0,1,1,0.940298507462687,87,72,1,7,78,64,79,67,0,1,0.987341772151899,0.955223880597015,79,63,96.053589710325,0.313089421359585,ja,silk,cotton,シルク,コットン,シルクコットン,容量
コニャック,924.662018886032,919.245983613586,0.57448588310599,0.545769480242991,53.2438914680755,37.7048420825677,0.190822455285533,0.142466111986599,70,79,3,2,53,61,57,73,0,0,0.929824561403509,0.835616438356164,70,78,3,3,37,65,57,72,0,1,0.649122807017544,0.902777777777778,53,61,-5.41603527244581,-0.0287164028629989,ja,rum,cognac,ラム,コニャック,ラムコニャック,ウェイター
コピー,550.057093738719,624.17239705456,-0.643291613413369,-0.462570183187024,19.9275682433679,18.7945187209464,0.0772608655126562,0.0751711564265551,73,82,1,4,64,69,64,71,1,0,1,0.971830985915493,73,82,1,4,64,67,64,71,1,0,1,0.943661971830986,64,68,74.1153033158407,0.180721430226345,ja,original,copy,オリジナル,コピー,オリジナルコピー,ロケット
コミッショナー,1002.49794443699,925.4020689724,0.994123829721882,0.704639230607431,54.539402940327,46.4641603063736,0.178652497873908,0.174797443911463,96,73,4,6,73,59,81,64,0,1,0.901234567901235,0.921875,93,73,7,6,41,64,78,64,3,1,0.525641025641026,1,72,58,-77.0958754645869,-0.289484599114451,ja,inspector,commissioner,インスペクタ,コミッショナー,インスペクタコミッショナー,わかった
コミュニケーション,720.455368452923,828.031560602304,-0.161112605363576,0.279112053776603,30.5889404400967,40.9267907564805,0.1026132435395,0.139279967745207,83,86,2,1,76,67,76,71,0,0,1,0.943661971830986,82,86,3,1,75,67,76,71,0,0,0.986842105263158,0.943661971830986,76,66,107.576192149382,0.440224659140178,ja,navigation,communication,ナビゲーション,コミュニケーション,ナビゲーションコミュニケーション,謙虚な
コミュニティ,744.164232145864,695.81555357352,0.0228240147044058,-0.223000542147199,36.6637119588668,26.3797315869491,0.145086829143148,0.105230301976986,64,67,1,4,56,57,57,57,0,1,0.982456140350877,1,64,67,1,4,56,57,57,57,0,1,0.982456140350877,1,56,56,-48.3486785723442,-0.245824556851605,ja,society,community,社会,コミュニティ,社会コミュニティ,ノーベル
コメディー,696.274384615325,742.121574992145,-0.341867960520642,-0.076672240900319,23.2477754436754,21.7364938225642,0.0656639251475441,0.0668251464497995,99,141,0,3,78,120,80,122,0,0,0.975,0.983606557377049,99,142,0,2,79,114,80,122,0,0,0.9875,0.934426229508197,78,120,45.8471903768199,0.265195719620323,ja,drama,comedy,ドラマ,コメディー,ドラマコメディー,物体
コンサート,616.776628555884,584.024000006154,-0.558658384594372,-0.586673836993706,14.862630617498,18.1379927351806,0.0479690581884987,0.0521249944829893,78,78,1,6,70,65,70,66,0,1,1,0.984848484848485,77,77,2,7,70,65,70,65,0,2,1,1,70,65,-32.7526285497302,-0.0280154523993337,ja,tour,concert,旅行,コンサート,旅行コンサート,マラソン
コンテンツ,752.505752932937,722.106302623919,0.038244443695412,-0.0293565958231821,28.4007916593878,26.5047758401888,0.102186692622657,0.0866617540534348,102,91,2,6,86,76,89,77,0,2,0.966292134831461,0.987012987012987,102,93,2,4,83,73,89,79,0,0,0.932584269662921,0.924050632911392,85,76,-30.3994503090181,-0.0676010395185941,ja,contain,content,含む,コンテンツ,含むコンテンツ,不可
コンピューター,591.646403518696,702.429771300966,-0.6793661099694,-0.284297869058909,28.9903465367449,23.1732515710045,0.076435658183576,0.0795508530805995,62,92,2,2,57,75,59,76,1,0,0.966101694915254,0.986842105263158,62,92,2,2,58,76,59,76,1,0,0.983050847457627,1,57,75,110.78336778227,0.39506824091049,ja,software,computer,ソフトウェア,コンピューター,ソフトウェアコンピューター,助言
