target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ko_cue,ko_target,ko_word_combo,unrelated_ko_cue
고마워하다,557.525811593683,606.604843142699,-0.522184675599607,-0.290001181849775,18.5892927859674,19.8571442684888,0.0597367680784368,0.0753751261180419,80,61,5,3,70,51,70,52,1,1,1,0.980769230769231,80,62,5,2,69,53,70,53,1,0,0.985714285714286,1,69,51,49.0790315490167,0.232183493749833,ko,admire,appreciate,존경하다,고마워하다,존경하다고마워하다,잡고있다
고문,523.534870329729,512.672980409427,-0.614144476424907,-0.62110877328445,17.8495552461672,12.0467720815569,0.0707531431840089,0.047388212298807,65,57,4,5,54,51,55,51,2,0,0.981818181818182,1,64,56,5,6,53,51,54,51,3,0,0.981481481481482,1,54,51,-10.8618899203018,-0.00696429685954292,ko,torment,torture,고통,고문,고통고문,여기
고속도로,539.118518511958,655.331562481019,-0.561120919354609,-0.086083691534327,19.4964651358832,30.0715591789634,0.0850712693859253,0.107448504619553,57,74,3,1,54,64,55,66,0,0,0.981818181818182,0.96969696969697,57,73,3,2,50,64,55,65,0,1,0.909090909090909,0.984615384615385,54,64,116.213043969061,0.475037227820282,ko,road,highway,도로,고속도로,도로고속도로,총
고양이,505.166499993056,494.30581816932,-0.722543529702349,-0.679848706441774,13.972049263855,13.9409435021952,0.0464125281408183,0.0520215700769778,73,55,1,1,58,45,59,45,0,0,0.983050847457627,1,73,55,1,1,57,37,59,45,0,0,0.966101694915254,0.822222222222222,58,44,-10.860681823736,0.0426948232605752,ko,dog,cat,개,고양이,개고양이,비단
고전적인,605.071949155003,619.038211493706,-0.341204945465911,-0.189643508273427,29.5595967433682,25.512310355268,0.086131010703087,0.0871784735565339,65,66,2,6,59,52,59,54,1,1,1,0.962962962962963,65,65,2,7,59,54,59,54,1,1,1,1,59,52,13.9662623387026,0.151561437192484,ko,typical,classic,전형적인,고전적인,전형적인고전적인,대사관
고통,544.898563643631,550.963345467815,-0.60356661337155,-0.56182870370054,18.6492652433746,38.1894667190063,0.0632411633851355,0.155863285605826,63,73,4,1,55,56,57,57,1,0,0.964912280701754,0.982456140350877,63,73,4,1,53,54,57,57,1,0,0.929824561403509,0.947368421052632,55,55,6.06478182418414,0.04173790967101,ko,poverty,misery,가난,고통,가난고통,밖
곤충,639.518842120001,572.142629657032,-0.219847868743501,-0.493869131501779,28.229559724199,37.9165224212244,0.0932851811116944,0.12106252614861,69,62,0,2,57,54,57,56,0,1,1,0.964285714285714,69,62,0,2,56,56,57,56,0,1,0.982456140350877,1,57,54,-67.3762124629693,-0.274021262758278,ko,spider,insect,거미,곤충,거미곤충,딸
곧장,609.769109091122,717.462964936815,-0.242215960675935,0.235364701694899,20.8808950009895,29.2694281601344,0.0949909550183879,0.119478560711018,64,69,2,3,55,58,56,62,0,0,0.982142857142857,0.935483870967742,64,69,2,3,55,60,56,62,0,0,0.982142857142857,0.967741935483871,55,57,107.693855845693,0.477580662370834,ko,direct,directly,직접,곧장,직접곧장,신체
골목,608.800803571617,613.713622642502,-0.289510166567462,-0.318282086051843,26.0123149983097,51.0221797245204,0.0954583036925771,0.187787270179926,66,70,1,4,56,54,56,54,0,1,1,1,64,69,3,5,53,53,53,54,3,1,1,0.981481481481482,56,53,4.91281907088444,-0.0287719194843811,ko,corner,alley,구석,골목,구석골목,증가하다
골짜기,614.499134621252,629.145547164896,-0.238081539330211,-0.163659368315567,18.8073752223232,23.3751152300398,0.0806493314720316,0.0969547773935255,65,59,0,2,52,53,53,53,0,0,0.981132075471698,1,65,59,0,2,53,49,53,53,0,0,1,0.924528301886792,52,53,14.6464125436437,0.0744221710146436,ko,desert,valley,사막,골짜기,사막골짜기,보다
공격,504.930842091877,577.109880008461,-0.679479678784564,-0.443526669672803,21.0995793480876,36.5144785344682,0.0715510776142758,0.166461541040534,72,59,4,3,57,50,57,50,0,0,1,1,72,59,4,3,50,48,57,50,0,0,0.87719298245614,0.96,57,50,72.1790379165836,0.235953009111761,ko,invasion,attack,침략,공격,침략공격,힘
공격자,574.051446429851,554.545865378025,-0.521928176070158,-0.601808740514971,44.4071991969871,24.6230891688962,0.118609010691595,0.0897065544707654,64,65,5,1,56,52,56,52,2,0,1,1,64,65,5,1,57,52,57,52,1,0,1,1,56,52,-19.5055810518261,-0.0798805644448132,ko,victim,attacker,피해자,공격자,피해자공격자,회의
공기,521.842581813603,511.132470595662,-0.585408162993637,-0.76155199985838,23.3224475654167,25.695295202816,0.105695139128862,0.0974608246053913,66,65,3,5,55,51,55,51,0,1,1,1,64,65,5,5,53,51,54,51,1,1,0.981481481481482,1,55,51,-10.7101112179411,-0.176143836864743,ko,environment,atmosphere,환경,공기,환경공기,군인
공부하다,545.516220338988,529.874870360855,-0.570637174485739,-0.666314684182421,16.1449422420788,21.9771372672315,0.0532099460679036,0.066825906966665,67,62,0,2,61,55,61,55,0,1,1,1,67,62,0,2,59,54,61,55,0,1,0.967213114754098,0.981818181818182,59,54,-15.6413499781328,-0.0956775096966823,ko,research,study,연구,공부하다,연구공부하다,그림자
공산주의자,624.930278690172,608.424659081025,-0.306361043132061,-0.314967732052028,30.5679243317855,21.0029790600742,0.0885110085381393,0.0616391307382686,74,108,1,4,61,89,62,89,0,1,0.983870967741935,1,72,107,3,5,59,87,60,89,2,1,0.983333333333333,0.97752808988764,61,88,-16.5056196091477,-0.0086066889199673,ko,racist,communist,인종 차별 주의자,공산주의자,인종 차별 주의자공산주의자,아이디어
공상,659.107949981256,710.712456188699,-0.0598926239448286,0.18333653778955,25.7096521531355,44.801675841942,0.112947916656656,0.191462159657674,62,69,2,0,60,57,60,59,0,0,1,0.966101694915254,62,69,2,0,56,58,60,59,0,0,0.933333333333333,0.983050847457627,60,57,51.6045062074431,0.243229161734378,ko,reality,fantasy,현실,공상,현실공상,오른쪽
공식적인,630.875266663697,634.434094355508,-0.123035797060308,-0.198138876108695,26.1682450826998,38.0455880423358,0.0873376287156665,0.1232950129007,79,64,1,3,60,53,61,54,0,0,0.983606557377049,0.981481481481482,79,63,1,4,50,40,61,54,0,0,0.819672131147541,0.740740740740741,60,53,3.55882769181164,-0.0751030790483871,ko,officially,official,공무상,공식적인,공무상공식적인,나귀
공항,567.539528557896,548.261867920436,-0.538397188353346,-0.520605170696149,18.3914692114515,31.3389788910428,0.072006030587527,0.111920519918811,88,56,3,2,70,54,71,55,0,0,0.985915492957746,0.981818181818182,88,57,3,1,68,53,71,55,0,0,0.957746478873239,0.963636363636364,70,53,-19.27766063746,0.0177920176571976,ko,terminal,airport,터미널,공항,터미널공항,아주 멋진
과거,525.198228073712,557.262925913083,-0.649738982493468,-0.373277477479014,23.1021764666851,24.0441751413047,0.0713653390134123,0.0967592487359179,64,65,0,2,57,54,58,55,0,0,0.982758620689655,0.981818181818182,64,65,0,2,55,38,58,55,0,0,0.948275862068966,0.690909090909091,57,54,32.0646978393708,0.276461505014454,ko,future,past,미래,과거,미래과거,만
과일,453.112399994837,480.804555551302,-0.888856140839157,-0.869993118871281,11.0694851600419,14.7201986029973,0.0380459149410842,0.059891072066164,85,77,2,3,65,63,66,63,1,1,0.984848484848485,1,85,77,2,3,66,62,66,63,1,1,1,0.984126984126984,65,63,27.6921555564654,0.0188630219678757,ko,apple,fruit,사과,과일,사과과일,사회
과장하다,620.620553580114,567.274592588593,-0.323423885007929,-0.449255994150338,27.3360340416402,17.3172483939278,0.0825486903988,0.0730065457090494,65,65,1,0,56,55,56,55,1,0,1,1,64,65,2,0,55,52,55,55,2,0,1,0.945454545454545,56,54,-53.3459609915208,-0.125832109142409,ko,underestimate,exaggerate,과소평가하다,과장하다,과소평가하다과장하다,할수있게하다
과학,482.233444436578,602.202660351026,-0.698021295694678,-0.387126959590168,11.7862364684301,49.8175775860793,0.0405455413180758,0.159496360393531,66,57,2,1,54,53,55,54,1,0,0.981818181818182,0.981481481481482,65,56,3,2,55,50,55,53,1,1,1,0.943396226415094,54,53,119.969215914448,0.31089433610451,ko,technology,science,기술,과학,기술과학,붙잡다
과학자,553.280671879905,524.410048367961,-0.671547920486179,-0.718146118315408,23.4763054375809,14.5788576371569,0.0651247037198807,0.0440142224243858,77,81,6,0,64,62,64,62,0,0,1,1,76,81,7,0,64,62,64,62,0,0,1,1,64,62,-28.870623511944,-0.0465981978292288,ko,genius,scientist,천재,과학자,천재과학자,배고픔
관대 한,906.06086667769,902.151113186741,1.11369385084244,1.08510943498214,50.1484114890078,70.1837226279596,0.216615705596817,0.291689721907387,84,75,5,2,60,53,74,71,1,1,0.810810810810811,0.746478873239437,84,76,5,1,57,71,74,72,1,0,0.77027027027027,0.986111111111111,60,53,-3.90975349094924,-0.0285844158603044,ko,compassionate,generous,자비한,관대 한,자비한관대 한,상표
관점,544.620911405123,645.553288137137,-0.602914644098087,-0.150599297260244,18.1008687091335,27.595321257128,0.0501510512504421,0.105858151446343,91,74,7,3,79,60,79,62,0,3,1,0.967741935483871,92,75,6,2,79,44,79,63,0,2,1,0.698412698412698,79,59,100.932376732013,0.452315346837843,ko,view,perspective,경치,관점,경치관점,구월
관중,551.747597002523,590.828711098627,-0.496136748731977,-0.428906060680309,21.9745139353784,32.1481730116523,0.0928056668969235,0.0817746985667858,86,55,4,2,67,45,68,47,0,0,0.985294117647059,0.957446808510638,84,55,6,2,60,46,67,47,1,0,0.895522388059702,0.978723404255319,67,45,39.0811140961032,0.067230688051668,ko,crowd,audience,군중,관중,군중관중,해적
교수,511.70266664766,500.615407403914,-0.628099884355782,-0.736836177551358,12.5354932352168,12.1907197471388,0.0538833737182045,0.0446811008217894,75,60,7,3,57,55,59,55,1,0,0.966101694915254,1,76,60,6,3,52,54,60,55,0,0,0.866666666666667,0.981818181818182,57,54,-11.0872592437461,-0.108736293195576,ko,dean,professor,학장,교수,학장교수,손자
교육,519.098547168856,524.210214290529,-0.651331816072346,-0.617686803853137,19.3153252435341,24.5990865304092,0.0879000608967778,0.0873122228010205,63,67,3,6,53,56,54,56,0,1,0.981481481481482,1,64,68,2,5,53,55,54,56,0,1,0.981481481481482,0.982142857142857,53,56,5.11166712167244,0.0336450122192092,ko,health,education,건강,교육,건강교육,당나귀
구멍,515.024533298487,510.115685172009,-0.656019160103231,-0.57763933096945,14.2502572757209,12.668531328466,0.0401209422232214,0.0422967815384165,81,69,3,4,60,54,62,54,1,1,0.967741935483871,1,82,69,2,4,53,50,63,54,0,1,0.841269841269841,0.925925925925926,60,54,-4.90884812647795,0.078379829133781,ko,crack,hole,틈,구멍,틈구멍,남부
구실,690.926874986176,661.207865379234,0.18510396549746,-0.0680166556272257,41.2129634822778,28.2021376244847,0.116831560269306,0.105682816012225,70,64,0,4,56,52,58,56,0,1,0.96551724137931,0.928571428571429,70,64,0,4,57,56,58,56,0,1,0.982758620689655,1,56,52,-29.7190096069419,-0.253120621124686,ko,motive,alibi,동기,구실,동기구실,화학
구역,610.459515142902,523.354549008796,-0.269929582794995,-0.470635107185829,18.9104002608804,22.173232645992,0.0602422171964888,0.123105968584627,77,61,0,2,66,51,66,52,0,0,1,0.980769230769231,77,61,0,2,62,50,66,52,0,0,0.93939393939394,0.961538461538462,66,51,-87.104966134106,-0.200705524390834,ko,county,district,군,구역,군구역,모살자
구역,610.459515142902,523.354549008796,-0.269929582794995,-0.470635107185829,18.9104002608804,22.173232645992,0.0602422171964888,0.123105968584627,77,61,0,2,66,51,66,52,0,0,1,0.980769230769231,77,61,0,2,62,50,66,52,0,0,0.93939393939394,0.961538461538462,66,51,-87.104966134106,-0.200705524390834,ko,county,district,군,구역,군구역,때리다
구역.1,561.397396218587,575.088611095222,-0.554024962837563,-0.356335927352891,15.5486003394664,19.917901992603,0.0626942413939401,0.0746530071029735,68,64,4,1,53,54,54,55,1,0,0.981481481481482,0.981818181818182,68,65,4,0,52,12,54,55,1,0,0.962962962962963,0.218181818181818,53,54,13.6912148766352,0.197689035484672,ko,area,zone,지역,구역,지역구역,모살자
구역.1,561.397396218587,575.088611095222,-0.554024962837563,-0.356335927352891,15.5486003394664,19.917901992603,0.0626942413939401,0.0746530071029735,68,64,4,1,53,54,54,55,1,0,0.981481481481482,0.981818181818182,68,65,4,0,52,12,54,55,1,0,0.962962962962963,0.218181818181818,53,54,13.6912148766352,0.197689035484672,ko,area,zone,지역,구역,지역구역,때리다
구원자,556.967596145195,663.744406564181,-0.486680251970878,-0.133675944995589,19.0881186020976,19.5107422850407,0.0878723430680576,0.0520488420575314,59,122,2,2,52,91,53,94,1,0,0.981132075471698,0.968085106382979,59,123,2,1,52,92,53,94,1,0,0.981132075471698,0.978723404255319,52,91,106.776810418986,0.353004306975289,ko,hero,savior,영웅,구원자,영웅구원자,큰
구절,695.593709088514,627.596199985704,0.119185515908319,-0.242405122914447,32.7235913186783,45.0619350514974,0.12464115813915,0.171133346567816,69,53,2,4,55,50,61,50,0,2,0.901639344262295,1,69,53,2,4,59,50,61,50,0,2,0.967213114754098,1,55,50,-67.9975091028102,-0.361590638822766,ko,dictionary,phrase,사전,구절,사전구절,평범한
구조,560.288559314319,545.545196415987,-0.421071703261075,-0.56518723435678,21.9485881563735,23.1085278694645,0.0618900641728484,0.0836648533099692,71,65,0,1,59,57,59,58,0,0,1,0.982758620689655,71,65,0,1,55,57,59,58,0,0,0.932203389830508,0.982758620689655,59,56,-14.7433628983318,-0.144115531095705,ko,pyramid,structure,피라미드,구조,피라미드구조,보호하다
국가,525.613773580242,514.431777772864,-0.6013676825604,-0.687242475099478,39.6847677457178,13.4112298052308,0.135092011912432,0.051494148905605,68,61,5,1,53,54,54,55,1,0,0.981481481481482,0.981818181818182,66,61,7,1,50,54,53,55,2,0,0.943396226415094,0.981818181818182,53,54,-11.1819958073785,-0.0858747925390778,ko,country,nation,나라,국가,나라국가,필요한 만큼
국가,525.613773580242,514.431777772864,-0.6013676825604,-0.687242475099478,39.6847677457178,13.4112298052308,0.135092011912432,0.051494148905605,68,61,5,1,53,54,54,55,1,0,0.981481481481482,0.981818181818182,66,61,7,1,50,54,53,55,2,0,0.943396226415094,0.981818181818182,53,54,-11.1819958073785,-0.0858747925390778,ko,country,nation,나라,국가,나라국가,천천히
국가.1,482.163824556236,481.819509421933,-0.781197481670344,-0.729752467639133,10.7050727773018,11.4197477270342,0.0356440582676347,0.039811113211516,75,64,3,1,57,53,57,53,0,0,1,1,73,64,5,1,56,51,57,53,0,0,0.982456140350877,0.962264150943396,57,53,-0.344315134302406,0.0514450140312113,ko,federal,state,연방 정부,국가,연방 정부국가,필요한 만큼
국가.1,482.163824556236,481.819509421933,-0.781197481670344,-0.729752467639133,10.7050727773018,11.4197477270342,0.0356440582676347,0.039811113211516,75,64,3,1,57,53,57,53,0,0,1,1,73,64,5,1,56,51,57,53,0,0,0.982456140350877,0.962264150943396,57,53,-0.344315134302406,0.0514450140312113,ko,federal,state,연방 정부,국가,연방 정부국가,천천히
군대,507.511981495004,553.960094336555,-0.641005097219744,-0.593826796169861,14.1506923137143,34.9372016288769,0.0563952952547018,0.105271766783053,62,62,1,1,54,53,54,54,0,0,1,0.981481481481482,61,62,2,1,51,53,53,54,1,0,0.962264150943396,0.981481481481482,54,53,46.4481128415509,0.0471783010498821,ko,legion,army,부대,군대,부대군대,재치 있는
군대,507.511981495004,553.960094336555,-0.641005097219744,-0.593826796169861,14.1506923137143,34.9372016288769,0.0563952952547018,0.105271766783053,62,62,1,1,54,53,54,54,0,0,1,0.981481481481482,61,62,2,1,51,53,53,54,1,0,0.962264150943396,0.981481481481482,54,53,46.4481128415509,0.0471783010498821,ko,legion,army,부대,군대,부대군대,악몽
군대.1,616.280109083969,668.940826919536,-0.258120872807722,0.0170268774606752,37.5406460865565,58.1566944774537,0.147498714257932,0.214100819693553,67,59,0,3,55,52,57,52,0,0,0.964912280701754,1,66,59,1,3,49,48,57,52,0,0,0.859649122807018,0.923076923076923,55,52,52.6607178355669,0.275147750268397,ko,civil,military,시민이,군대,시민이군대,재치 있는
군대.1,616.280109083969,668.940826919536,-0.258120872807722,0.0170268774606752,37.5406460865565,58.1566944774537,0.147498714257932,0.214100819693553,67,59,0,3,55,52,57,52,0,0,0.964912280701754,1,66,59,1,3,49,48,57,52,0,0,0.859649122807018,0.923076923076923,55,52,52.6607178355669,0.275147750268397,ko,civil,military,시민이,군대,시민이군대,악몽
굶주린,601.31066036716,663.789115420268,-0.299926754825889,-0.094886124639267,16.9147086043858,31.3954108742785,0.0589931148134983,0.0977330099620496,63,62,4,2,53,52,54,53,2,0,0.981481481481482,0.981132075471698,63,62,4,2,52,52,54,53,2,0,0.962962962962963,0.981132075471698,53,52,62.4784550531083,0.205040630186622,ko,tired,hungry,피곤한,굶주린,피곤한굶주린,책상
권한,597.949124998633,676.138370378963,-0.353640058878916,0.026967964266785,25.2674527055421,25.4992029043621,0.0834631325090056,0.103991872694789,69,61,0,2,56,54,57,56,0,0,0.982456140350877,0.964285714285714,69,62,0,1,47,56,57,56,0,0,0.824561403508772,1,56,54,78.1892453803301,0.380608023145701,ko,jurisdiction,authority,관할권,권한,관할권권한,졸업장
궤도,642.052682551539,704.583674992571,-0.15747538956578,0.164975918364403,28.6799405010251,36.072339144222,0.0876904564521292,0.167619556173732,75,55,7,2,63,40,65,46,2,1,0.969230769230769,0.869565217391304,74,55,8,2,64,45,65,46,2,1,0.984615384615385,0.978260869565217,63,40,62.5309924410318,0.322451307930183,ko,planet,orbit,행성,궤도,행성궤도,형태
귀,561.954157905079,615.315660385234,-0.512165695111632,-0.31640867109701,32.9146598607488,35.7810381639895,0.109431045361906,0.108470215197786,69,64,2,2,57,53,57,53,1,0,1,1,69,64,2,2,55,52,57,53,1,0,0.964912280701754,0.981132075471698,57,53,53.3615024801553,0.195757024014622,ko,eye,ear,눈,귀,눈귀,말도 안되는
귀여운,486.633571414961,547.81433332569,-0.771487330620993,-0.418685342590391,14.7502340659151,15.3236141634084,0.0440626822218229,0.0665080696012927,59,67,0,5,56,51,56,51,0,0,1,1,59,68,0,4,56,40,56,51,0,0,1,0.784313725490196,56,51,61.1807619107292,0.352801988030602,ko,sweet,cute,달콤한,귀여운,달콤한귀여운,리셉션
그램,715.133392848554,832.9930892899,0.182946691940565,0.724018680904714,53.3772400594635,39.7406499294424,0.238807088802445,0.137386800713083,62,79,2,3,56,56,59,68,0,1,0.949152542372881,0.823529411764706,61,79,3,3,49,67,58,68,1,1,0.844827586206897,0.985294117647059,56,56,117.859696441346,0.541071988964149,ko,kilo,gram,킬로,그램,킬로그램,제안하다
그럴듯한,606.992915240949,698.438436359913,-0.132306842027044,0.0695912114023393,14.4965929318561,42.6808783223124,0.0668277011606479,0.180393412189687,75,62,2,3,59,55,59,56,0,1,1,0.982142857142857,75,62,2,3,58,53,59,56,0,1,0.983050847457627,0.946428571428571,59,55,91.4455211189637,0.201898053429383,ko,explanation,plausible,설명,그럴듯한,설명그럴듯한,바라보다
그럴듯한,606.992915240949,698.438436359913,-0.132306842027044,0.0695912114023393,14.4965929318561,42.6808783223124,0.0668277011606479,0.180393412189687,75,62,2,3,59,55,59,56,0,1,1,0.982142857142857,75,62,2,3,58,53,59,56,0,1,0.983050847457627,0.946428571428571,59,55,91.4455211189637,0.201898053429383,ko,explanation,plausible,설명,그럴듯한,설명그럴듯한,지진
